Filename,seq,seq_id,part,issue,dur_mod,dur,Label,word,sentence,before,after,V1_dur,C_dur,V2_dur,V2_maxF2,V2_maxF2_tpt,V2_minF2,V2_minF2_tpt,V2_F2diff,timepoint,pF2_means,V1,C,V2,V1_qual,V2_qual
karuk-2012-10-20-vs-4_D_23.mat,uxu,27,C,none,203.15199999999984,203.15199999999984,HH,kuxuriha,iimkun ta kuxuriha,UH0,UH0,102.93200000000002,203.15199999999984,145.62700000000018,1364.58,18,906.993,1,457.5869999999999,1,1361.616,u,x,u,u,u
karuk-2012-10-20-vs-4_D_23.mat,uxu,27,V2,none,145.62700000000018,145.62700000000018,UH0,kuxuriha,iimkun ta kuxuriha,HH,R,102.93200000000002,203.15199999999984,145.62700000000018,1364.58,18,906.993,1,457.5869999999999,1,906.993,u,x,u,u,u
karuk-2012-10-20-vs-4_D_24.mat,uxu,28,V1,none,86.45700000000012,86.45700000000012,UH0,kuxuriha,ta kuxuriha hum,K,HH,86.45700000000012,157.71399999999994,94.00700000000006,1316.558,18,907.937,1,408.621,1,949.983,u,x,u,u,u
karuk-2012-10-20-vs-4_D_24.mat,uxu,28,C,none,157.71399999999994,157.71399999999994,HH,kuxuriha,ta kuxuriha hum,UH0,UH0,86.45700000000012,157.71399999999994,94.00700000000006,1316.558,18,907.937,1,408.621,1,1062.779,u,x,u,u,u
karuk-2012-10-20-vs-4_D_24.mat,uxu,28,V2,none,94.00700000000006,94.00700000000006,UH0,kuxuriha,ta kuxuriha hum,HH,R,86.45700000000012,157.71399999999994,94.00700000000006,1316.558,18,907.937,1,408.621,1,907.937,u,x,u,u,u
karuk-2012-10-20-vs-4_D_41.mat,upuu,29,V1,none,46.468000000000075,46.468000000000075,UH0,nupuunvi,chimi nupuunvi,N,P,46.468000000000075,196.41299999999998,213.21099999999993,989.774,20,769.1569999999998,13,220.6170000000002,1,1431.514,u,p,uu,u,u
karuk-2012-10-20-vs-4_D_41.mat,upuu,29,C,none,196.41299999999998,196.41299999999998,P,nupuunvi,chimi nupuunvi,UH0,UW1,46.468000000000075,196.41299999999998,213.21099999999993,989.774,20,769.1569999999998,13,220.6170000000002,1,1886.006,u,p,uu,u,u
karuk-2012-10-20-vs-4_D_41.mat,upuu,29,V2,none,213.21099999999993,213.21099999999993,UW1,nupuunvi,chimi nupuunvi,P,N,46.468000000000075,196.41299999999998,213.21099999999993,989.774,20,769.1569999999998,13,220.6170000000002,1,987.651,u,p,uu,u,u
karuk-2012-10-20-vs-4_D_42.mat,upuu,30,V1,none,67.27900000000005,67.27900000000005,UH0,nupuunvi,chi nupuunvi,N,P,67.27900000000005,228.3979999999999,260.0300000000001,945.208,20,815.79,16,129.418,1,1633.807,u,p,uu,u,u
karuk-2012-10-20-vs-4_D_42.mat,upuu,30,C,none,228.3979999999999,228.3979999999999,P,nupuunvi,chi nupuunvi,UH0,UW1,67.27900000000005,228.3979999999999,260.0300000000001,945.208,20,815.79,16,129.418,1,1401.849,u,p,uu,u,u
karuk-2012-10-20-vs-4_D_42.mat,upuu,30,V2,none,260.0300000000001,260.0300000000001,UW1,nupuunvi,chi nupuunvi,P,N,67.27900000000005,228.3979999999999,260.0300000000001,945.208,20,815.79,16,129.418,1,856.3580000000002,u,p,uu,u,u
karuk-2015-04-18-vs-4_21.mat,iiki,31,V1,none,172.26699999999985,172.26699999999985,IY1,keevniikich,naa vura kunish keevniikich,N,K,172.26699999999985,125.39200000000028,78.12099999999964,2323.607,6,1849.336,15,474.27099999999996,1,2042.056,ii,k,i,i,i
karuk-2015-04-18-vs-4_21.mat,iiki,31,C,none,125.39200000000028,125.39200000000028,K,keevniikich,naa vura kunish keevniikich,IY1,IH0,172.26699999999985,125.39200000000028,78.12099999999964,2323.607,6,1849.336,15,474.27099999999996,1,2132.538,ii,k,i,i,i
karuk-2015-04-18-vs-4_21.mat,iiki,31,V2,none,78.12099999999964,78.12099999999964,IH0,keevniikich,naa vura kunish keevniikich,K,CH,172.26699999999985,125.39200000000028,78.12099999999964,2323.607,6,1849.336,15,474.27099999999996,1,1897.63,ii,k,i,i,i
karuk-2015-04-18-vs-4_41.mat,ufu,32,V1,none,84.69299999999998,84.69299999999998,UH0,tufurathfip,karu puxich tufurathfip,T,F,84.69299999999998,129.87300000000005,100.62699999999997,1379.22,1,981.006,5,398.21400000000006,1,1582.114,u,f,u,u,u
karuk-2015-04-18-vs-4_41.mat,ufu,32,C,none,129.87300000000005,129.87300000000005,F,tufurathfip,karu puxich tufurathfip,UH0,UH0,84.69299999999998,129.87300000000005,100.62699999999997,1379.22,1,981.006,5,398.21400000000006,1,1675.514,u,f,u,u,u
karuk-2015-04-18-vs-4_41.mat,ufu,32,V2,none,100.62699999999997,100.62699999999997,UH0,tufurathfip,karu puxich tufurathfip,F,R,84.69299999999998,129.87300000000005,100.62699999999997,1379.22,1,981.006,5,398.21400000000006,1,1379.22,u,f,u,u,u
karuk-2015-04-18-vs-4_44.mat,ikii,33,V1,none,77.71100000000013,77.71100000000013,IH0,ikiich,ikiich pamiqavansa teexviphuunish,sil,K,77.71100000000013,143.96199999999988,83.64800000000002,2109.656,4,1363.2479999999996,11,746.4080000000004,1,2067.4120000000007,i,k,ii,i,i
karuk-2015-04-18-vs-4_44.mat,ikii,33,C,none,143.96199999999988,143.96199999999988,K,ikiich,ikiich pamiqavansa teexviphuunish,IH0,IY1,77.71100000000013,143.96199999999988,83.64800000000002,2109.656,4,1363.2479999999996,11,746.4080000000004,1,2026.544,i,k,ii,i,i
karuk-2015-04-18-vs-4_44.mat,ikii,33,V2,none,83.64800000000002,83.64800000000002,IY1,ikiich,ikiich pamiqavansa teexviphuunish,K,CH,77.71100000000013,143.96199999999988,83.64800000000002,2109.656,4,1363.2479999999996,11,746.4080000000004,1,1966.947,i,k,ii,i,i
