Filename,seq,seq_id,Label,part,word,sentence,before,after,dur_mod,seg_Start,seg_End,pF0_mean,pF0_means001,pF0_means002,pF0_means003,pF0_means004,pF0_means005,pF0_means006,pF0_means007,pF0_means008,pF0_means009,pF0_means010,pF1_mean,pF1_means001,pF1_means002,pF1_means003,pF1_means004,pF1_means005,pF1_means006,pF1_means007,pF1_means008,pF1_means009,pF1_means010,pF2_mean,pF2_means001,pF2_means002,pF2_means003,pF2_means004,pF2_means005,pF2_means006,pF2_means007,pF2_means008,pF2_means009,pF2_means010,pF3_mean,pF3_means001,pF3_means002,pF3_means003,pF3_means004,pF3_means005,pF3_means006,pF3_means007,pF3_means008,pF3_means009,pF3_means010,dur,issue
karuk-2010-10-25-sd-vs-1_18.mat,upu,14,P,C,pamupusihich,sally uum taay pamupusihich,UH0,UH0,184.37300000000027,1302.389,1486.7620000000002,185.247,184.65599999999998,185.17700000000002,188.21099999999998,188.21099999999998,188.21099999999998,188.21099999999998,188.21099999999998,188.21099999999998,188.21099999999998,188.21099999999998,673.007,384.139,480.51199999999994,613.606,619.931,617.66,888.3389999999999,850.5319999999999,713.2539999999999,841.898,731.045,1642.703,1511.714,1626.714,1870.9389999999999,1485.891,1518.4620000000002,1855.609,1739.646,1580.219,1443.8210000000001,1748.057,2666.89,2544.078,2687.903,2999.21,2393.478,2549.605,2675.635,2744.2009999999996,2509.541,2620.087,2910.1459999999997,184.37300000000027,none
karuk-2010-10-25-sd-vs-1_18.mat,upu,14,UH0,V2,pamupusihich,sally uum taay pamupusihich,P,SH,33.149999999999864,1486.7620000000002,1519.912,205.64700000000002,205.64700000000002,205.64700000000002,213.73,212.313,213.017,207.321,202.558,201.032,199.386,198.015,360.829,346.33,361.77099999999996,375.825,382.721,379.412,358.343,337.645,338.184,351.015,375.274,1288.565,1563.8220000000001,1451.203,1284.78,1117.268,1090.715,1229.382,1359.5620000000001,1319.891,1244.878,1221.243,2373.59,2588.875,2541.916,2426.553,2309.4,2264.9179999999997,2260.95,2288.635,2324.422,2361.9139999999998,2358.9570000000003,33.149999999999864,none
karuk-2011-01-29-vs-1_22.mat,uupu,15,UW1,V1,utapkuuputih,vaa pananipusihich utapkuuputih,K,P,178.5250000000001,2641.012,2819.5370000000003,166.889,224.27700000000002,200.10299999999998,176.59099999999998,169.146,164.88099999999997,158.916,150.901,143.985,140.351,139.112,343.155,318.786,374.94599999999997,369.61300000000006,358.309,346.55199999999996,338.534,334.663,340.082,339.964,313.685,889.5010000000001,970.4110000000001,878.178,970.576,984.427,964.345,920.613,875.154,826.26,769.1160000000001,740.8960000000001,2407.639,2794.8390000000004,2284.84,2267.887,2279.125,2316.902,2368.591,2347.5570000000002,2392.6679999999997,2406.351,2572.561,178.5250000000001,none
karuk-2011-01-29-vs-1_22.mat,uupu,15,P,C,utapkuuputih,vaa pananipusihich utapkuuputih,UW1,UH0,148.52700000000004,2819.5370000000003,2968.0640000000003,145.739,137.055,140.954,140.954,140.954,140.954,140.954,140.954,140.954,140.954,213.25799999999998,534.295,445.939,734.675,487.671,465.334,446.974,384.015,510.7,383.793,797.171,638.0790000000001,1869.854,1795.973,2362.278,1636.3339999999998,2383.915,2001.736,1568.595,1753.1989999999998,1306.2,2071.67,1760.5479999999998,3123.664,3219.3520000000003,3642.833,3178.1,3189.6459999999997,3091.809,2702.389,2995.095,2737.22,3325.276,3119.335,148.52700000000004,none
karuk-2011-01-29-vs-1_22.mat,uupu,15,UH0,V2,utapkuuputih,vaa pananipusihich utapkuuputih,P,T,73.60299999999961,2968.0640000000003,3041.667,110.104,209.358,186.733,167.304,95.156,74.532,74.155,73.661,73.584,73.943,74.204,462.634,363.43199999999996,444.975,465.341,467.69,485.42400000000004,490.43300000000005,489.60900000000004,490.44300000000004,488.246,452.44300000000004,1045.74,888.785,930.055,948.357,972.0360000000001,1052.858,1121.387,1106.451,1139.979,1187.264,1129.204,2051.604,2441.534,2096.4339999999997,2173.183,2206.673,1984.94,1890.033,1794.297,1762.786,1796.215,2275.154,73.60299999999961,none
karuk-2011-01-30-vs-1_28.mat,ikii,16,IH0,V1,ikiich,ikiich vura ipishriivpeesh pataay iqaamtih,sil,K,105.96799999999996,779.184,885.1519999999999,147.834,147.834,147.834,147.834,132.325,140.357,153.89,159.707,160.76,160.76,160.76,309.382,296.02299999999997,302.082,327.439,350.64300000000003,335.615,299.372,274.376,293.289,319.35900000000004,294.04400000000004,2075.197,1959.2,1993.3220000000001,1870.306,1983.491,2126.311,2128.544,2147.649,2173.4,2198.22,2181.304,3006.385,3164.7259999999997,3141.784,2499.1710000000003,2456.781,3170.887,3279.659,2863.79,3196.9109999999996,3377.87,2910.877,105.96799999999996,none
karuk-2011-01-30-vs-1_28.mat,ikii,16,K,C,ikiich,ikiich vura ipishriivpeesh pataay iqaamtih,IH0,IY1,127.59199999999998,885.1519999999999,1012.7439999999999,202.514,202.514,202.514,202.514,202.514,202.514,202.514,202.514,202.514,202.514,202.514,423.171,318.005,343.22900000000004,356.134,297.04,339.94800000000004,367.12699999999995,287.493,689.805,817.2719999999999,407.639,2031.3039999999999,2141.274,2124.325,2037.473,1893.7220000000002,1893.226,2072.487,2070.952,2014.204,2004.7179999999998,2068.413,2833.915,3108.118,2938.2540000000004,2761.782,2745.117,2739.409,2671.395,2826.551,2786.926,2865.81,2881.718,127.59199999999998,none
karuk-2011-01-30-vs-1_28.mat,ikii,16,IY1,V2,ikiich,ikiich vura ipishriivpeesh pataay iqaamtih,K,CH,131.28900000000021,1012.7439999999999,1144.0330000000001,169.803,197.36599999999999,189.731,183.798,178.729,171.108,164.67700000000002,156.121,152.534,152.721,151.041,283.057,232.407,257.377,323.983,305.51599999999996,318.116,275.156,266.007,290.693,292.955,270.923,2056.175,1998.128,2055.135,2091.376,2061.3289999999997,2080.507,2072.5460000000003,2022.1570000000002,2094.79,2087.464,2006.226,2841.712,2920.9829999999997,2923.284,2954.821,2830.705,2750.594,2714.4240000000004,2811.7329999999997,2872.6009999999997,2808.7340000000004,2828.913,131.28900000000021,none
karuk-2011-12-21-vs-3_07.mat,iki,17,IH0,V1,nayikihitih,naa vura nayikihitih,Y,K,82.80199999999991,1416.276,1499.078,168.582,157.695,161.641,164.294,167.13,169.855,172.44099999999997,173.638,174.283,174.217,171.734,319.41,337.782,336.875,336.214,336.369,334.631,337.80800000000005,330.35900000000004,310.311,271.42400000000004,261.704,2097.7329999999997,1987.6979999999999,2018.3970000000002,2052.593,2047.3110000000001,2067.916,2112.2729999999997,2139.603,2135.843,2181.035,2243.438,2655.219,2635.278,2644.009,2767.283,2743.462,2658.768,2538.391,2550.695,2659.545,2766.079,2607.916,82.80199999999991,none
karuk-2011-12-21-vs-3_07.mat,iki,17,K,C,nayikihitih,naa vura nayikihitih,IH0,IH0,194.42499999999995,1499.078,1693.503,79.755,167.887,49.008,48.335,48.335,48.335,48.335,48.335,50.318999999999996,50.376000000000005,51.078,881.715,337.125,367.392,554.486,1006.7919999999999,1116.565,1261.021,1228.388,981.549,1233.846,728.475,2277.416,2177.7470000000003,1899.205,2122.236,2286.157,2446.853,2402.994,2295.5860000000002,2366.666,2652.781,2050.137,3232.9359999999997,2886.41,2654.2670000000003,3488.5609999999997,3313.593,3255.736,3594.4829999999997,3248.23,2951.6929999999998,3573.95,3359.586,194.42499999999995,none
karuk-2011-12-21-vs-3_07.mat,iki,17,IH0,V2,nayikihitih,naa vura nayikihitih,K,HH,37.59400000000028,1693.503,1731.0970000000002,57.455,57.455,59.129,59.528,58.45399999999999,58.143,57.533,57.052,56.56399999999999,55.611999999999995,55.662,285.185,240.144,258.97,285.211,294.605,287.994,292.42900000000003,303.672,307.928,302.173,280.593,2128.471,1704.0539999999999,1970.5929999999998,2171.301,2173.365,2187.44,2190.205,2198.239,2199.029,2202.359,2243.202,3373.578,3065.6,3369.245,3514.85,3422.8720000000003,3435.84,3491.442,3423.8720000000003,3337.2129999999997,3326.094,3310.985,37.59400000000028,none
karuk-2011-12-21-vs-3_08.mat,iki,18,IH0,V1,iyikihitih,iim hum iyikihitih,Y,K,83.44399999999996,1642.991,1726.435,188.446,169.69400000000002,174.322,180.362,187.067,192.429,194.815,195.94400000000002,196.696,197.31099999999998,196.757,259.93,299.166,291.051,274.704,272.986,265.026,242.271,235.653,237.31900000000002,237.324,240.687,2243.9139999999998,2152.23,2165.25,2191.875,2222.475,2214.39,2179.732,2179.111,2244.112,2399.6620000000003,2497.08,3038.34,3393.927,3402.9309999999996,3655.861,3630.663,2951.775,2855.131,2809.9240000000004,2624.445,2491.212,2581.384,83.44399999999996,none
karuk-2011-12-21-vs-3_08.mat,iki,18,K,C,iyikihitih,iim hum iyikihitih,IH0,IH0,145.91700000000014,1726.435,1872.352,299.10200000000003,195.455,194.36900000000003,194.36900000000003,194.36900000000003,194.36900000000003,194.36900000000003,194.36900000000003,194.36900000000003,431.663,432.106,832.5830000000001,313.252,776.523,869.8330000000001,894.451,1021.314,1036.878,804.607,744.7510000000001,1565.8029999999999,416.434,2421.804,2659.408,2568.85,2277.056,2197.825,2333.123,2608.282,2100.6220000000003,2162.5,2759.212,2568.519,3497.5690000000004,3174.482,3546.1740000000004,3520.167,3330.256,3688.906,4104.348,3237.885,3269.512,4033.8990000000003,3110.323,145.91700000000014,none
karuk-2011-12-21-vs-3_08.mat,iki,18,IH0,V2,iyikihitih,iim hum iyikihitih,K,HH,58.90000000000009,1872.352,1931.2520000000002,142.558,142.558,142.558,148.452,146.94,142.38299999999998,142.775,141.474,140.172,141.247,141.172,290.568,241.023,260.57,295.401,298.337,291.405,298.427,301.096,300.517,307.436,315.327,2205.093,2272.268,2165.39,2200.08,2209.815,2215.756,2226.367,2191.923,2204.371,2209.448,2147.681,2669.0570000000002,3037.958,2899.76,2779.6859999999997,2694.605,2639.998,2604.187,2597.55,2541.134,2361.623,2485.641,58.90000000000009,none
karuk-2011-12-21-vs-3_09.mat,iki,19,IH0,V1,nayikihitih,naa nayikihitih,Y,K,91.45000000000005,733.025,824.475,165.812,147.656,150.797,155.727,160.373,166.39700000000002,171.332,176.165,177.62099999999998,176.86900000000003,175.933,244.00099999999998,271.957,273.97700000000003,249.412,235.72099999999998,230.81400000000002,232.243,252.88099999999997,256.934,233.642,204.64,2056.153,1258.117,2151.393,2084.033,2051.661,1812.783,2231.76,2228.022,2312.777,2330.091,2211.72,2887.363,2923.9040000000005,3598.803,3432.75,2737.075,2412.027,2723.566,2797.8070000000002,3174.863,2744.978,2412.395,91.45000000000005,none
karuk-2011-12-21-vs-3_09.mat,iki,19,K,C,nayikihitih,naa nayikihitih,IH0,IH0,153.69600000000003,824.475,978.171,99.965,176.16099999999997,178.27200000000002,178.27200000000002,178.27200000000002,178.27200000000002,46.966,48.409,48.85,48.85,48.85,854.8710000000001,422.49699999999996,742.992,1108.96,1077.223,992.857,1104.264,943.05,863.925,562.97,802.01,2253.0460000000003,1796.557,1866.64,2553.124,2422.436,2378.429,2410.1079999999997,2216.548,2277.771,2265.149,2347.9770000000003,3118.64,2698.1009999999997,3203.176,3620.4759999999997,3660.33,3433.508,3393.235,2863.83,2568.018,2700.344,3042.2129999999997,153.69600000000003,none
karuk-2011-12-21-vs-3_09.mat,iki,19,IH0,V2,nayikihitih,naa nayikihitih,K,HH,74.79899999999998,978.171,1052.97,108.493,108.493,77.852,77.807,77.413,76.895,107.195,137.937,137.493,136.42700000000002,135.186,302.165,234.364,278.903,295.693,317.631,308.269,327.786,320.263,316.363,314.74,318.483,2254.502,2059.938,2250.1679999999997,2432.123,2346.5170000000003,2249.118,2267.859,2280.755,2204.159,2235.552,2203.9210000000003,2835.6090000000004,2605.558,2873.19,3044.458,2920.48,2860.289,2840.555,2817.5409999999997,2777.7,2808.595,2811.4120000000003,74.79899999999998,none
karuk-2011-12-21-vs-7_10.mat,uxu,20,UH0,V1,uxus,uxus xaatik niqitap,sil,HH,36.107,19.859,55.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.847,838.847,866.0269999999999,863.9839999999999,832.0189999999999,830.53,921.1060000000001,1018.939,923.15,718.298,626.11,1966.649,1966.649,2050.631,2072.551,2078.613,2050.419,1937.483,1719.9229999999998,1694.399,2122.104,2036.056,3022.2259999999997,3022.2259999999997,3127.028,3072.914,3006.239,3009.513,3065.278,3125.309,3122.329,3149.365,2718.031,36.107,none
karuk-2011-12-21-vs-7_10.mat,uxu,20,HH,C,uxus,uxus xaatik niqitap,UH0,UH0,132.84699999999998,55.966,188.813,448.009,448.009,448.009,448.009,448.009,448.009,488.467,466.276,453.798,453.798,205.365,791.612,747.867,1122.065,793.346,806.9830000000001,756.7180000000001,576.205,578.9119999999999,649.164,924.405,937.2639999999999,1477.546,1847.818,1971.882,1328.5510000000002,1199.8010000000002,1172.579,958.123,1011.7260000000001,1063.62,1690.2020000000002,2498.78,3035.32,2636.6279999999997,3192.2290000000003,2615.279,3146.4179999999997,2906.585,2952.373,2954.434,2876.033,3386.671,3647.542,132.84699999999998,none
karuk-2011-12-21-vs-7_10.mat,uxu,20,UH0,V2,uxus,uxus xaatik niqitap,HH,SH,69.62299999999999,188.813,258.436,210.64,205.745,204.075,203.166,200.997,206.524,215.11599999999999,218.625,218.868,218.24400000000003,216.362,340.06300000000005,302.616,334.755,315.962,292.932,358.721,377.48800000000006,391.015,386.075,351.587,299.869,1416.0729999999999,1319.2879999999998,1336.624,1329.838,1354.142,1384.805,1423.109,1444.348,1501.111,1504.046,1567.7060000000001,3048.893,3488.651,3505.8779999999997,3215.282,3264.5890000000004,2763.103,2554.665,2604.265,2933.797,3045.24,3088.6020000000003,69.62299999999999,none
karuk-2012-10-20-vs-4_B_14.mat,ikii,21,IH0,V1,ikiich,ikiich,sil,K,73.291,394.19,467.481,193.051,180.854,182.847,186.525,190.718,194.05200000000002,201.53799999999998,205.77,198.794,193.274,188.50900000000001,359.23900000000003,362.46,368.471,386.041,411.298,399.379,346.24300000000005,348.001,366.267,313.828,285.743,2289.519,2175.214,2181.265,2155.675,2137.1820000000002,2204.2,2282.887,2357.538,2418.348,2486.038,2509.746,2860.893,2782.702,2809.2859999999996,2787.2309999999998,2724.242,2809.4179999999997,2992.3920000000003,3046.5490000000004,2973.237,2871.441,2837.5370000000003,73.291,none
karuk-2012-10-20-vs-4_B_14.mat,ikii,21,K,C,ikiich,ikiich,IH0,IY1,235.58400000000006,467.481,703.065,162.346,159.525,146.555,146.555,146.555,146.555,146.555,146.555,146.555,146.555,212.597,567.952,337.909,414.895,398.75699999999995,401.035,392.421,544.3,577.698,999.9889999999999,897.201,711.2389999999999,2164.618,2435.958,2279.563,2152.652,2018.467,1900.799,1942.717,2066.595,2209.109,2276.113,2348.512,2989.72,3201.075,2893.718,2744.8509999999997,2773.42,2928.9040000000005,2901.43,3011.449,3143.4040000000005,3099.21,3218.937,235.58400000000006,none
karuk-2012-10-20-vs-4_B_14.mat,ikii,21,IY1,V2,ikiich,ikiich,K,CH,200.52899999999988,703.065,903.5939999999999,177.945,199.364,189.093,181.97,177.05200000000002,184.704,193.487,160.286,156.001,148.031,148.031,349.471,306.46299999999997,363.515,349.916,359.787,378.166,373.913,338.58,325.541,350.1,350.685,2329.551,2337.5389999999998,2316.688,2313.228,2341.31,2390.0429999999997,2400.0820000000003,2365.259,2377.7039999999997,2289.558,2171.125,2877.969,3144.938,3053.171,2980.6890000000003,2978.655,2933.3140000000003,2852.8059999999996,2815.553,2763.135,2672.8720000000003,2602.308,200.52899999999988,none
karuk-2012-10-20-vs-4_B_20.mat,ikii,22,IH0,V1,ikiich,ikiich panamniik nivaarameesh,sil,K,109.78000000000003,234.51,344.29,166.46400000000003,271.459,261.001,87.148,69.785,69.127,162.026,171.352,184.12599999999998,187.485,180.583,343.88699999999994,362.343,398.721,378.621,352.217,355.069,339.515,343.832,344.37800000000004,306.17400000000004,263.959,2117.137,2047.796,2038.0339999999999,2108.212,2015.693,2038.6689999999999,2083.774,2114.672,2218.683,2232.5429999999997,2261.551,2909.813,3179.9590000000003,3048.797,3028.514,2818.88,2837.723,2895.991,2878.0809999999997,2803.6540000000005,2797.195,2832.289,109.78000000000003,none
karuk-2012-10-20-vs-4_B_20.mat,ikii,22,K,C,ikiich,ikiich panamniik nivaarameesh,IH0,IY1,191.16000000000003,344.29,535.45,150.809,156.05,133.874,133.874,133.874,133.874,133.874,133.874,133.874,133.874,133.874,535.442,307.676,361.91900000000004,401.779,387.055,393.805,412.06199999999995,586.146,1083.649,876.9069999999999,609.761,2072.087,2274.232,2209.881,2097.552,1930.229,2191.294,2002.1860000000001,2081.926,2054.3289999999997,1975.263,1951.115,2900.37,2978.3109999999997,2611.0429999999997,2769.505,2651.922,2989.598,2973.288,3043.039,3040.703,2981.125,3024.6809999999996,191.16000000000003,none
karuk-2012-10-20-vs-4_B_20.mat,ikii,22,IY1,V2,ikiich,ikiich panamniik nivaarameesh,K,CH,157.72399999999993,535.45,693.174,150.286,167.24400000000003,158.30100000000002,154.268,151.332,147.819,145.238,144.118,145.214,147.32399999999998,147.52100000000002,326.126,307.301,321.13599999999997,324.878,325.11,327.449,342.72900000000004,341.24,335.95,326.28700000000003,311.01099999999997,2170.87,2182.219,2204.737,2203.1620000000003,2209.6820000000002,2208.703,2227.732,2226.822,2199.129,2126.366,1932.684,2819.13,3031.692,2913.383,2867.07,2841.4159999999997,2811.099,2821.8990000000003,2785.821,2732.837,2666.545,2695.925,157.72399999999993,none
karuk-2012-10-20-vs-4_C_03.mat,ikii,23,IH0,V1,ikiich,ikiich tee xuriha,sil,K,58.19499999999999,386.327,444.522,217.399,217.399,216.43200000000002,216.96900000000002,220.37,221.847,222.24400000000003,222.544,220.393,212.565,205.084,328.751,379.275,402.87,406.836,397.19,375.60400000000004,328.689,275.827,256.12,246.55599999999998,231.407,2193.712,2225.052,2219.147,2219.583,2244.224,2275.8379999999997,2269.723,2271.177,2308.37,2248.452,1706.3110000000001,2634.9240000000004,2773.725,2757.86,2698.605,2705.47,2718.906,2706.5890000000004,2654.006,2534.1639999999998,2434.6639999999998,2390.931,58.19499999999999,none
karuk-2012-10-20-vs-4_C_03.mat,ikii,23,K,C,ikiich,ikiich tee xuriha,IH0,IY1,121.34300000000002,444.522,565.865,200.333,200.528,199.9,199.9,199.9,199.9,199.9,199.9,199.9,199.9,199.9,668.3539999999999,283.99,423.285,446.582,455.45300000000003,480.81,949.795,1175.772,947.429,879.556,647.021,2145.623,1783.8339999999998,1897.9589999999998,2223.124,2352.32,2218.72,2321.938,2368.1639999999998,2303.246,2133.93,1881.515,2779.6609999999996,2534.599,2337.722,2566.74,2970.112,2875.822,3141.348,2759.9179999999997,2758.4179999999997,2967.45,2896.678,121.34300000000002,none
karuk-2012-10-20-vs-4_C_03.mat,ikii,23,IY1,V2,ikiich,ikiich tee xuriha,K,CH,107.90899999999988,565.865,673.7739999999999,211.597,256.819,236.825,227.275,220.072,211.75400000000002,203.106,198.27200000000002,194.71,190.736,184.497,360.68199999999996,286.524,324.61400000000003,366.95099999999996,393.735,398.291,392.759,386.724,372.726,353.384,335.528,2089.866,2078.846,2150.532,2181.738,2163.863,2138.547,2119.6079999999997,2099.199,2034.8410000000001,1974.253,1969.942,2837.82,2988.742,2953.2009999999996,2927.8759999999997,2881.422,2836.002,2801.514,2773.712,2727.0190000000002,2690.739,2791.7009999999996,107.90899999999988,none
karuk-2012-10-20-vs-4_C_12.mat,iki,24,IH0,V1,pasikih,taak pasikih,SH,K,83.21600000000001,660.188,743.404,74.459,74.459,78.134,77.17699999999999,75.711,74.252,73.27,72.854,72.883,73.064,73.064,363.611,351.865,382.714,388.045,388.801,380.233,361.91900000000004,353.175,348.61,358.00699999999995,328.149,1697.3629999999998,1509.9620000000002,1499.741,1566.942,1642.539,1731.201,1777.362,1838.411,1909.726,1932.223,1588.223,2269.439,2699.722,2236.8379999999997,2198.676,2240.051,2245.5,2226.202,2166.265,2151.033,2167.994,2270.28,83.21600000000001,none
karuk-2012-10-20-vs-4_C_12.mat,iki,24,K,C,pasikih,taak pasikih,IH0,IH0,186.29399999999998,743.404,929.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.444,457.032,607.9540000000001,487.096,561.401,669.204,491.03,623.104,970.0219999999999,777.165,391.032,1841.8629999999998,2034.6229999999998,1879.0339999999999,1694.249,1447.531,2005.566,1629.148,1758.729,2040.717,1995.297,1899.339,2904.455,2958.889,3034.022,2891.0820000000003,2728.139,3138.15,3020.348,3096.744,2785.2690000000002,2592.615,2783.0490000000004,186.29399999999998,none
karuk-2012-10-20-vs-4_C_12.mat,iki,24,IH0,V2,pasikih,taak pasikih,K,HH,61.45099999999991,929.698,991.1489999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.64599999999996,341.835,355.292,368.574,383.485,376.31199999999995,368.582,395.12199999999996,416.212,407.075,414.814,2026.1,2057.562,2054.782,2036.519,2029.481,2025.094,2066.703,2033.32,2094.545,2064.471,1836.233,2623.538,2894.698,2549.802,2651.616,2665.304,2588.096,2354.264,2259.937,2641.745,3057.4,2549.638,61.45099999999991,none
karuk-2012-10-20-vs-4_C_13.mat,iki,25,IH0,V1,pasikih,pasikih naqeehi,SH,K,72.845,233.40099999999998,306.246,182.136,191.567,185.43400000000003,182.36700000000002,180.12,179.13299999999998,179.174,179.87099999999998,180.507,180.946,180.58,447.164,462.10699999999997,462.64599999999996,466.213,468.338,472.01800000000003,472.101,467.431,446.72900000000004,394.755,359.42400000000004,1545.4089999999999,1349.489,1357.1670000000001,1395.279,1419.1960000000001,1472.56,1557.661,1617.559,1668.229,1745.28,1889.1589999999999,2283.51,2669.652,2427.718,2300.536,2262.0679999999998,2290.593,2268.445,2247.7,2182.949,2039.2160000000001,2080.756,72.845,none
karuk-2012-10-20-vs-4_C_13.mat,iki,25,K,C,pasikih,pasikih naqeehi,IH0,IH0,112.21700000000004,306.246,418.463,175.51,176.709,173.21200000000002,179.65599999999998,179.65599999999998,179.65599999999998,179.65599999999998,179.65599999999998,179.65599999999998,179.65599999999998,179.65599999999998,614.5269999999999,436.496,485.865,497.69599999999997,502.01,525.644,840.847,995.173,755.11,676.252,441.995,1890.014,1763.3339999999998,1707.205,1672.872,1798.5279999999998,1725.1529999999998,1885.464,2096.42,2112.283,2247.992,1926.908,2559.633,2257.035,2373.996,2547.383,2873.367,2713.3509999999997,2477.675,2569.766,2505.9629999999997,2642.848,2664.05,112.21700000000004,none
karuk-2012-10-20-vs-4_C_13.mat,iki,25,IH0,V2,pasikih,pasikih naqeehi,K,HH,52.61299999999994,418.463,471.07599999999996,182.655,215.59,205.826,191.321,185.12599999999998,181.489,178.75599999999997,175.58599999999998,171.60299999999998,167.555,162.834,441.588,350.173,425.80300000000005,482.175,506.834,507.57099999999997,492.83,474.341,444.069,399.246,359.06800000000004,1855.283,1863.896,1963.396,1955.869,1954.348,1917.398,1873.8020000000001,1836.4620000000002,1798.4520000000002,1741.0529999999999,1669.9560000000001,2591.368,2514.077,2588.248,2617.972,2625.0570000000002,2625.687,2605.9320000000002,2603.715,2590.67,2588.439,2576.155,52.61299999999994,none
karuk-2012-10-20-vs-4_C_42.mat,upu,26,UH0,V1,voonupuk,iikam voonupuk,N,P,66.96600000000001,825.586,892.552,141.416,146.953,146.371,145.275,143.558,141.94799999999998,140.597,139.76,138.61,136.765,135.222,365.361,374.962,403.635,426.966,413.606,385.51,349.847,335.036,329.223,320.87,321.079,1009.9810000000001,1197.911,1136.471,1106.204,1041.612,997.2710000000001,969.847,936.432,872.4939999999999,898.238,952.175,2579.319,2381.766,2488.67,2644.111,2688.2340000000004,2656.638,2584.369,2562.6710000000003,2556.515,2587.089,2635.982,66.96600000000001,none
karuk-2012-10-20-vs-4_C_42.mat,upu,26,P,C,voonupuk,iikam voonupuk,UH0,UH0,101.13800000000003,892.552,993.69,133.754,133.80700000000002,133.167,133.167,133.167,133.167,133.167,133.167,133.167,133.167,133.167,354.329,260.808,222.025,318.535,415.981,390.145,399.26300000000003,417.452,364.356,388.23400000000004,368.926,1248.835,914.9010000000001,992.37,1003.568,1818.649,1262.002,1302.038,1246.2730000000001,1367.3870000000002,1400.711,1294.747,2823.2340000000004,2677.15,2779.454,2886.071,3063.136,2886.639,2856.429,2819.778,2629.9559999999997,2794.978,2938.348,101.13800000000003,none
karuk-2012-10-20-vs-4_C_42.mat,upu,26,UH0,V2,voonupuk,iikam voonupuk,P,K,89.63199999999983,993.69,1083.322,47.931999999999995,48.068999999999996,48.121,48.066,47.388000000000005,47.388000000000005,47.388000000000005,47.388000000000005,47.388000000000005,47.388000000000005,47.388000000000005,374.92199999999997,357.80699999999996,412.793,427.99,433.32099999999997,340.913,360.801,372.329,390.899,376.56800000000004,281.171,986.008,976.8689999999999,981.683,971.671,988.7189999999999,963.32,950.303,975.334,988.113,1022.0319999999999,1035.19,2672.722,2587.868,2573.606,2698.6240000000003,2720.55,2849.87,2687.006,2518.695,2422.0570000000002,2606.484,3052.829,89.63199999999983,none
karuk-2012-10-20-vs-4_D_23.mat,uxu,27,UH0,V1,kuxuriha,iimkun ta kuxuriha,K,HH,102.93200000000002,1567.22,1670.152,183.62599999999998,209.278,202.541,189.497,185.037,181.49,180.94099999999997,179.15900000000002,176.37599999999998,172.352,167.847,390.705,266.732,361.76800000000003,397.661,406.38699999999994,442.219,455.69800000000004,467.223,448.17,386.07800000000003,291.519,996.444,1083.198,1021.933,1003.7769999999999,981.977,982.294,980.834,980.507,996.495,975.1,949.052,2678.288,2769.408,2530.837,2575.843,2617.315,2730.171,2716.119,2678.88,2621.194,2875.66,2663.527,102.93200000000002,none
karuk-2012-10-20-vs-4_D_23.mat,uxu,27,HH,C,kuxuriha,iimkun ta kuxuriha,UH0,UH0,203.15199999999982,1670.152,1873.3039999999999,169.142,159.303,152.296,152.296,152.296,152.296,152.296,152.296,152.296,152.296,187.592,783.49,617.89,696.133,715.203,829.177,862.5260000000001,862.058,915.198,802.307,919.985,645.664,1047.381,1168.0919999999999,946.5980000000001,1074.964,995.382,967.587,1124.878,1081.5339999999999,1062.303,1027.422,1021.018,2755.075,2867.025,3094.974,2946.151,3038.93,2929.801,2840.031,2560.778,2547.545,2394.455,2348.592,203.15199999999982,none
karuk-2012-10-20-vs-4_D_23.mat,uxu,27,UH0,V2,kuxuriha,iimkun ta kuxuriha,HH,R,145.62700000000018,1873.3039999999999,2018.931,186.803,210.567,201.85299999999998,194.26,186.178,182.005,183.062,182.403,180.553,176.399,170.28400000000002,404.522,378.251,403.66900000000004,400.642,406.032,404.4,408.968,423.173,429.13,411.85,383.955,1138.6860000000001,928.4689999999999,978.543,1004.172,1075.0,1095.913,1123.857,1221.317,1314.138,1360.43,1296.378,2698.055,2792.095,2838.165,2816.47,3255.015,2755.3109999999997,2592.595,2559.374,2501.969,2435.3289999999997,2412.0789999999997,145.62700000000018,none
karuk-2012-10-20-vs-4_D_24.mat,uxu,28,UH0,V1,kuxuriha,ta kuxuriha hum,K,HH,86.45700000000011,516.6569999999999,603.114,177.58900000000003,207.78599999999997,196.91299999999998,178.597,171.07299999999998,169.452,169.767,170.854,171.532,170.90099999999998,169.125,424.463,354.87,407.712,439.60400000000004,461.287,457.723,457.86400000000003,448.849,435.01099999999997,408.671,378.32,983.1410000000001,957.118,958.8610000000001,969.666,997.888,979.694,993.424,1006.709,997.4019999999999,980.6239999999999,992.183,2917.792,2939.827,2889.847,2880.2459999999996,2910.942,3000.2259999999997,2976.833,2942.764,2978.72,3021.3579999999997,2682.804,86.45700000000011,none
