Filename	Label	seg_Start	seg_End	pF0_mean	pF0_means001	pF0_means002	pF0_means003	pF0_means004	pF0_means005	pF0_means006	pF0_means007	pF0_means008	pF0_means009	pF0_means010	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF1_means004	pF1_means005	pF1_means006	pF1_means007	pF1_means008	pF1_means009	pF1_means010	pF2_mean	pF2_means001	pF2_means002	pF2_means003	pF2_means004	pF2_means005	pF2_means006	pF2_means007	pF2_means008	pF2_means009	pF2_means010	pF3_mean	pF3_means001	pF3_means002	pF3_means003	pF3_means004	pF3_means005	pF3_means006	pF3_means007	pF3_means008	pF3_means009	pF3_means010	
karuk-2010-09-13-ag-vs-2_08.mat	"IY1"	3356.044	3559.240	173.245	182.206	182.183	183.646	184.198	183.812	181.185	176.130	168.495	154.170	136.470	426.015	494.231	498.794	465.396	437.542	429.955	429.985	451.797	410.835	357.425	281.241	2330.110	2167.768	2219.507	2264.709	2327.664	2362.364	2368.771	2370.780	2391.178	2443.999	2388.718	3256.845	3242.754	3081.401	3095.188	3107.888	3114.749	3227.450	3263.456	3469.414	3478.550	3478.230	
karuk-2010-09-13-ag-vs-2_08.mat	"K"	3559.240	3717.445	143.928	131.030	147.878	148.176	148.176	148.176	148.176	148.176	148.176	148.176	187.933	594.081	264.629	341.774	334.602	379.900	717.240	991.792	889.205	763.003	689.921	588.802	1831.216	2234.678	1991.034	1525.981	1566.354	1897.978	1815.730	1555.483	1521.316	2311.432	1848.378	2791.142	3068.757	2686.988	2594.309	2438.506	2769.360	2795.629	2758.057	2841.830	2867.725	3058.240	
karuk-2010-09-13-ag-vs-2_08.mat	"IH0"	3717.445	3753.890	187.112	195.147	205.519	200.719	194.764	187.297	183.770	181.155	178.543	175.280	170.605	290.786	243.812	254.227	275.760	255.327	333.903	366.476	375.710	328.206	272.031	238.657	2029.233	1750.255	1631.477	2418.271	1544.453	2253.759	2125.023	2107.221	2151.304	2230.245	2463.453	3561.106	2570.383	3098.639	4001.528	3352.701	3952.578	3880.066	3848.540	3854.576	3836.408	3774.140	
karuk-2010-10-25-sd-vs-1_18.mat	"upu"	1233.170	1519.912	188.437	182.766	185.010	183.724	185.752	185.752	185.752	185.752	185.752	185.752	205.647	600.283	323.488	522.795	634.000	511.368	631.299	693.511	855.701	761.873	721.925	362.762	1609.035	1451.771	1685.780	1773.167	1708.642	1613.791	1539.881	1836.558	1569.296	1622.994	1251.865	2637.121	2493.783	2775.162	2686.611	2780.998	2593.550	2575.666	2707.554	2571.737	2798.492	2344.885	
karuk-2010-10-25-sd-vs-1_18.mat	"UH0"	1233.170	1302.389	183.637	179.651	181.700	183.993	185.266	186.821	186.261	185.333	183.046	181.425	183.000	514.585	349.696	333.048	318.622	301.324	242.299	227.929	495.982	894.488	1104.385	947.313	1668.471	1420.740	1480.713	1490.647	1436.922	1378.993	1354.606	1707.728	2243.727	2044.109	2175.083	2683.375	2531.351	2572.175	2509.902	2368.287	2487.508	2462.832	2606.967	3263.481	2949.331	3118.841	
karuk-2010-10-25-sd-vs-1_18.mat	"P"	1302.389	1486.762	185.247	184.656	185.177	188.211	188.211	188.211	188.211	188.211	188.211	188.211	188.211	673.007	384.139	480.512	613.606	619.931	617.660	888.339	850.532	713.254	841.898	731.045	1642.703	1511.714	1626.714	1870.939	1485.891	1518.462	1855.609	1739.646	1580.219	1443.821	1748.057	2666.890	2544.078	2687.903	2999.210	2393.478	2549.605	2675.635	2744.201	2509.541	2620.087	2910.146	
karuk-2010-10-25-sd-vs-1_18.mat	"UH0"	1486.762	1519.912	205.647	205.647	205.647	213.730	212.313	213.017	207.321	202.558	201.032	199.386	198.015	360.829	346.330	361.771	375.825	382.721	379.412	358.343	337.645	338.184	351.015	375.274	1288.565	1563.822	1451.203	1284.780	1117.268	1090.715	1229.382	1359.562	1319.891	1244.878	1221.243	2373.590	2588.875	2541.916	2426.553	2309.400	2264.918	2260.950	2288.635	2324.422	2361.914	2358.957	
karuk-2011-01-29-vs-1_22.mat	"uupu"	2641.012	3041.667	149.707	209.015	170.543	157.706	142.997	138.364	138.364	138.364	138.364	153.150	73.958	436.533	349.370	359.833	338.056	339.605	432.176	533.978	453.391	648.892	418.601	482.010	1282.365	926.565	979.855	915.852	807.641	1395.439	2070.129	1786.648	1842.019	962.020	1130.129	2604.812	2520.448	2278.555	2352.920	2394.309	2986.403	3254.740	2938.240	3101.789	2296.319	1921.067	
karuk-2011-01-29-vs-1_22.mat	"UW1"	2641.012	2819.537	166.889	224.277	200.103	176.591	169.146	164.881	158.916	150.901	143.985	140.351	139.112	343.155	318.786	374.946	369.613	358.309	346.552	338.534	334.663	340.082	339.964	313.685	889.501	970.411	878.178	970.576	984.427	964.345	920.613	875.154	826.260	769.116	740.896	2407.639	2794.839	2284.840	2267.887	2279.125	2316.902	2368.591	2347.557	2392.668	2406.351	2572.561	
karuk-2011-01-29-vs-1_22.mat	"P"	2819.537	2968.064	145.739	137.055	140.954	140.954	140.954	140.954	140.954	140.954	140.954	140.954	213.258	534.295	445.939	734.675	487.671	465.334	446.974	384.015	510.700	383.793	797.171	638.079	1869.854	1795.973	2362.278	1636.334	2383.915	2001.736	1568.595	1753.199	1306.200	2071.670	1760.548	3123.664	3219.352	3642.833	3178.100	3189.646	3091.809	2702.389	2995.095	2737.220	3325.276	3119.335	
karuk-2011-01-29-vs-1_22.mat	"UH0"	2968.064	3041.667	110.104	209.358	186.733	167.304	95.156	74.532	74.155	73.661	73.584	73.943	74.204	462.634	363.432	444.975	465.341	467.690	485.424	490.433	489.609	490.443	488.246	452.443	1045.740	888.785	930.055	948.357	972.036	1052.858	1121.387	1106.451	1139.979	1187.264	1129.204	2051.604	2441.534	2096.434	2173.183	2206.673	1984.940	1890.033	1794.297	1762.786	1796.215	2275.154	
karuk-2011-01-30-vs-1_28.mat	"ikii"	779.184	1144.033	165.012	130.419	147.956	160.760	160.760	160.760	160.760	195.141	180.559	161.638	152.008	340.119	311.616	314.735	303.821	338.236	336.145	599.307	326.645	312.355	281.987	284.473	2052.523	1937.096	2116.439	2189.363	2072.256	1961.828	2015.771	2053.000	2073.765	2059.862	2059.441	2885.865	2859.232	2999.902	3175.310	2887.875	2721.508	2821.776	2907.355	2879.868	2761.946	2838.044	
karuk-2011-01-30-vs-1_28.mat	"IH0"	779.184	885.152	147.834	147.834	147.834	147.834	132.325	140.357	153.890	159.707	160.760	160.760	160.760	309.382	296.023	302.082	327.439	350.643	335.615	299.372	274.376	293.289	319.359	294.044	2075.197	1959.200	1993.322	1870.306	1983.491	2126.311	2128.544	2147.649	2173.400	2198.220	2181.304	3006.385	3164.726	3141.784	2499.171	2456.781	3170.887	3279.659	2863.790	3196.911	3377.870	2910.877	
karuk-2011-01-30-vs-1_28.mat	"K"	885.152	1012.744	202.514	202.514	202.514	202.514	202.514	202.514	202.514	202.514	202.514	202.514	202.514	423.171	318.005	343.229	356.134	297.040	339.948	367.127	287.493	689.805	817.272	407.639	2031.304	2141.274	2124.325	2037.473	1893.722	1893.226	2072.487	2070.952	2014.204	2004.718	2068.413	2833.915	3108.118	2938.254	2761.782	2745.117	2739.409	2671.395	2826.551	2786.926	2865.810	2881.718	
karuk-2011-01-30-vs-1_28.mat	"IY1"	1012.744	1144.033	169.803	197.366	189.731	183.798	178.729	171.108	164.677	156.121	152.534	152.721	151.041	283.057	232.407	257.377	323.983	305.516	318.116	275.156	266.007	290.693	292.955	270.923	2056.175	1998.128	2055.135	2091.376	2061.329	2080.507	2072.546	2022.157	2094.790	2087.464	2006.226	2841.712	2920.983	2923.284	2954.821	2830.705	2750.594	2714.424	2811.733	2872.601	2808.734	2828.913	
karuk-2011-12-21-vs-3_07.mat	"iki"	1416.276	1731.097	113.783	162.341	172.125	171.091	82.919	48.024	48.024	48.024	50.343	51.920	57.405	664.499	336.844	331.295	290.970	359.965	802.819	1156.886	1223.130	1086.928	766.825	292.700	2213.653	2024.208	2106.875	2184.156	2002.914	2216.170	2432.973	2325.161	2496.767	2174.379	2195.359	3099.487	2695.087	2601.667	2682.707	2918.672	3380.981	3399.657	3333.551	3147.392	3479.310	3415.956	
karuk-2011-12-21-vs-3_07.mat	"IH0"	1416.276	1499.078	168.582	157.695	161.641	164.294	167.130	169.855	172.441	173.638	174.283	174.217	171.734	319.410	337.782	336.875	336.214	336.369	334.631	337.808	330.359	310.311	271.424	261.704	2097.733	1987.698	2018.397	2052.593	2047.311	2067.916	2112.273	2139.603	2135.843	2181.035	2243.438	2655.219	2635.278	2644.009	2767.283	2743.462	2658.768	2538.391	2550.695	2659.545	2766.079	2607.916	
karuk-2011-12-21-vs-3_07.mat	"K"	1499.078	1693.503	79.755	167.887	49.008	48.335	48.335	48.335	48.335	48.335	50.319	50.376	51.078	881.715	337.125	367.392	554.486	1006.792	1116.565	1261.021	1228.388	981.549	1233.846	728.475	2277.416	2177.747	1899.205	2122.236	2286.157	2446.853	2402.994	2295.586	2366.666	2652.781	2050.137	3232.936	2886.410	2654.267	3488.561	3313.593	3255.736	3594.483	3248.230	2951.693	3573.950	3359.586	
karuk-2011-12-21-vs-3_07.mat	"IH0"	1693.503	1731.097	57.455	57.455	59.129	59.528	58.454	58.143	57.533	57.052	56.564	55.612	55.662	285.185	240.144	258.970	285.211	294.605	287.994	292.429	303.672	307.928	302.173	280.593	2128.471	1704.054	1970.593	2171.301	2173.365	2187.440	2190.205	2198.239	2199.029	2202.359	2243.202	3373.578	3065.600	3369.245	3514.850	3422.872	3435.840	3491.442	3423.872	3337.213	3326.094	3310.985	
karuk-2011-12-21-vs-3_08.mat	"iki"	1642.991	1931.252	203.752	176.347	193.432	196.891	194.831	194.831	194.831	194.831	432.041	144.978	141.417	557.727	286.307	251.865	237.889	598.207	897.870	1040.320	703.634	950.025	279.640	304.733	2324.336	2176.783	2196.977	2395.245	2591.435	2247.455	2503.646	2051.622	2682.248	2204.136	2195.122	3196.328	3536.360	2954.261	2595.786	3425.115	3455.144	3878.004	3196.576	3561.558	2795.829	2520.088	
karuk-2011-12-21-vs-3_08.mat	"IH0"	1642.991	1726.435	188.446	169.694	174.322	180.362	187.067	192.429	194.815	195.944	196.696	197.311	196.757	259.930	299.166	291.051	274.704	272.986	265.026	242.271	235.653	237.319	237.324	240.687	2243.914	2152.230	2165.250	2191.875	2222.475	2214.390	2179.732	2179.111	2244.112	2399.662	2497.080	3038.340	3393.927	3402.931	3655.861	3630.663	2951.775	2855.131	2809.924	2624.445	2491.212	2581.384	
karuk-2011-12-21-vs-3_08.mat	"K"	1726.435	1872.352	299.102	195.455	194.369	194.369	194.369	194.369	194.369	194.369	194.369	431.663	432.106	832.583	313.252	776.523	869.833	894.451	1021.314	1036.878	804.607	744.751	1565.803	416.434	2421.804	2659.408	2568.850	2277.056	2197.825	2333.123	2608.282	2100.622	2162.500	2759.212	2568.519	3497.569	3174.482	3546.174	3520.167	3330.256	3688.906	4104.348	3237.885	3269.512	4033.899	3110.323	
karuk-2011-12-21-vs-3_08.mat	"IH0"	1872.352	1931.252	142.558	142.558	142.558	148.452	146.940	142.383	142.775	141.474	140.172	141.247	141.172	290.568	241.023	260.570	295.401	298.337	291.405	298.427	301.096	300.517	307.436	315.327	2205.093	2272.268	2165.390	2200.080	2209.815	2215.756	2226.367	2191.923	2204.371	2209.448	2147.681	2669.057	3037.958	2899.760	2779.686	2694.605	2639.998	2604.187	2597.550	2541.134	2361.623	2485.641	
karuk-2011-12-21-vs-3_09.mat	"iki"	733.025	1052.970	132.406	152.683	169.783	176.242	177.240	177.240	47.642	48.871	77.539	79.298	136.827	553.036	261.572	237.240	224.521	702.708	1131.834	1000.330	790.248	549.430	307.044	318.425	2197.698	1847.855	2081.908	2191.332	1933.765	2537.330	2327.735	2262.168	2226.523	2346.636	2235.742	2989.406	3235.619	2634.763	2711.956	3119.878	3723.802	3200.615	2678.571	2874.285	2944.752	2806.802	
karuk-2011-12-21-vs-3_09.mat	"IH0"	733.025	824.475	165.812	147.656	150.797	155.727	160.373	166.397	171.332	176.165	177.621	176.869	175.933	244.001	271.957	273.977	249.412	235.721	230.814	232.243	252.881	256.934	233.642	204.640	2056.153	1258.117	2151.393	2084.033	2051.661	1812.783	2231.760	2228.022	2312.777	2330.091	2211.720	2887.363	2923.904	3598.803	3432.750	2737.075	2412.027	2723.566	2797.807	3174.863	2744.978	2412.395	
karuk-2011-12-21-vs-3_09.mat	"K"	824.475	978.171	99.965	176.161	178.272	178.272	178.272	178.272	46.966	48.409	48.850	48.850	48.850	854.871	422.497	742.992	1108.960	1077.223	992.857	1104.264	943.050	863.925	562.970	802.010	2253.046	1796.557	1866.640	2553.124	2422.436	2378.429	2410.108	2216.548	2277.771	2265.149	2347.977	3118.640	2698.101	3203.176	3620.476	3660.330	3433.508	3393.235	2863.830	2568.018	2700.344	3042.213	
karuk-2011-12-21-vs-3_09.mat	"IH0"	978.171	1052.970	108.493	108.493	77.852	77.807	77.413	76.895	107.195	137.937	137.493	136.427	135.186	302.165	234.364	278.903	295.693	317.631	308.269	327.786	320.263	316.363	314.740	318.483	2254.502	2059.938	2250.168	2432.123	2346.517	2249.118	2267.859	2280.755	2204.159	2235.552	2203.921	2835.609	2605.558	2873.190	3044.458	2920.480	2860.289	2840.555	2817.541	2777.700	2808.595	2811.412	
karuk-2011-12-21-vs-7_10.mat	"uxu"	19.859	258.436	284.277	284.277	284.277	284.277	284.277	485.285	461.831	205.366	204.224	209.548	217.905	665.967	882.521	755.525	1008.126	810.079	623.016	624.154	996.839	337.159	352.615	350.946	1525.318	1999.168	1852.217	1817.424	1248.249	977.108	1060.676	2171.469	1392.920	1398.958	1515.960	3039.165	3061.679	2781.200	2994.251	3023.558	2955.214	2913.054	3548.849	3399.282	2801.233	2969.600	
karuk-2011-12-21-vs-7_10.mat	"UH0"	19.859	55.966	0	0	0	0	0	0	0	0	0	0	0	838.847	838.847	866.027	863.984	832.019	830.530	921.106	1018.939	923.150	718.298	626.110	1966.649	1966.649	2050.631	2072.551	2078.613	2050.419	1937.483	1719.923	1694.399	2122.104	2036.056	3022.226	3022.226	3127.028	3072.914	3006.239	3009.513	3065.278	3125.309	3122.329	3149.365	2718.031	
karuk-2011-12-21-vs-7_10.mat	"HH"	55.966	188.813	448.009	448.009	448.009	448.009	448.009	448.009	488.467	466.276	453.798	453.798	205.365	791.612	747.867	1122.065	793.346	806.983	756.718	576.205	578.912	649.164	924.405	937.264	1477.546	1847.818	1971.882	1328.551	1199.801	1172.579	958.123	1011.726	1063.620	1690.202	2498.780	3035.320	2636.628	3192.229	2615.279	3146.418	2906.585	2952.373	2954.434	2876.033	3386.671	3647.542	
karuk-2011-12-21-vs-7_10.mat	"UH0"	188.813	258.436	210.640	205.745	204.075	203.166	200.997	206.524	215.116	218.625	218.868	218.244	216.362	340.063	302.616	334.755	315.962	292.932	358.721	377.488	391.015	386.075	351.587	299.869	1416.073	1319.288	1336.624	1329.838	1354.142	1384.805	1423.109	1444.348	1501.111	1504.046	1567.706	3048.893	3488.651	3505.878	3215.282	3264.589	2763.103	2554.665	2604.265	2933.797	3045.240	3088.602	
karuk-2012-10-20-vs-4_B_14.mat	"ikii"	394.190	903.594	180.065	192.948	174.555	174.555	174.555	174.555	174.555	193.551	180.041	172.726	150.470	452.519	374.797	341.205	403.368	440.823	714.779	858.728	331.455	364.543	351.229	344.849	2246.930	2212.272	2443.531	2182.624	1934.807	2073.644	2304.034	2322.691	2353.716	2387.613	2254.997	2926.818	2847.473	3024.383	2806.129	2829.767	3079.503	3145.979	3088.351	2956.563	2828.831	2653.376	
karuk-2012-10-20-vs-4_B_14.mat	"IH0"	394.190	467.481	193.051	180.854	182.847	186.525	190.718	194.052	201.538	205.770	198.794	193.274	188.509	359.239	362.460	368.471	386.041	411.298	399.379	346.243	348.001	366.267	313.828	285.743	2289.519	2175.214	2181.265	2155.675	2137.182	2204.200	2282.887	2357.538	2418.348	2486.038	2509.746	2860.893	2782.702	2809.286	2787.231	2724.242	2809.418	2992.392	3046.549	2973.237	2871.441	2837.537	
karuk-2012-10-20-vs-4_B_14.mat	"K"	467.481	703.065	162.346	159.525	146.555	146.555	146.555	146.555	146.555	146.555	146.555	146.555	212.597	567.952	337.909	414.895	398.757	401.035	392.421	544.300	577.698	999.989	897.201	711.239	2164.618	2435.958	2279.563	2152.652	2018.467	1900.799	1942.717	2066.595	2209.109	2276.113	2348.512	2989.720	3201.075	2893.718	2744.851	2773.420	2928.904	2901.430	3011.449	3143.404	3099.210	3218.937	
karuk-2012-10-20-vs-4_B_14.mat	"IY1"	703.065	903.594	177.945	199.364	189.093	181.970	177.052	184.704	193.487	160.286	156.001	148.031	148.031	349.471	306.463	363.515	349.916	359.787	378.166	373.913	338.580	325.541	350.100	350.685	2329.551	2337.539	2316.688	2313.228	2341.310	2390.043	2400.082	2365.259	2377.704	2289.558	2171.125	2877.969	3144.938	3053.171	2980.689	2978.655	2933.314	2852.806	2815.553	2763.135	2672.872	2602.308	
karuk-2012-10-20-vs-4_B_20.mat	"ikii"	234.510	693.174	156.151	161.732	161.994	164.271	164.271	164.271	164.271	165.043	153.718	145.519	146.703	418.220	372.280	343.398	307.200	386.601	402.062	890.713	494.381	323.923	337.977	323.970	2116.791	2050.622	2129.460	2256.957	2043.353	2080.456	2012.504	2093.749	2205.919	2221.448	2080.417	2873.957	3002.921	2850.975	2848.803	2690.278	2945.589	2997.413	3023.575	2864.728	2803.577	2701.049	
karuk-2012-10-20-vs-4_B_20.mat	"IH0"	234.510	344.290	166.464	271.459	261.001	87.148	69.785	69.127	162.026	171.352	184.126	187.485	180.583	343.887	362.343	398.721	378.621	352.217	355.069	339.515	343.832	344.378	306.174	263.959	2117.137	2047.796	2038.034	2108.212	2015.693	2038.669	2083.774	2114.672	2218.683	2232.543	2261.551	2909.813	3179.959	3048.797	3028.514	2818.880	2837.723	2895.991	2878.081	2803.654	2797.195	2832.289	
karuk-2012-10-20-vs-4_B_20.mat	"K"	344.290	535.450	150.809	156.050	133.874	133.874	133.874	133.874	133.874	133.874	133.874	133.874	133.874	535.442	307.676	361.919	401.779	387.055	393.805	412.062	586.146	1083.649	876.907	609.761	2072.087	2274.232	2209.881	2097.552	1930.229	2191.294	2002.186	2081.926	2054.329	1975.263	1951.115	2900.370	2978.311	2611.043	2769.505	2651.922	2989.598	2973.288	3043.039	3040.703	2981.125	3024.681	
karuk-2012-10-20-vs-4_B_20.mat	"IY1"	535.450	693.174	150.286	167.244	158.301	154.268	151.332	147.819	145.238	144.118	145.214	147.324	147.521	326.126	307.301	321.136	324.878	325.110	327.449	342.729	341.240	335.950	326.287	311.011	2170.870	2182.219	2204.737	2203.162	2209.682	2208.703	2227.732	2226.822	2199.129	2126.366	1932.684	2819.130	3031.692	2913.383	2867.070	2841.416	2811.099	2821.899	2785.821	2732.837	2666.545	2695.925	
karuk-2012-10-20-vs-4_C_03.mat	"ikii"	386.327	673.774	212.242	218.875	216.918	200.474	200.474	200.474	200.474	245.633	220.939	201.214	189.141	484.626	392.109	269.786	361.386	454.647	978.899	907.120	352.225	385.757	389.292	350.435	2136.522	2235.953	2167.684	1874.312	2295.443	2314.228	2160.754	2050.099	2165.286	2105.575	1984.814	2772.336	2731.519	2550.088	2445.788	2875.743	2883.916	2870.142	2946.439	2888.017	2787.273	2737.181	
karuk-2012-10-20-vs-4_C_03.mat	"IH0"	386.327	444.522	217.399	217.399	216.432	216.969	220.370	221.847	222.244	222.544	220.393	212.565	205.084	328.751	379.275	402.870	406.836	397.190	375.604	328.689	275.827	256.120	246.556	231.407	2193.712	2225.052	2219.147	2219.583	2244.224	2275.838	2269.723	2271.177	2308.370	2248.452	1706.311	2634.924	2773.725	2757.860	2698.605	2705.470	2718.906	2706.589	2654.006	2534.164	2434.664	2390.931	
karuk-2012-10-20-vs-4_C_03.mat	"K"	444.522	565.865	200.333	200.528	199.900	199.900	199.900	199.900	199.900	199.900	199.900	199.900	199.900	668.354	283.990	423.285	446.582	455.453	480.810	949.795	1175.772	947.429	879.556	647.021	2145.623	1783.834	1897.959	2223.124	2352.320	2218.720	2321.938	2368.164	2303.246	2133.930	1881.515	2779.661	2534.599	2337.722	2566.740	2970.112	2875.822	3141.348	2759.918	2758.418	2967.450	2896.678	
karuk-2012-10-20-vs-4_C_03.mat	"IY1"	565.865	673.774	211.597	256.819	236.825	227.275	220.072	211.754	203.106	198.272	194.710	190.736	184.497	360.682	286.524	324.614	366.951	393.735	398.291	392.759	386.724	372.726	353.384	335.528	2089.866	2078.846	2150.532	2181.738	2163.863	2138.547	2119.608	2099.199	2034.841	1974.253	1969.942	2837.820	2988.742	2953.201	2927.876	2881.422	2836.002	2801.514	2773.712	2727.019	2690.739	2791.701	
karuk-2012-10-20-vs-4_C_12.mat	"iki"	660.188	991.149	74.459	76.908	73.357	73.047	73.047	73.047	73.047	73.047	73.047	73.047	73.047	502.563	376.373	361.122	391.761	557.455	580.106	542.497	841.297	624.355	357.218	397.731	1838.078	1554.513	1810.174	1889.876	1828.366	1648.890	1752.679	1934.009	1945.389	2018.104	2012.948	2692.252	2363.622	2198.640	2562.659	2982.543	2884.175	3055.554	2943.293	2660.912	2706.083	2568.355	
karuk-2012-10-20-vs-4_C_12.mat	"IH0"	660.188	743.404	74.459	74.459	78.134	77.177	75.711	74.252	73.270	72.854	72.883	73.064	73.064	363.611	351.865	382.714	388.045	388.801	380.233	361.919	353.175	348.610	358.007	328.149	1697.363	1509.962	1499.741	1566.942	1642.539	1731.201	1777.362	1838.411	1909.726	1932.223	1588.223	2269.439	2699.722	2236.838	2198.676	2240.051	2245.500	2226.202	2166.265	2151.033	2167.994	2270.280	
karuk-2012-10-20-vs-4_C_12.mat	"K"	743.404	929.698	0	0	0	0	0	0	0	0	0	0	0	602.444	457.032	607.954	487.096	561.401	669.204	491.030	623.104	970.022	777.165	391.032	1841.863	2034.623	1879.034	1694.249	1447.531	2005.566	1629.148	1758.729	2040.717	1995.297	1899.339	2904.455	2958.889	3034.022	2891.082	2728.139	3138.150	3020.348	3096.744	2785.269	2592.615	2783.049	
karuk-2012-10-20-vs-4_C_12.mat	"IH0"	929.698	991.149	0	0	0	0	0	0	0	0	0	0	0	382.646	341.835	355.292	368.574	383.485	376.312	368.582	395.122	416.212	407.075	414.814	2026.100	2057.562	2054.782	2036.519	2029.481	2025.094	2066.703	2033.320	2094.545	2064.471	1836.233	2623.538	2894.698	2549.802	2651.616	2665.304	2588.096	2354.264	2259.937	2641.745	3057.400	2549.638	
karuk-2012-10-20-vs-4_C_13.mat	"iki"	233.401	471.076	181.150	186.285	179.437	180.612	175.029	179.625	179.625	179.625	215.590	190.044	170.539	525.922	463.922	470.654	411.869	457.075	498.120	728.805	841.572	479.063	481.806	428.641	1776.444	1370.817	1507.227	1744.049	1744.222	1723.582	1828.940	2130.204	2015.657	1942.381	1775.131	2482.768	2458.605	2270.715	2121.380	2308.020	2693.077	2585.785	2550.011	2626.518	2613.376	2591.005	
karuk-2012-10-20-vs-4_C_13.mat	"IH0"	233.401	306.246	182.136	191.567	185.434	182.367	180.120	179.133	179.174	179.871	180.507	180.946	180.580	447.164	462.107	462.646	466.213	468.338	472.018	472.101	467.431	446.729	394.755	359.424	1545.409	1349.489	1357.167	1395.279	1419.196	1472.560	1557.661	1617.559	1668.229	1745.280	1889.159	2283.510	2669.652	2427.718	2300.536	2262.068	2290.593	2268.445	2247.700	2182.949	2039.216	2080.756	
karuk-2012-10-20-vs-4_C_13.mat	"K"	306.246	418.463	175.510	176.709	173.212	179.656	179.656	179.656	179.656	179.656	179.656	179.656	179.656	614.527	436.496	485.865	497.696	502.010	525.644	840.847	995.173	755.110	676.252	441.995	1890.014	1763.334	1707.205	1672.872	1798.528	1725.153	1885.464	2096.420	2112.283	2247.992	1926.908	2559.633	2257.035	2373.996	2547.383	2873.367	2713.351	2477.675	2569.766	2505.963	2642.848	2664.050	
karuk-2012-10-20-vs-4_C_13.mat	"IH0"	418.463	471.076	182.655	215.590	205.826	191.321	185.126	181.489	178.756	175.586	171.603	167.555	162.834	441.588	350.173	425.803	482.175	506.834	507.571	492.830	474.341	444.069	399.246	359.068	1855.283	1863.896	1963.396	1955.869	1954.348	1917.398	1873.802	1836.462	1798.452	1741.053	1669.956	2591.368	2514.077	2588.248	2617.972	2625.057	2625.687	2605.932	2603.715	2590.670	2588.439	2576.155	
karuk-2012-10-20-vs-4_C_42.mat	"upu"	825.586	1083.322	114.905	145.666	140.536	135.288	133.167	133.167	133.167	48.097	47.874	47.874	47.874	364.697	404.975	354.958	297.100	306.536	396.686	387.181	377.113	419.863	360.168	345.744	1096.304	1125.029	953.028	914.439	1235.768	1283.325	1323.013	1168.349	982.281	963.511	1017.480	2707.826	2547.025	2598.562	2632.467	2890.003	2864.924	2718.041	2772.003	2684.120	2659.675	2711.115	
karuk-2012-10-20-vs-4_C_42.mat	"UH0"	825.586	892.552	141.416	146.953	146.371	145.275	143.558	141.948	140.597	139.760	138.610	136.765	135.222	365.361	374.962	403.635	426.966	413.606	385.510	349.847	335.036	329.223	320.870	321.079	1009.981	1197.911	1136.471	1106.204	1041.612	997.271	969.847	936.432	872.494	898.238	952.175	2579.319	2381.766	2488.670	2644.111	2688.234	2656.638	2584.369	2562.671	2556.515	2587.089	2635.982	
karuk-2012-10-20-vs-4_C_42.mat	"P"	892.552	993.690	133.754	133.807	133.167	133.167	133.167	133.167	133.167	133.167	133.167	133.167	133.167	354.329	260.808	222.025	318.535	415.981	390.145	399.263	417.452	364.356	388.234	368.926	1248.835	914.901	992.370	1003.568	1818.649	1262.002	1302.038	1246.273	1367.387	1400.711	1294.747	2823.234	2677.150	2779.454	2886.071	3063.136	2886.639	2856.429	2819.778	2629.956	2794.978	2938.348	
karuk-2012-10-20-vs-4_C_42.mat	"UH0"	993.690	1083.322	47.932	48.069	48.121	48.066	47.388	47.388	47.388	47.388	47.388	47.388	47.388	374.922	357.807	412.793	427.990	433.321	340.913	360.801	372.329	390.899	376.568	281.171	986.008	976.869	981.683	971.671	988.719	963.320	950.303	975.334	988.113	1022.032	1035.190	2672.722	2587.868	2573.606	2698.624	2720.550	2849.870	2687.006	2518.695	2422.057	2606.484	3052.829	
karuk-2012-10-20-vs-4_D_23.mat	"uxu"	1567.220	2018.931	183.482	194.249	178.018	162.130	162.130	162.130	162.130	198.567	196.606	182.566	175.832	572.660	361.967	443.878	558.001	753.951	860.216	859.168	678.230	403.538	411.580	408.425	1065.884	1020.906	983.901	1045.219	1022.098	1037.872	1060.471	1008.898	1009.365	1140.588	1319.998	2720.405	2640.978	2708.143	2946.329	2953.178	2896.980	2536.151	2454.419	2962.234	2676.659	2452.844	
karuk-2012-10-20-vs-4_D_23.mat	"UH0"	1567.220	1670.152	183.626	209.278	202.541	189.497	185.037	181.490	180.941	179.159	176.376	172.352	167.847	390.705	266.732	361.768	397.661	406.387	442.219	455.698	467.223	448.170	386.078	291.519	996.444	1083.198	1021.933	1003.777	981.977	982.294	980.834	980.507	996.495	975.100	949.052	2678.288	2769.408	2530.837	2575.843	2617.315	2730.171	2716.119	2678.880	2621.194	2875.660	2663.527	
karuk-2012-10-20-vs-4_D_23.mat	"HH"	1670.152	1873.304	169.142	159.303	152.296	152.296	152.296	152.296	152.296	152.296	152.296	152.296	187.592	783.490	617.890	696.133	715.203	829.177	862.526	862.058	915.198	802.307	919.985	645.664	1047.381	1168.092	946.598	1074.964	995.382	967.587	1124.878	1081.534	1062.303	1027.422	1021.018	2755.075	2867.025	3094.974	2946.151	3038.930	2929.801	2840.031	2560.778	2547.545	2394.455	2348.592	
