Filename	Label	seg_Start	seg_End	pF0_mean	pF0_means001	pF0_means002	pF0_means003	pF0_means004	pF0_means005	pF0_means006	pF0_means007	pF0_means008	pF0_means009	pF0_means010	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF1_means004	pF1_means005	pF1_means006	pF1_means007	pF1_means008	pF1_means009	pF1_means010	pF2_mean	pF2_means001	pF2_means002	pF2_means003	pF2_means004	pF2_means005	pF2_means006	pF2_means007	pF2_means008	pF2_means009	pF2_means010	pF3_mean	pF3_means001	pF3_means002	pF3_means003	pF3_means004	pF3_means005	pF3_means006	pF3_means007	pF3_means008	pF3_means009	pF3_means010	
karuk-2012-10-20-vs-4_D_23.mat	"UH0"	1873.304	2018.931	186.803	210.567	201.853	194.260	186.178	182.005	183.062	182.403	180.553	176.399	170.284	404.522	378.251	403.669	400.642	406.032	404.400	408.968	423.173	429.130	411.850	383.955	1138.686	928.469	978.543	1004.172	1075.000	1095.913	1123.857	1221.317	1314.138	1360.430	1296.378	2698.055	2792.095	2838.165	2816.470	3255.015	2755.311	2592.595	2559.374	2501.969	2435.329	2412.079	
karuk-2012-10-20-vs-4_D_24.mat	"uxu"	516.657	854.835	223.409	189.068	170.326	167.825	447.802	473.405	473.405	473.405	218.627	201.635	191.350	567.606	414.439	451.345	501.225	781.839	756.108	808.049	695.425	385.362	433.851	453.696	1041.991	969.780	994.115	1016.450	1013.258	942.095	1145.359	982.246	985.931	1097.749	1268.906	2937.232	2903.028	2972.040	2711.896	2962.262	3333.931	3236.838	2906.216	2881.066	2834.063	2646.745	
karuk-2012-10-20-vs-4_D_24.mat	"UH0"	516.657	603.114	177.589	207.786	196.913	178.597	171.073	169.452	169.767	170.854	171.532	170.901	169.125	424.463	354.870	407.712	439.604	461.287	457.723	457.864	448.849	435.011	408.671	378.320	983.141	957.118	958.861	969.666	997.888	979.694	993.424	1006.709	997.402	980.624	992.183	2917.792	2939.827	2889.847	2880.246	2910.942	3000.226	2976.833	2942.764	2978.720	3021.358	2682.804	
karuk-2012-10-20-vs-4_D_24.mat	"HH"	603.114	760.828	357.380	164.773	443.033	446.431	471.195	471.195	471.195	471.195	471.195	471.195	471.195	725.237	641.312	836.871	719.616	781.716	754.760	719.275	857.620	803.140	667.521	493.024	1024.157	1057.048	1049.689	966.046	940.680	938.689	1050.796	1210.461	1040.236	969.870	1020.358	3029.827	2540.753	3156.437	2707.155	3284.838	3384.501	3144.874	3244.710	3472.143	2677.643	2697.968	
karuk-2012-10-20-vs-4_D_24.mat	"UH0"	760.828	854.835	202.518	224.883	219.518	210.349	206.363	202.626	197.615	193.306	191.804	191.398	190.137	430.944	366.864	413.684	419.004	425.390	433.531	439.064	452.691	470.334	462.375	431.409	1124.484	915.164	985.057	1021.822	1030.489	1092.826	1154.034	1182.411	1259.766	1311.765	1289.835	2793.292	2945.406	2933.580	2910.842	2860.334	2853.403	2828.226	2693.222	2659.116	2649.874	2612.637	
karuk-2012-10-20-vs-4_D_41.mat	"upuu"	469.275	925.367	151.705	195.923	192.171	192.171	192.171	192.171	178.424	148.906	135.097	127.284	109.144	464.278	337.710	497.963	467.332	596.538	835.576	443.153	363.183	349.591	361.901	410.837	1322.026	1122.990	1782.369	1815.668	1935.651	2071.652	1162.352	825.683	802.402	799.671	921.351	2701.287	2449.788	2648.657	2791.220	3046.941	3229.216	2683.181	2615.091	2544.938	2525.716	2493.899	
karuk-2012-10-20-vs-4_D_41.mat	"UH0"	469.275	515.743	195.800	195.664	197.903	197.867	198.104	198.022	197.320	195.441	194.741	193.280	191.062	336.572	347.624	393.915	404.793	389.182	362.559	344.810	324.881	284.027	257.673	267.813	1126.134	1405.939	1310.554	1227.201	1123.741	1060.635	1042.161	997.563	887.990	930.063	1186.922	2453.940	2142.405	2181.002	2336.785	2484.309	2495.795	2504.553	2487.835	2633.484	2656.789	2645.115	
karuk-2012-10-20-vs-4_D_41.mat	"P"	515.743	712.156	193.122	191.803	194.059	194.059	194.059	194.059	194.059	194.059	194.059	194.059	214.172	592.446	471.757	546.072	457.195	447.588	497.170	520.093	780.314	1111.530	521.647	599.420	1892.335	2008.829	1646.660	1964.828	1706.843	1665.621	1864.678	2168.072	2333.093	1841.256	1760.087	2925.651	2882.422	2466.634	2777.633	2710.436	2737.619	3108.286	3238.270	3323.221	3172.235	2853.308	
karuk-2012-10-20-vs-4_D_41.mat	"UW1"	712.156	925.367	137.380	186.369	159.152	148.218	141.052	135.710	131.560	128.625	124.518	121.713	94.446	373.855	393.689	367.019	360.163	366.047	348.105	348.693	356.491	372.356	397.363	429.213	843.471	911.111	812.734	830.848	822.379	804.840	788.037	773.252	837.500	887.475	964.062	2550.705	2561.788	2630.068	2606.269	2594.583	2548.267	2532.735	2523.996	2526.975	2533.925	2453.293	
karuk-2012-10-20-vs-4_D_42.mat	"upuu"	488.677	1044.384	157.251	179.011	183.849	183.849	183.849	183.849	179.768	154.166	142.472	138.836	132.526	429.981	409.735	351.097	517.680	526.280	629.934	452.810	363.353	334.340	337.982	375.442	1295.108	1333.062	1165.119	1855.038	1906.393	2144.362	1100.814	896.194	836.937	822.446	882.775	2819.594	2617.936	2690.727	2939.843	2989.202	3129.931	2817.381	2754.787	2896.895	2638.834	2708.817	
karuk-2012-10-20-vs-4_D_42.mat	"UH0"	488.677	555.956	180.213	170.993	173.057	175.488	177.593	180.157	183.005	184.744	185.420	185.830	185.749	381.475	398.153	421.486	441.156	449.343	434.857	424.774	407.023	331.918	256.974	248.616	1275.503	1629.056	1607.059	1565.280	1455.296	1302.921	1202.611	1079.069	931.558	896.740	1061.461	2615.520	2576.133	2562.606	2530.242	2673.034	2426.765	2603.761	2845.013	2699.024	2456.906	2683.866	
karuk-2012-10-20-vs-4_D_42.mat	"P"	555.956	784.354	184.576	182.650	183.955	183.955	183.955	183.955	183.955	183.955	183.955	183.955	210.046	525.550	301.736	481.812	516.586	516.095	526.320	615.676	426.067	512.834	829.794	583.222	1803.241	1213.066	1295.805	1716.756	1977.697	1858.086	1983.751	2003.759	2230.560	2159.463	1661.787	2959.215	2822.237	2651.686	2692.116	3150.605	3083.305	3065.568	2893.072	3078.851	3330.929	2869.945	
karuk-2012-10-20-vs-4_D_42.mat	"UW1"	784.354	1044.384	147.495	185.593	161.749	154.027	148.316	142.645	140.172	140.000	136.958	133.407	131.306	359.550	399.748	389.306	361.507	349.995	334.671	324.798	328.340	354.267	378.107	373.920	858.059	845.341	877.582	905.398	872.361	835.081	826.572	825.863	816.578	848.793	924.873	2752.005	2756.834	2732.838	2774.661	2770.984	3018.449	2755.284	2670.331	2646.714	2827.748	2582.090	
karuk-2015-04-18-vs-4_21.mat	"iiki"	2260.881	2636.661	133.868	137.103	131.636	133.792	133.232	133.555	132.631	132.631	132.631	132.631	132.631	508.172	329.343	329.536	315.286	297.455	269.233	467.172	522.237	773.371	859.061	928.397	2099.479	2114.896	2210.584	2265.421	2252.248	2224.145	1923.094	2052.916	1956.278	2071.793	1929.985	2943.461	2737.238	2885.217	2963.862	3104.220	3101.567	2939.483	3127.190	2832.407	2907.648	2845.499	
karuk-2015-04-18-vs-4_21.mat	"IY1"	2260.881	2433.148	133.973	141.011	134.230	130.996	131.794	133.581	133.929	133.442	133.091	133.487	134.188	313.218	326.592	329.531	345.134	320.610	317.268	316.790	307.577	299.528	287.701	280.375	2217.542	2074.587	2142.824	2195.755	2220.422	2239.787	2270.162	2269.872	2251.095	2247.198	2267.974	2974.076	2667.168	2788.747	2855.428	2891.384	2928.811	2967.047	2996.520	3004.281	3343.105	3308.661	
karuk-2015-04-18-vs-4_21.mat	"K"	2433.148	2558.540	132.804	132.888	132.120	132.120	132.120	132.120	132.120	132.120	132.120	132.120	132.120	537.735	249.121	275.059	283.822	608.141	727.232	269.612	573.371	1185.108	629.465	638.748	2003.210	2183.109	2061.595	1774.613	1882.446	2320.072	1809.026	2093.364	2049.705	1849.681	2004.194	2947.364	2836.654	2769.735	2795.993	3033.183	3529.770	2774.829	3182.476	2891.634	2780.500	2865.919	
karuk-2015-04-18-vs-4_21.mat	"IH0"	2558.540	2636.661	0	0	0	0	0	0	0	0	0	0	0	886.363	643.708	677.257	1149.180	1000.919	737.200	762.271	862.114	1286.255	782.289	873.194	1996.130	1925.487	2004.992	2255.914	2116.430	1997.396	1940.538	1908.793	1961.911	1888.075	1938.935	2873.446	2788.859	2934.737	3055.497	2895.382	2829.074	2755.803	2780.880	3032.056	2767.109	2846.195	
karuk-2015-04-18-vs-4_41.mat	"ufu"	908.461	1223.654	168.587	68.789	158.754	169.094	164.052	164.052	164.052	250.586	215.224	187.458	185.137	718.043	342.881	373.957	314.977	1316.545	1323.584	1313.610	1021.268	391.047	395.429	404.959	1601.964	1547.423	1572.736	1615.567	2081.712	1982.885	1903.991	1879.177	1018.844	1134.546	1284.095	2545.882	2320.140	2294.591	2282.503	3084.192	2970.517	2570.578	2806.660	2354.297	2397.314	2373.963	
karuk-2015-04-18-vs-4_41.mat	"UH0"	908.461	993.154	130.444	68.602	68.762	68.911	68.883	95.225	201.247	200.863	186.560	170.767	164.006	355.496	328.103	342.925	353.030	348.530	344.540	365.808	402.036	424.332	359.363	290.521	1567.084	1548.142	1516.906	1560.781	1562.426	1587.970	1614.865	1548.032	1500.338	1581.768	1644.017	2293.654	2295.349	2328.869	2340.176	2323.038	2319.812	2295.514	2264.184	2309.119	2301.929	2156.158	
karuk-2015-04-18-vs-4_41.mat	"F"	993.154	1123.027	171.484	163.495	162.859	169.621	169.621	169.621	169.621	169.621	169.621	169.621	247.572	1202.115	323.668	1640.285	1314.420	1208.904	1128.861	1603.107	1238.622	1272.433	1425.172	960.630	1969.023	1731.378	2366.410	1992.642	1967.259	1750.547	2197.153	1785.791	1864.755	2109.053	1919.742	2850.416	2467.929	4011.349	2436.281	2709.926	2787.659	3139.597	2488.106	2537.256	3090.621	2844.880	
karuk-2015-04-18-vs-4_41.mat	"UH0"	1123.027	1223.654	199.381	250.028	225.275	205.176	195.785	190.279	186.382	184.168	184.679	185.733	185.243	394.042	357.231	384.198	400.162	397.369	391.127	394.245	401.753	406.636	406.552	401.890	1159.347	1230.290	1011.011	987.561	1050.567	1091.840	1120.871	1210.730	1284.992	1297.025	1275.326	2360.707	2165.134	2308.023	2412.948	2424.977	2428.815	2396.176	2359.186	2389.354	2379.432	2354.502	
karuk-2015-04-18-vs-4_44.mat	"ikii"	776.640	1081.961	172.383	210.839	183.914	169.028	161.859	161.859	161.859	161.859	167.800	155.962	151.138	534.157	293.055	257.535	342.924	878.936	649.387	1025.979	879.498	312.436	336.228	348.205	2019.654	2094.606	2176.026	2065.218	2283.305	2002.033	2125.368	1904.642	1998.185	1558.280	1985.775	3001.990	3116.763	3100.400	2978.761	3205.263	3058.762	3258.483	3004.088	2768.727	2164.244	3315.018	
karuk-2015-04-18-vs-4_44.mat	"IH0"	776.640	854.351	190.380	212.623	214.456	210.867	205.151	190.844	185.580	180.131	176.656	172.329	169.237	262.716	280.189	297.811	312.839	278.563	256.984	286.381	261.065	223.114	216.708	211.033	2121.925	2069.357	2079.259	2111.991	2118.535	2128.878	2109.765	2202.125	2273.976	2245.531	1883.660	3097.888	3160.228	3151.045	3190.433	2952.036	2910.067	2909.197	3234.679	3394.527	3566.429	2515.004	
karuk-2015-04-18-vs-4_44.mat	"K"	854.351	998.313	166.007	166.331	160.831	160.831	160.831	160.831	160.831	160.831	160.831	160.831	160.831	792.809	500.743	1163.205	731.261	271.380	919.988	1006.331	1044.051	994.841	951.091	415.368	2071.104	2033.995	2395.078	2281.569	1768.076	2144.581	2161.426	2136.440	2027.821	1841.168	1932.934	3093.982	2845.082	3606.644	2911.583	2695.541	3374.482	3114.311	3348.944	3326.267	2871.334	2860.055	
karuk-2015-04-18-vs-4_44.mat	"IY1"	998.313	1081.961	155.581	155.581	172.819	163.670	157.543	155.479	154.090	154.031	153.044	151.676	146.703	335.074	292.930	335.078	330.457	331.913	336.358	338.088	368.967	360.048	339.905	326.651	1834.530	2026.800	2088.430	1822.095	1706.116	1427.432	1376.159	1968.269	1990.556	1931.595	2004.337	2746.930	3204.721	2689.502	2131.751	2127.345	2141.501	2118.056	2925.060	3045.738	3551.971	3452.740	
karuk-2015-04-18-vs-4_45.mat	"ikii"	0.000	400.135	184.809	192.910	169.990	164.283	164.283	164.283	164.283	164.283	164.283	221.306	184.487	652.678	361.417	341.446	317.587	445.156	716.242	1104.415	1292.374	1007.625	462.267	360.886	1951.958	1589.619	1587.489	1569.246	1720.397	2175.770	2356.634	2280.921	2104.320	1946.195	2011.488	2973.138	3163.519	2988.084	2950.417	2984.961	2978.073	3402.483	3355.031	3104.812	2563.027	2422.577	
karuk-2015-04-18-vs-4_45.mat	"IH0"	0.000	25.019	197.082	197.082	197.082	197.082	197.082	197.082	197.082	197.082	197.082	197.082	197.082	345.064	345.064	345.064	345.064	345.064	345.064	345.064	345.064	345.064	345.064	345.064	1572.590	1572.590	1572.590	1572.590	1572.590	1572.590	1572.590	1572.590	1572.590	1572.590	1572.590	3122.269	3122.269	3122.269	3122.269	3122.269	3122.269	3122.269	3122.269	3122.269	3122.269	3122.269	
karuk-2015-04-18-vs-4_45.mat	"K"	25.019	347.268	177.074	183.330	166.182	166.182	166.182	166.182	166.182	166.182	166.182	166.182	223.294	701.298	357.207	336.235	311.853	238.932	889.454	840.538	1137.069	1376.912	970.471	555.104	1941.231	1570.254	1607.883	1562.227	1566.549	2261.797	2230.775	2304.422	2370.907	2055.964	1896.466	3058.910	3002.856	3059.784	2942.733	2843.056	3137.013	3191.388	3293.508	3451.839	3097.249	2561.196	
karuk-2015-04-18-vs-4_45.mat	"IY1"	347.268	400.135	193.688	228.654	221.688	203.042	197.839	191.239	185.296	181.463	177.563	174.447	172.998	354.944	309.733	362.476	375.814	377.939	372.863	368.683	371.397	370.332	355.629	302.379	2017.314	2033.520	2035.114	2049.489	2041.492	2063.110	2032.819	1995.021	1964.931	1985.483	1978.510	2455.518	2647.434	2475.504	2405.657	2408.623	2387.144	2103.418	2430.849	2535.111	2525.765	2542.097	
karuk-2015-04-21-vs-5_06.mat	"uxu"	530.000	666.657	224.622	224.622	224.622	224.622	224.622	224.622	240.581	240.406	223.769	214.564	209.941	764.728	1326.471	791.797	1063.177	1145.112	1187.944	791.336	315.960	371.879	352.522	310.558	1741.644	1999.294	1732.723	1829.670	1940.782	1929.375	1698.655	1356.820	1563.272	1669.933	1694.248	2571.133	3148.472	2729.043	2284.540	2967.098	2847.874	2536.140	2238.319	2286.987	2303.094	2370.484	
karuk-2015-04-21-vs-5_06.mat	"UH0"	530.000	562.048	0	0	0	0	0	0	0	0	0	0	0	1064.446	1610.695	1386.511	1229.855	1168.478	1044.431	707.675	617.828	782.046	1002.698	1050.899	1844.773	1822.959	1924.366	2120.202	2091.412	1973.128	1748.255	1630.512	1694.067	1633.290	1753.128	2819.788	3018.903	3047.268	3168.010	3296.217	3282.440	3014.244	2765.799	2370.609	2165.099	2187.188	
karuk-2015-04-21-vs-5_06.mat	"HH"	562.048	605.145	233.578	233.578	233.578	233.578	233.578	233.578	233.578	233.578	233.578	233.578	233.578	1159.029	1057.506	1090.710	1134.561	1125.235	1152.512	1227.186	1199.156	1149.596	1199.063	1271.069	1930.343	1875.870	1928.365	1956.730	1943.264	1928.483	1917.885	1875.269	1949.162	2036.477	1912.536	2762.775	2204.340	2431.453	2895.082	3058.160	2984.167	2942.715	2861.189	2784.267	2739.477	2797.344	
karuk-2015-04-21-vs-5_06.mat	"UH0"	605.145	666.657	224.344	241.635	244.863	238.862	230.555	222.614	217.820	214.685	212.837	211.521	207.851	347.218	433.213	300.267	317.569	357.578	376.625	371.190	357.554	335.078	310.786	307.400	1566.664	1534.402	1360.083	1339.811	1457.395	1579.513	1651.428	1676.734	1665.517	1659.476	1737.968	2320.844	2486.490	2220.674	2244.930	2273.377	2293.182	2281.829	2281.757	2338.851	2295.251	2459.452	
karuk-2015-04-21-vs-5_12.mat	"uxu"	273.061	499.297	268.869	194.930	183.771	352.836	454.032	453.381	453.381	243.125	247.841	241.699	241.775	688.187	481.810	921.744	865.059	887.474	859.625	898.345	765.539	375.454	441.566	412.249	1296.095	1667.803	2043.303	1043.037	1106.168	1360.392	1273.158	1068.828	1033.435	1190.950	1193.369	2496.428	3019.776	3196.841	2268.135	2294.279	2325.853	2469.682	2163.082	2354.823	2440.532	2425.590	
karuk-2015-04-21-vs-5_12.mat	"UH0"	273.061	302.349	192.330	192.330	192.330	205.932	204.510	198.189	191.163	189.509	187.376	186.128	185.630	566.547	913.350	541.242	211.226	226.463	235.751	225.734	561.322	932.824	910.967	903.322	1821.831	2527.995	1881.255	1350.633	1298.468	1165.229	1050.598	1683.378	2361.837	2384.059	2466.848	3143.013	3742.895	3125.153	2565.868	2651.296	2703.412	2618.284	3079.037	3655.150	3631.958	3639.608	
karuk-2015-04-21-vs-5_12.mat	"HH"	302.349	432.549	314.248	182.874	183.597	454.465	453.782	454.302	454.302	454.302	454.302	242.605	243.599	855.551	926.890	839.312	903.805	900.740	871.667	857.722	867.435	905.155	943.094	561.873	1263.719	2070.788	1002.882	1105.468	1091.393	1139.451	1435.789	1243.624	1327.174	1073.114	1086.253	2395.779	3205.211	2275.241	2269.058	2254.057	2370.039	2262.279	2432.374	2498.627	2223.426	2117.233	
karuk-2015-04-21-vs-5_12.mat	"UH0"	432.549	499.297	243.840	248.878	251.980	245.280	242.199	241.700	241.411	241.743	242.066	241.858	241.316	411.097	356.574	371.181	399.188	427.675	440.966	447.537	449.217	443.651	412.701	364.633	1139.183	1032.417	1006.388	1033.655	1135.032	1189.580	1209.759	1230.450	1253.095	1193.454	1110.561	2416.383	2276.465	2433.125	2426.550	2448.617	2444.821	2437.110	2427.660	2421.065	2416.361	2438.656	
karuk-2015-04-21-vs-5_13.mat	"uxu"	3235.053	3462.921	208.016	188.464	188.464	188.464	188.464	188.464	188.464	188.464	255.066	229.587	195.368	610.316	487.141	607.043	574.430	625.942	776.420	829.196	780.527	779.152	378.860	283.639	1435.980	1058.627	1049.539	1001.052	1467.269	2395.794	2008.469	1865.838	1527.998	972.562	1002.009	2947.299	2532.282	2574.397	2571.670	3218.106	3745.290	3250.526	3570.277	2902.620	2445.173	2615.034	
karuk-2015-04-21-vs-5_13.mat	"ikii"	4236.353	4567.125	204.568	291.887	236.563	199.543	178.111	178.111	178.111	227.132	195.627	159.425	150.770	390.411	329.087	279.372	281.018	249.214	295.728	728.276	775.171	336.297	327.087	328.336	1998.617	1913.634	1828.593	1843.105	2113.050	2017.043	2151.476	2114.689	1967.083	2027.463	2009.183	2526.138	2232.723	2163.090	2296.335	2588.396	2884.392	3202.851	3043.598	2158.281	2233.259	2481.669	
karuk-2015-04-21-vs-5_13.mat	"UH0"	3235.053	3247.124	189.266	192.546	192.026	191.477	190.834	189.846	189.110	188.062	187.228	186.088	185.019	412.081	332.512	335.917	343.831	354.683	366.209	385.177	430.471	487.454	530.390	563.667	1034.720	1035.555	1040.573	1046.576	1048.668	1046.113	1040.018	1027.722	1017.853	1017.171	1024.713	2521.061	2459.480	2463.871	2478.810	2497.257	2511.090	2526.936	2549.812	2569.710	2580.218	2585.472	
karuk-2015-04-21-vs-5_13.mat	"HH"	3247.124	3413.954	201.482	187.191	187.191	187.191	187.191	187.191	187.191	187.191	187.191	187.191	253.884	707.452	593.554	600.462	588.566	541.609	702.789	779.764	829.226	866.525	733.865	842.839	1595.086	1059.947	1055.886	1015.277	799.308	2202.837	2409.630	1801.635	2447.318	1435.155	1680.095	3100.703	2544.986	2594.125	2540.494	2607.737	3761.869	3752.401	3404.987	3643.857	3104.500	3028.922	
karuk-2015-04-21-vs-5_13.mat	"UH0"	3413.954	3462.921	215.179	256.766	248.850	234.542	218.999	210.153	206.393	202.692	196.873	189.937	185.835	328.708	316.723	352.848	387.617	399.474	399.100	388.401	332.313	250.120	236.068	247.994	989.775	982.149	960.994	992.305	992.161	967.870	932.862	919.668	1008.950	1050.059	1073.755	2526.080	2416.764	2442.814	2454.551	2452.629	2453.518	2449.687	2447.162	2505.139	2670.227	2924.814	
karuk-2015-04-21-vs-5_13.mat	"IH0"	4236.353	4333.549	242.905	333.957	288.326	269.523	255.659	240.658	231.819	223.584	212.436	198.288	189.076	297.601	366.117	318.856	307.183	306.055	282.187	261.217	278.071	285.121	301.024	267.977	1865.860	1890.287	2147.055	1914.042	1334.961	2029.041	1998.488	1712.921	1452.329	1997.155	2087.748	2221.223	2232.453	2315.097	2198.842	2122.715	2192.584	2134.044	2178.052	2182.949	2263.113	2360.990	
karuk-2015-04-21-vs-5_13.mat	"K"	4333.549	4458.913	181.736	179.187	174.989	174.989	174.989	174.989	174.989	174.989	174.989	174.989	221.630	516.554	234.919	253.860	263.320	296.832	279.215	317.563	436.863	1120.258	1166.007	815.686	2096.069	2159.361	2105.349	2074.861	2059.961	1961.417	2007.612	2053.893	2257.324	2183.612	2075.722	2931.981	2517.590	2678.485	2571.454	2634.987	3010.330	3233.956	3096.406	3281.770	3121.505	3094.369	
karuk-2015-04-21-vs-5_13.mat	"IY1"	4458.913	4567.125	173.559	225.718	206.557	194.623	178.090	165.265	157.781	153.293	151.514	151.125	149.661	326.400	285.342	331.736	349.411	336.022	329.395	326.872	324.543	325.482	330.176	329.870	2008.680	2077.295	1928.700	2013.719	1938.597	2004.208	2051.547	2043.716	2025.706	2023.354	1980.270	2340.392	2813.741	2173.703	2103.891	2083.257	2156.009	2317.947	2259.378	2461.717	2439.469	2553.372	
