Filename	Label	seg_Start	seg_End	pF0_mean	pF0_means001	pF0_means002	pF0_means003	pF0_means004	pF0_means005	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF1_means004	pF1_means005	pF2_mean	pF2_means001	pF2_means002	pF2_means003	pF2_means004	pF2_means005	pF3_mean	pF3_means001	pF3_means002	pF3_means003	pF3_means004	pF3_means005	
karuk-2012-10-20-vs-4_B_20.mat	"IY1"	535.450	693.174	150.286	161.780	152.792	146.495	144.677	147.407	326.126	313.934	324.956	335.423	338.447	318.184	2170.870	2192.893	2206.658	2218.687	2213.010	2025.483	2819.130	2973.152	2854.476	2816.912	2760.058	2686.219	
karuk-2012-10-20-vs-4_C_03.mat	"ikii"	386.327	673.774	212.242	217.690	200.474	200.474	231.336	195.181	484.626	330.479	406.421	942.906	369.006	369.776	2136.522	2200.501	2077.598	2238.992	2105.500	2045.197	2772.336	2639.459	2652.648	2879.320	2917.320	2762.742	
karuk-2012-10-20-vs-4_C_03.mat	"IH0"	386.327	444.522	217.399	216.432	218.621	222.082	221.411	208.854	328.751	391.000	401.895	349.656	266.460	238.975	2193.712	2221.887	2232.272	2271.958	2289.917	1981.523	2634.924	2763.799	2702.584	2711.619	2592.861	2412.892	
karuk-2012-10-20-vs-4_C_03.mat	"K"	444.522	565.865	200.333	200.333	200.333	200.333	200.333	200.333	668.354	352.935	451.537	715.335	1060.956	755.799	2145.623	1841.447	2283.073	2267.230	2341.303	2008.480	2779.661	2441.352	2782.383	3004.730	2759.707	2928.873	
karuk-2012-10-20-vs-4_C_03.mat	"IY1"	565.865	673.774	211.597	246.412	223.683	207.474	196.408	187.599	360.682	304.963	380.153	395.477	379.338	344.301	2089.866	2112.392	2172.543	2129.262	2065.169	1973.123	2837.820	2972.498	2904.493	2818.833	2748.581	2743.871	
karuk-2012-10-20-vs-4_C_12.mat	"iki"	660.188	991.149	74.459	74.785	73.047	73.047	73.047	73.047	502.563	368.592	474.976	557.705	727.823	377.530	1838.078	1682.499	1856.261	1693.040	1937.608	2015.401	2692.252	2281.585	2770.143	2962.263	2805.816	2638.393	
karuk-2012-10-20-vs-4_C_12.mat	"IH0"	660.188	743.404	74.459	78.134	76.445	73.801	72.874	73.056	363.611	365.633	388.155	371.247	351.492	343.983	1697.363	1505.850	1604.002	1752.535	1878.356	1755.945	2269.439	2491.655	2219.676	2235.921	2158.022	2221.568	
karuk-2012-10-20-vs-4_C_12.mat	"K"	743.404	929.698	0	0	0	0	0	0	602.444	531.324	524.732	583.864	792.960	585.403	1841.863	1954.935	1564.144	1829.345	1898.135	1946.053	2904.455	2993.263	2799.483	3087.392	2942.001	2686.422	
karuk-2012-10-20-vs-4_C_12.mat	"IH0"	929.698	991.149	0	0	0	0	0	0	382.646	348.462	375.869	372.943	405.602	412.809	2026.100	2055.576	2033.010	2048.498	2057.621	1940.624	2623.538	2733.137	2660.358	2461.986	2468.455	2806.460	
karuk-2012-10-20-vs-4_C_13.mat	"iki"	233.401	471.076	181.150	182.910	177.822	179.625	215.590	180.103	525.922	467.290	435.601	615.491	658.884	453.850	1776.444	1439.554	1741.723	1778.310	2069.697	1856.604	2482.768	2367.064	2213.341	2638.603	2587.413	2601.902	
karuk-2012-10-20-vs-4_C_13.mat	"IH0"	233.401	306.246	182.136	188.797	181.181	179.165	180.204	180.746	447.164	462.464	467.374	472.014	456.084	377.691	1545.409	1353.931	1407.902	1514.876	1644.383	1815.403	2283.510	2557.738	2281.934	2279.393	2212.249	2065.271	
karuk-2012-10-20-vs-4_C_13.mat	"K"	306.246	418.463	175.510	174.971	179.656	179.656	179.656	179.656	614.527	461.283	498.935	695.428	873.593	558.736	1890.014	1734.261	1729.470	1809.004	2101.429	2080.871	2559.633	2320.225	2702.956	2594.456	2536.158	2651.024	
karuk-2012-10-20-vs-4_C_13.mat	"IH0"	418.463	471.076	182.655	208.810	188.046	180.129	173.442	165.066	441.588	384.648	495.145	500.093	457.576	379.417	1855.283	1904.055	1954.356	1895.365	1815.396	1705.295	2591.368	2547.672	2621.653	2615.677	2596.212	2581.673	
karuk-2012-10-20-vs-4_C_42.mat	"upu"	825.586	1083.322	114.905	143.052	135.212	135.212	47.932	47.932	364.697	378.988	303.134	391.458	398.050	352.641	1096.304	1037.769	1076.272	1303.411	1077.130	990.201	2707.826	2571.087	2761.347	2788.709	2730.699	2689.759	
karuk-2012-10-20-vs-4_C_42.mat	"UH0"	825.586	892.552	141.416	146.638	144.477	141.282	139.116	135.988	365.361	390.422	420.411	367.711	331.740	320.917	1009.981	1166.274	1076.003	983.655	901.787	924.103	2579.319	2443.173	2663.337	2620.757	2559.472	2609.652	
karuk-2012-10-20-vs-4_C_42.mat	"P"	892.552	993.690	133.754	133.754	133.754	133.754	133.754	133.754	354.329	241.863	364.640	394.853	390.186	377.185	1248.835	950.800	1348.799	1285.754	1305.568	1343.173	2823.234	2727.017	2931.064	2872.117	2722.413	2855.367	
karuk-2012-10-20-vs-4_C_42.mat	"UH0"	993.690	1083.322	47.932	48.099	47.785	47.785	47.785	47.785	374.922	384.488	429.204	350.194	381.740	328.711	986.008	979.854	980.323	958.744	981.764	1028.671	2672.722	2581.111	2705.272	2772.051	2471.414	2819.630	
karuk-2012-10-20-vs-4_D_23.mat	"uxu"	1567.220	2018.931	183.482	185.735	162.130	162.130	196.953	179.177	572.660	402.939	655.103	858.865	540.883	409.802	1065.884	1002.379	1035.589	1049.890	1009.884	1230.044	2720.405	2674.173	2951.999	2714.928	2709.153	2564.997	
karuk-2012-10-20-vs-4_D_23.mat	"UH0"	1567.220	1670.152	183.626	205.164	187.359	181.238	177.682	170.065	390.705	311.777	401.878	448.536	456.819	338.371	996.444	1053.844	992.275	981.612	988.446	961.726	2678.288	2665.094	2596.959	2723.113	2647.706	2747.984	
karuk-2012-10-20-vs-4_D_23.mat	"HH"	1670.152	1873.304	169.142	158.714	158.714	158.714	158.714	187.592	783.490	652.356	771.817	861.333	856.425	778.957	1047.381	1057.780	1034.418	1041.960	1074.871	1022.729	2755.075	2974.438	2993.395	2884.377	2554.521	2374.980	
karuk-2012-10-20-vs-4_D_23.mat	"UH0"	1873.304	2018.931	186.803	206.296	190.210	182.547	181.454	173.241	404.522	390.013	403.432	406.835	426.195	397.214	1138.686	951.891	1039.049	1110.482	1269.547	1326.338	2698.055	2812.095	3038.883	2673.658	2529.375	2424.708	
karuk-2012-10-20-vs-4_D_24.mat	"uxu"	516.657	854.835	223.409	179.698	268.194	473.405	218.627	196.538	567.606	432.713	638.262	784.056	538.957	443.662	1041.991	981.952	1013.909	1044.284	983.285	1183.449	2937.232	2938.042	2837.948	3286.002	2896.702	2741.144	
karuk-2012-10-20-vs-4_D_24.mat	"UH0"	516.657	603.114	177.589	201.844	175.149	169.629	171.198	169.946	424.463	382.373	449.733	457.753	441.525	393.027	983.141	957.087	982.251	987.110	1001.598	987.302	2917.792	2912.380	2895.123	2988.114	2962.944	2834.937	
karuk-2012-10-20-vs-4_D_24.mat	"HH"	603.114	760.828	357.380	197.509	457.503	457.503	457.503	457.503	725.237	735.217	753.238	739.309	831.367	578.484	1024.157	1051.082	951.180	995.322	1126.128	995.844	3029.827	2847.382	3001.975	3260.439	3360.891	2689.138	
karuk-2012-10-20-vs-4_D_24.mat	"UH0"	760.828	854.835	202.518	221.680	208.366	200.237	192.619	190.730	430.944	390.907	422.192	436.103	461.046	445.876	1124.484	952.281	1026.056	1120.971	1219.586	1299.463	2793.292	2936.288	2885.294	2841.086	2677.306	2630.575	
karuk-2012-10-20-vs-4_D_41.mat	"upuu"	469.275	925.367	151.705	194.680	194.680	178.424	142.092	118.355	464.278	418.525	532.516	636.656	356.419	386.197	1322.026	1451.415	1877.859	1611.666	814.073	859.900	2701.287	2547.053	2921.464	2956.125	2580.444	2509.910	
karuk-2012-10-20-vs-4_D_41.mat	"UH0"	469.275	515.743	195.800	196.656	197.985	197.726	195.133	192.161	336.572	370.243	395.736	354.786	306.169	263.098	1126.134	1359.241	1169.873	1052.541	947.817	1056.385	2453.940	2163.413	2415.363	2498.809	2557.745	2651.989	
karuk-2012-10-20-vs-4_D_41.mat	"P"	515.743	712.156	193.122	192.245	192.245	192.245	192.245	214.172	592.446	506.015	452.573	509.947	934.833	552.813	1892.335	1812.526	1837.222	1764.875	2237.478	1804.013	2925.651	2663.407	2757.371	2930.124	3256.777	3024.501	
karuk-2012-10-20-vs-4_D_41.mat	"UW1"	712.156	925.367	137.380	172.669	144.664	133.690	126.537	108.121	373.855	379.855	362.838	348.515	364.498	413.035	843.471	861.833	826.867	796.464	806.184	925.787	2550.705	2596.249	2600.158	2540.066	2525.028	2492.221	
karuk-2012-10-20-vs-4_D_42.mat	"upuu"	488.677	1044.384	157.251	181.228	181.228	179.768	148.376	135.711	429.981	381.096	521.822	541.317	349.014	356.479	1295.108	1251.439	1881.585	1625.849	866.823	852.694	2819.594	2656.632	2964.611	2977.555	2825.457	2672.856	
karuk-2012-10-20-vs-4_D_42.mat	"UH0"	488.677	555.956	180.213	172.104	176.519	181.651	185.068	185.772	381.475	410.484	444.816	429.526	368.682	254.001	1275.503	1617.162	1509.038	1249.674	1006.520	991.970	2615.520	2566.894	2597.391	2532.481	2770.403	2583.470	
karuk-2012-10-20-vs-4_D_42.mat	"P"	555.956	784.354	184.576	183.199	183.199	183.199	183.199	210.046	525.550	394.211	516.188	572.904	468.633	710.268	1803.241	1260.100	1844.149	1922.446	2111.168	1919.517	2959.215	2742.894	2914.092	3072.999	2982.490	3115.471	
karuk-2012-10-20-vs-4_D_42.mat	"UW1"	784.354	1044.384	147.495	173.817	151.166	141.422	138.474	132.363	359.550	394.446	355.860	329.817	341.382	376.065	858.059	862.028	888.877	830.913	821.250	886.725	2752.005	2743.981	2773.154	2878.511	2658.312	2705.171	
karuk-2015-04-18-vs-4_21.mat	"iiki"	2260.881	2636.661	133.868	134.374	133.516	133.555	133.555	133.555	508.172	329.229	306.494	368.152	638.631	895.765	2099.479	2162.992	2258.729	2074.738	2004.038	2000.152	2943.461	2811.606	3033.423	3026.716	2980.505	2877.493	
karuk-2015-04-18-vs-4_21.mat	"IY1"	2260.881	2433.148	133.973	137.591	131.387	133.741	133.259	133.835	313.218	328.192	333.272	316.873	303.336	283.997	2217.542	2108.472	2207.260	2254.691	2260.308	2257.504	2974.076	2727.847	2872.597	2948.407	3001.219	3322.798	
karuk-2015-04-18-vs-4_21.mat	"K"	2433.148	2558.540	132.804	132.804	132.804	132.804	132.804	132.804	537.735	261.706	445.321	516.151	862.677	640.241	2003.210	2122.418	1832.820	2076.570	2074.758	1925.985	2947.364	2804.998	2915.442	3180.607	3046.221	2821.903	
karuk-2015-04-18-vs-4_21.mat	"IH0"	2558.540	2636.661	0	0	0	0	0	0	886.363	663.137	1067.613	747.358	1076.043	828.478	1996.130	1967.311	2178.096	1968.774	1937.022	1912.070	2873.446	2868.161	2975.412	2794.856	2911.351	2805.561	
karuk-2015-04-18-vs-4_41.mat	"ufu"	908.461	1223.654	168.587	115.980	167.251	167.251	221.982	186.317	718.043	358.431	825.511	1313.376	706.427	400.209	1601.964	1559.818	1850.976	1937.705	1447.051	1209.865	2545.882	2307.323	2688.085	2760.720	2583.390	2385.779	
karuk-2015-04-18-vs-4_41.mat	"UH0"	908.461	993.154	130.444	68.705	68.906	142.407	194.085	167.636	355.496	334.560	350.464	354.303	412.260	329.037	1567.084	1535.703	1561.581	1599.574	1525.920	1609.241	2293.654	2311.178	2332.441	2309.287	2286.644	2236.747	
karuk-2015-04-18-vs-4_41.mat	"F"	993.154	1123.027	171.484	163.172	169.621	169.621	169.621	247.572	1202.115	958.295	1271.023	1358.204	1258.626	1184.672	1969.023	2035.959	1995.383	1967.363	1821.716	2008.564	2850.416	3208.079	2583.723	2944.377	2513.013	2961.562	
karuk-2015-04-18-vs-4_41.mat	"UH0"	1123.027	1223.654	199.381	237.728	200.531	188.347	184.458	185.478	394.042	370.760	398.660	392.832	404.290	404.184	1159.347	1125.895	1019.501	1106.800	1249.137	1286.041	2360.707	2238.007	2419.085	2412.674	2374.958	2366.748	
karuk-2015-04-18-vs-4_44.mat	"ikii"	776.640	1081.961	172.383	195.865	168.531	168.531	167.800	153.502	534.157	275.295	612.945	839.245	594.616	342.043	2019.654	2136.211	2177.841	2060.413	1951.749	1770.609	3001.990	3111.693	3092.940	3163.193	2886.733	2746.854	
karuk-2015-04-18-vs-4_44.mat	"IH0"	776.640	854.351	190.380	213.959	207.800	187.784	178.376	170.843	262.716	289.558	294.804	272.628	242.236	213.973	2121.925	2074.732	2115.271	2118.189	2236.740	2066.570	3097.888	3162.134	3073.905	2910.623	3314.808	3044.394	
karuk-2015-04-18-vs-4_44.mat	"K"	854.351	998.313	166.007	166.007	166.007	166.007	166.007	166.007	792.809	821.530	514.750	965.115	1016.914	683.439	2071.104	2213.457	2035.751	2151.625	2080.556	1891.675	3093.982	3214.697	2817.691	3240.320	3336.429	2867.778	
karuk-2015-04-18-vs-4_44.mat	"IY1"	998.313	1081.961	155.581	172.819	160.490	154.752	153.522	149.282	335.074	312.260	331.371	337.272	363.574	333.677	1834.530	2053.151	1762.770	1402.159	1978.224	1966.609	2746.930	2917.590	2129.475	2128.707	2971.939	3501.153	
karuk-2015-04-18-vs-4_45.mat	"ikii"	0.000	400.135	184.809	176.248	164.283	164.283	164.283	193.688	652.678	346.842	381.939	901.098	1141.254	412.020	1951.958	1587.888	1646.030	2258.353	2182.019	1977.936	2973.138	3036.339	2966.837	3179.734	3217.271	2493.866	
karuk-2015-04-18-vs-4_45.mat	"IH0"	0.000	25.019	197.082	197.082	197.082	197.082	197.082	197.082	345.064	345.064	345.064	345.064	345.064	345.064	1572.590	1572.590	1572.590	1572.590	1572.590	1572.590	3122.269	3122.269	3122.269	3122.269	3122.269	3122.269	
karuk-2015-04-18-vs-4_45.mat	"K"	25.019	347.268	177.074	176.248	176.248	176.248	176.248	223.294	701.298	346.827	274.955	873.193	1255.431	761.726	1941.231	1588.655	1564.296	2248.757	2337.507	1977.783	3058.910	3031.280	2890.689	3177.903	3373.167	2834.079	
karuk-2015-04-18-vs-4_45.mat	"IY1"	347.268	400.135	193.688	224.222	200.394	188.566	179.298	173.713	354.944	333.044	376.749	371.070	370.665	328.243	2017.314	2034.559	2045.342	2047.000	1980.125	1981.695	2455.518	2571.123	2408.657	2263.684	2482.727	2533.871	
karuk-2015-04-21-vs-5_06.mat	"uxu"	530.000	666.657	224.622	224.622	224.622	240.581	232.316	212.245	764.728	1067.480	1103.581	975.268	342.627	331.733	1741.644	1865.906	1882.984	1801.509	1457.409	1683.002	2571.133	2933.125	2622.997	2683.829	2261.719	2336.680	
karuk-2015-04-21-vs-5_06.mat	"UH0"	530.000	562.048	0	0	0	0	0	0	1064.446	1493.312	1203.253	870.000	716.068	1023.790	1844.773	1887.654	2104.092	1856.175	1667.417	1696.052	2819.788	3033.396	3219.954	3137.114	2527.493	2174.935	
karuk-2015-04-21-vs-5_06.mat	"HH"	562.048	605.145	233.578	233.578	233.578	233.578	233.578	233.578	1159.029	1076.600	1129.002	1185.225	1173.975	1237.451	1930.343	1903.999	1949.330	1923.175	1919.647	1970.324	2762.775	2336.834	2972.279	2972.671	2820.078	2777.956	
karuk-2015-04-21-vs-5_06.mat	"UH0"	605.145	666.657	224.344	243.143	235.041	220.224	213.797	209.760	347.218	372.591	336.346	373.751	346.174	309.460	1566.664	1451.871	1396.008	1614.900	1670.541	1697.004	2320.844	2362.479	2258.226	2287.240	2309.748	2372.666	
karuk-2015-04-21-vs-5_12.mat	"uxu"	273.061	499.297	268.869	188.224	427.927	453.381	245.727	241.733	688.187	692.175	875.532	879.695	571.383	426.731	1296.095	1840.534	1071.564	1318.497	1049.952	1191.186	2496.428	3094.809	2282.190	2398.040	2265.700	2433.352	
karuk-2015-04-21-vs-5_12.mat	"UH0"	273.061	302.349	192.330	192.330	204.510	195.119	188.524	185.912	566.547	707.384	218.393	229.528	683.635	908.068	1821.831	2159.029	1319.677	1108.488	1908.301	2426.621	3143.013	3393.169	2608.737	2655.188	3268.616	3636.646	
karuk-2015-04-21-vs-5_12.mat	"HH"	302.349	432.549	314.248	183.044	453.974	454.302	454.302	243.219	855.551	881.134	901.956	864.302	886.320	744.714	1263.719	1549.929	1094.024	1289.976	1286.907	1076.842	2395.779	2755.645	2262.541	2311.137	2466.534	2168.127	
karuk-2015-04-21-vs-5_12.mat	"UH0"	432.549	499.297	243.840	250.262	243.949	241.568	241.902	241.606	411.097	364.225	411.992	444.124	445.962	390.429	1139.183	1018.829	1080.337	1199.339	1242.057	1156.370	2416.383	2354.964	2436.354	2440.816	2424.067	2427.505	
karuk-2015-04-21-vs-5_13.mat	"uxu"	3235.053	3462.921	208.016	188.464	188.464	188.464	255.066	212.597	610.316	545.927	602.104	801.798	777.421	329.942	1435.980	1053.886	1246.489	2200.901	1716.319	988.386	2947.299	2553.984	2906.531	3496.334	3259.517	2531.790	
karuk-2015-04-21-vs-5_13.mat	"ikii"	4236.353	4567.125	204.568	263.060	194.207	194.207	202.216	155.143	390.411	303.809	265.589	514.712	559.589	327.749	1998.617	1879.189	1976.152	2085.295	2040.477	2018.240	2526.138	2198.716	2437.717	3038.990	2598.640	2357.948	
karuk-2015-04-21-vs-5_13.mat	"UH0"	3235.053	3247.124	189.266	192.361	191.238	189.581	187.800	185.684	412.081	334.300	347.649	376.487	450.197	545.569	1034.720	1038.091	1046.983	1042.747	1024.717	1021.710	2521.061	2462.058	2485.014	2519.167	2556.320	2582.263	
karuk-2015-04-21-vs-5_13.mat	"HH"	3247.124	3413.954	201.482	187.191	187.191	187.191	187.191	253.884	707.452	595.852	565.656	740.432	849.592	785.784	1595.086	1059.904	903.487	2298.516	2145.514	1578.142	3100.703	2568.869	2574.102	3755.169	3545.674	3082.048	
karuk-2015-04-21-vs-5_13.mat	"UH0"	3413.954	3462.921	215.179	252.067	226.639	208.109	199.698	188.082	328.708	335.105	393.180	392.821	292.121	242.157	989.775	973.765	991.625	948.337	966.151	1062.238	2526.080	2431.191	2453.700	2451.291	2477.512	2791.900	
karuk-2015-04-21-vs-5_13.mat	"IH0"	4236.353	4333.549	242.905	309.353	262.988	236.292	217.745	193.659	297.601	342.467	306.433	272.151	281.876	284.022	1865.860	2014.812	1656.267	2009.286	1583.233	2045.578	2221.223	2272.847	2166.334	2164.745	2180.566	2312.274	
karuk-2015-04-21-vs-5_13.mat	"K"	4333.549	4458.913	181.736	178.887	178.887	178.887	178.887	221.630	516.554	244.552	280.199	298.480	795.007	990.467	2096.069	2128.752	2066.356	1985.650	2160.482	2137.070	2931.981	2613.369	2607.257	3122.765	3190.860	3110.579	
karuk-2015-04-21-vs-5_13.mat	"IY1"	4458.913	4567.125	173.559	216.314	186.019	161.567	152.472	150.383	326.400	308.525	342.318	328.104	324.981	329.821	2008.680	1999.895	1970.344	2026.453	2035.791	2001.750	2340.392	2493.693	2093.903	2233.430	2356.036	2499.162	
