Filename	Label	seg_Start	seg_End	pF0_mean	pF0_means001	pF0_means002	pF0_means003	pF0_means004	pF0_means005	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF1_means004	pF1_means005	pF2_mean	pF2_means001	pF2_means002	pF2_means003	pF2_means004	pF2_means005	pF3_mean	pF3_means001	pF3_means002	pF3_means003	pF3_means004	pF3_means005	
karuk-2012-10-20-vs-4_A_36.mat	"P"	100.000	181.008	0	0	0	0	0	0	971.051	1144.003	1459.663	702.342	647.586	946.519	2073.426	2372.092	2483.749	2023.124	1580.368	1953.804	3160.820	3513.136	3633.677	2842.419	2541.481	3330.539	
karuk-2012-10-20-vs-4_A_36.mat	"UH0"	181.008	218.762	215.866	211.593	216.403	217.581	217.790	216.156	373.117	314.600	384.043	407.512	392.751	375.492	1045.950	1162.288	1030.789	1034.489	1013.808	972.155	2723.070	2666.006	3181.707	2889.669	2753.987	2303.725	
karuk-2012-10-20-vs-4_A_45.mat	"pu"	0.000	207.975	230.763	230.763	230.763	230.763	244.471	223.983	709.270	652.851	747.702	1227.395	533.332	370.807	1637.987	1771.778	1769.429	1794.424	1534.489	1391.198	2575.669	3069.119	2717.315	2420.234	2511.879	2455.673	
karuk-2012-10-20-vs-4_A_45.mat	"P"	0.000	147.423	229.971	229.971	229.971	229.971	229.971	229.971	882.717	891.157	518.010	1033.416	1135.758	870.314	1745.308	1744.302	1702.991	1869.953	1775.549	1644.512	2595.038	3136.994	2909.549	2719.921	2384.985	2289.736	
karuk-2012-10-20-vs-4_A_45.mat	"UH0"	147.423	207.975	230.829	246.109	242.134	229.217	221.969	213.960	358.739	321.016	373.542	389.687	367.867	347.766	1425.047	1615.533	1182.962	1311.596	1448.825	1535.550	2537.792	2777.780	2526.636	2355.532	2453.498	2546.676	
karuk-2012-10-20-vs-4_A_48.mat	"ki"	590.000	724.044	182.762	182.762	201.846	196.757	172.546	176.800	598.882	1292.305	644.704	313.009	358.653	356.516	2153.110	2498.997	2029.045	2214.744	2079.425	1935.667	2839.799	3338.780	2590.823	2682.924	2779.450	2780.523	
karuk-2012-10-20-vs-4_A_48.mat	"K"	590.000	644.185	201.846	201.846	201.846	201.846	201.846	201.846	969.836	1348.436	1451.808	895.483	760.710	414.031	2267.856	2550.608	2651.450	2102.579	1962.692	2092.997	2971.553	3581.148	3440.108	2595.374	2562.146	2621.665	
karuk-2012-10-20-vs-4_A_48.mat	"IH0"	644.185	724.044	182.057	207.298	177.521	172.082	175.102	177.531	342.707	292.117	349.762	358.726	366.058	350.317	2074.500	2229.861	2171.064	2071.493	2006.352	1895.281	2748.191	2668.307	2727.259	2788.367	2777.658	2782.681	
karuk-2012-10-20-vs-4_A_49.mat	"ki"	580.000	705.099	198.102	198.102	198.102	223.033	194.868	188.225	452.533	522.880	670.910	359.501	359.002	353.484	1925.369	1625.896	2105.262	2023.512	2033.818	1845.607	2704.342	2861.693	2763.191	2618.202	2629.671	2648.993	
karuk-2012-10-20-vs-4_A_49.mat	"K"	580.000	642.849	219.918	219.918	219.918	219.918	219.918	219.918	559.532	510.171	537.270	724.164	609.587	426.590	1878.069	1586.570	1669.050	2092.497	2128.269	1931.226	2755.859	2783.455	2944.348	3067.150	2409.663	2547.382	
karuk-2012-10-20-vs-4_A_49.mat	"IH0"	642.849	705.099	197.756	223.273	199.118	189.919	189.081	187.378	340.779	279.601	350.681	368.222	361.481	344.818	1974.664	2121.379	2067.890	1997.782	1891.593	1795.959	2649.563	2689.251	2633.374	2625.446	2647.053	2650.835	
karuk-2012-10-20-vs-4_B_13.mat	"puu"	320.000	809.474	163.273	193.369	196.789	186.327	176.737	84.851	491.063	989.388	318.992	368.907	366.568	405.701	1029.928	1845.982	768.781	784.193	830.849	909.193	2805.110	3090.166	2674.791	2734.996	2774.601	2747.380	
karuk-2012-10-20-vs-4_B_13.mat	"P"	320.000	390.433	0	0	0	0	0	0	1239.338	1522.946	1545.857	1497.428	963.710	696.715	2253.562	2542.014	2817.683	2567.675	1792.420	1597.906	3308.370	3481.797	3784.267	3978.931	2748.748	2632.142	
karuk-2012-10-20-vs-4_B_13.mat	"UW1"	390.433	809.474	163.273	194.108	195.576	183.882	158.959	84.462	364.070	322.925	349.602	369.870	366.208	411.765	823.113	793.498	762.557	798.028	844.570	917.235	2719.006	2595.393	2735.966	2748.414	2782.360	2738.258	
karuk-2012-10-20-vs-4_B_29.mat	"pu"	220.000	347.003	191.354	191.354	191.354	191.354	205.329	179.524	845.158	1206.208	1252.858	899.201	359.557	491.602	1766.948	2367.421	2433.727	1987.347	981.078	1045.058	3005.857	3398.763	3495.536	3127.937	2739.376	2248.161	
karuk-2012-10-20-vs-4_B_29.mat	"P"	220.000	308.153	207.832	207.832	207.832	207.832	207.832	207.832	1009.322	1271.725	1155.088	1209.821	972.795	420.042	2093.235	2460.616	2256.499	2394.037	2059.821	1260.608	3257.385	3502.423	3313.444	3429.496	3150.552	2862.112	
karuk-2012-10-20-vs-4_B_29.mat	"UH0"	308.153	347.003	188.463	209.222	195.680	183.041	177.690	175.310	467.027	393.239	473.839	493.529	493.308	490.651	1019.903	957.461	1001.952	1021.952	1036.532	1081.238	2447.732	2868.572	2725.763	2640.962	2307.230	1745.905	
karuk-2012-10-20-vs-4_B_32.mat	"ki"	390.000	511.014	188.978	171.894	171.894	221.095	185.559	176.714	513.499	560.662	742.988	528.966	374.276	365.539	1973.774	1892.910	2110.941	2085.529	2000.140	1792.826	2659.242	2698.239	2708.195	2761.941	2625.117	2524.418	
karuk-2012-10-20-vs-4_B_32.mat	"K"	390.000	450.694	192.358	171.894	171.894	171.894	171.894	228.171	659.404	525.339	593.753	683.852	806.461	687.453	2023.997	1775.340	1994.652	2041.471	2187.007	2116.005	2718.364	2443.201	2929.136	2787.202	2621.565	2825.603	
karuk-2012-10-20-vs-4_B_32.mat	"IH0"	450.694	511.014	188.998	219.403	189.262	181.726	178.109	175.326	361.559	330.941	370.054	378.653	373.541	357.484	1919.090	2016.008	2033.552	1967.848	1849.231	1734.129	2598.917	2697.321	2671.977	2578.760	2560.292	2488.741	
karuk-2012-10-20-vs-4_B_34.mat	"ki"	180.000	320.989	177.581	161.399	161.399	221.441	175.670	173.713	478.959	575.762	550.170	539.993	367.913	360.384	1864.049	2022.188	1829.891	1905.299	1853.386	1709.970	2681.730	3101.001	2781.221	2429.690	2522.832	2562.638	
karuk-2012-10-20-vs-4_B_34.mat	"K"	180.000	258.715	173.825	161.399	161.399	161.399	161.399	223.528	570.798	621.588	501.958	503.720	724.122	503.043	1909.808	2087.234	1941.228	1818.191	1763.765	1923.175	2787.224	3380.792	2744.400	2853.434	2555.261	2415.577	
karuk-2012-10-20-vs-4_B_34.mat	"IH0"	258.715	320.989	179.499	205.250	172.306	171.064	173.187	174.870	359.524	335.507	371.295	374.608	371.908	345.600	1810.682	1998.308	1852.738	1799.389	1754.099	1647.320	2545.373	2555.805	2524.208	2517.258	2566.583	2560.024	
karuk-2012-10-20-vs-4_C_02.mat	"puu"	190.000	601.541	193.729	210.707	189.164	187.018	195.187	199.000	434.603	583.825	334.648	402.422	450.265	401.732	1080.709	1482.889	863.697	947.618	1004.960	1099.470	2952.410	3002.511	2921.115	3065.717	3028.987	2744.446	
karuk-2012-10-20-vs-4_C_02.mat	"P"	190.000	254.645	215.476	215.476	215.476	215.476	215.476	215.476	643.453	529.608	479.701	448.097	1141.950	607.069	1651.415	1395.301	1429.992	1563.154	2345.183	1528.334	3069.913	2823.506	2890.180	2787.464	3665.012	3160.453	
karuk-2012-10-20-vs-4_C_02.mat	"UW1"	254.645	601.541	193.471	196.949	183.802	191.158	195.628	199.570	394.642	330.039	367.468	442.027	433.112	401.266	971.779	838.025	911.687	984.589	1011.654	1111.602	2930.066	2698.309	3226.336	3021.699	2978.245	2726.028	
karuk-2012-10-20-vs-4_C_03.mat	"xu"	2149.979	2590.280	250.019	178.682	178.682	178.682	443.738	186.431	852.284	774.866	962.180	1135.633	996.426	392.995	1606.841	1806.762	1711.592	1641.679	1508.341	1363.564	2842.751	2919.240	2844.012	3009.945	2835.632	2606.494	
karuk-2012-10-20-vs-4_C_03.mat	"HH"	2149.979	2502.016	360.583	178.682	178.682	178.682	178.682	443.738	966.695	765.778	966.238	871.971	1296.570	928.423	1667.112	1798.032	1759.924	1635.903	1661.816	1479.036	2901.917	2900.997	2957.135	2812.524	3055.214	2783.445	
karuk-2012-10-20-vs-4_C_03.mat	"UH0"	2502.016	2590.280	186.431	214.336	189.973	178.852	174.934	172.686	392.995	395.311	392.472	394.484	397.185	385.373	1363.564	1265.732	1290.550	1362.401	1430.173	1471.104	2606.494	2656.676	2609.514	2622.815	2594.982	2545.376	
karuk-2012-10-20-vs-4_C_06.mat	"pu"	0.000	91.545	207.184	207.184	207.184	203.332	211.986	202.880	471.482	471.482	658.799	638.388	347.243	310.861	1708.558	1708.558	1643.050	1675.124	1720.864	1770.662	2648.789	2648.789	2622.980	2732.796	2555.249	2662.461	
karuk-2012-10-20-vs-4_C_06.mat	"P"	0.000	56.072	203.627	203.627	203.627	203.627	203.627	203.627	632.454	632.454	632.454	631.760	755.156	493.089	1661.778	1661.778	1661.778	1626.535	1607.700	1728.354	2693.313	2693.313	2693.313	2645.567	2527.439	2873.943	
karuk-2012-10-20-vs-4_C_06.mat	"UH0"	56.072	91.545	207.496	213.620	213.727	207.609	204.266	199.898	328.252	339.121	356.594	352.392	323.567	280.908	1748.399	1716.012	1724.490	1758.769	1791.316	1754.518	2611.742	2635.688	2480.985	2500.874	2600.259	2790.900	
karuk-2012-10-20-vs-4_C_16.mat	"pu"	220.000	566.633	177.289	161.444	173.738	181.810	182.221	178.660	484.467	653.816	367.079	407.202	504.701	487.707	1147.405	1653.128	862.550	935.068	1095.778	1183.860	2698.397	2830.708	2677.779	2766.804	2722.924	2490.886	
karuk-2012-10-20-vs-4_C_16.mat	"P"	220.000	279.478	145.077	145.077	145.077	133.679	136.476	202.726	701.230	603.307	628.014	994.009	920.022	352.966	1791.682	1819.341	1977.627	2254.596	1746.738	1144.669	2895.519	3023.353	3386.936	2973.448	2604.370	2481.652	
karuk-2012-10-20-vs-4_C_16.mat	"UH0"	279.478	566.633	179.724	176.776	177.492	185.466	180.216	178.657	439.028	371.402	369.152	466.004	501.403	487.007	1012.887	841.790	908.712	1005.094	1121.878	1187.685	2656.914	2628.467	2733.823	2790.797	2649.876	2485.987	
karuk-2012-10-20-vs-4_C_41.mat	"kii"	470.000	693.805	219.534	175.524	175.524	229.682	225.502	226.997	437.055	364.101	779.095	353.524	367.281	326.330	1943.093	1666.036	1958.087	2009.744	2045.308	2056.309	2749.190	2739.190	2866.443	2828.906	2747.150	2588.130	
karuk-2012-10-20-vs-4_C_41.mat	"K"	470.000	567.671	184.939	175.085	180.118	180.118	180.118	239.071	561.312	308.629	412.019	428.713	937.851	733.924	1825.930	1772.478	1570.458	1785.280	1751.097	2198.590	2829.037	2649.687	2837.014	2733.092	2663.352	3230.898	
karuk-2012-10-20-vs-4_C_41.mat	"IY1"	567.671	693.805	227.035	232.117	222.026	226.338	228.759	225.632	339.023	304.769	364.704	367.313	351.566	308.571	2034.015	1983.188	2016.400	2053.249	2081.137	2036.839	2687.907	2742.917	2711.717	2774.828	2674.588	2543.641	
karuk-2012-10-20-vs-4_C_44.mat	"kii"	460.000	615.172	194.508	194.508	214.006	204.270	191.077	187.966	473.198	682.048	667.514	338.610	362.880	315.998	1994.449	1668.187	1981.883	2055.391	2099.539	2178.294	2723.800	2685.133	2521.737	2760.539	2794.731	2857.657	
karuk-2012-10-20-vs-4_C_44.mat	"K"	460.000	523.050	214.006	214.006	214.006	214.006	214.006	214.006	664.442	591.784	644.097	922.657	729.174	459.503	1827.467	1511.328	1695.525	1967.503	1859.708	2103.321	2607.727	2673.172	2746.385	2558.032	2443.542	2601.809	
karuk-2012-10-20-vs-4_C_44.mat	"IY1"	523.050	615.172	194.299	212.141	190.772	191.226	191.001	185.932	339.466	324.152	366.901	364.571	338.738	303.641	2110.712	2042.984	2071.820	2100.238	2146.197	2190.574	2804.959	2760.728	2767.676	2803.204	2780.217	2910.431	
karuk-2012-10-20-vs-4_C_45.mat	"kii"	450.000	614.277	171.156	171.156	203.912	185.630	162.879	160.616	494.888	852.996	574.527	333.282	355.371	354.999	2089.936	1804.315	2131.372	2158.452	2139.255	2226.958	2760.918	3064.849	2631.188	2640.679	2708.618	2758.363	
karuk-2012-10-20-vs-4_C_45.mat	"K"	450.000	514.950	202.211	202.211	202.211	202.211	202.211	202.211	715.655	848.938	756.236	950.818	675.538	369.416	1961.183	1448.686	2029.315	2035.694	2124.700	2188.187	2848.337	3026.052	3127.970	2869.248	2567.291	2641.976	
karuk-2012-10-20-vs-4_C_45.mat	"IY1"	514.950	614.277	170.233	198.231	167.333	162.706	161.317	160.253	346.926	316.898	354.128	356.106	348.060	360.460	2177.122	2191.614	2120.604	2136.820	2186.835	2245.400	2702.548	2620.581	2676.398	2714.315	2717.230	2785.047	
karuk-2012-10-20-vs-4_D_17.mat	"kii"	1900.000	2112.399	172.616	172.616	191.276	181.203	166.665	168.810	469.917	750.636	614.049	332.266	332.643	319.818	2118.537	1904.566	2132.146	2149.075	2183.812	2227.001	2815.163	2817.316	2773.566	2792.334	2839.909	2847.674	
karuk-2012-10-20-vs-4_D_17.mat	"K"	1900.000	1983.995	188.322	188.322	188.322	188.322	188.322	188.322	683.314	646.713	767.395	928.844	649.768	453.995	2016.182	1834.851	1905.043	2084.062	2073.429	2192.106	2796.667	2991.698	2780.254	2588.242	2718.806	2886.093	
karuk-2012-10-20-vs-4_D_17.mat	"IY1"	1983.995	2112.399	172.375	187.685	170.318	166.186	167.653	169.367	327.678	325.289	338.055	332.670	329.337	313.942	2187.086	2152.054	2152.315	2179.984	2242.393	2209.697	2828.083	2782.197	2821.581	2853.738	2816.661	2868.685	
karuk-2012-10-20-vs-4_D_19.mat	"kii"	970.000	1141.005	198.838	198.838	198.838	210.270	192.048	194.509	458.546	493.655	815.947	302.307	348.888	326.608	2034.139	1624.179	2172.185	2102.330	2107.114	2167.001	2510.062	2661.275	2415.077	2550.509	2515.516	2400.288	
karuk-2012-10-20-vs-4_D_19.mat	"K"	970.000	1041.478	230.367	230.367	230.367	230.367	230.367	230.367	639.264	498.867	472.221	695.332	955.030	606.672	1906.028	1501.418	1632.658	2023.727	2201.692	2215.215	2534.399	2588.056	2712.801	2530.743	2339.365	2510.918	
karuk-2012-10-20-vs-4_D_19.mat	"IY1"	1041.478	1141.005	198.838	217.639	195.275	191.901	194.514	194.352	327.634	287.463	344.177	349.021	341.552	318.418	2126.037	2113.740	2083.119	2110.131	2145.795	2175.016	2491.112	2557.728	2572.062	2512.912	2499.535	2319.941	
karuk-2012-10-20-vs-4_D_21.mat	"kii"	1870.000	2038.315	110.398	152.802	157.591	74.184	76.243	92.856	420.939	533.103	726.518	309.103	308.150	246.216	2133.356	2028.463	2227.348	2135.377	2123.344	2157.915	2825.867	3003.395	2773.110	2677.803	2826.088	2842.300	
karuk-2012-10-20-vs-4_D_21.mat	"K"	1870.000	1921.720	152.688	154.794	151.656	151.241	151.775	153.448	724.570	166.526	171.735	1012.406	1269.532	1020.717	2100.096	2167.657	1724.135	2131.969	2201.614	2256.260	2971.291	3131.212	2952.798	2954.825	2902.252	2902.792	
karuk-2012-10-20-vs-4_D_21.mat	"IY1"	1921.720	2038.315	91.655	148.952	54.305	75.391	78.042	98.717	284.302	274.352	312.004	310.915	291.721	233.057	2149.692	2200.783	2126.940	2114.262	2141.232	2165.707	2760.469	2604.697	2706.541	2805.876	2856.887	2828.798	
karuk-2012-10-20-vs-4_D_25.mat	"xu"	471.213	672.527	218.245	155.381	155.381	241.800	233.413	225.516	775.818	1107.149	799.355	1088.357	436.733	452.839	1693.503	1880.986	1765.940	1729.337	1580.964	1513.032	2882.107	3091.611	2790.640	3176.389	2771.118	2602.468	
karuk-2012-10-20-vs-4_D_25.mat	"HH"	471.213	593.920	173.605	155.381	155.381	155.381	155.381	241.948	984.825	1056.584	1157.144	685.072	1061.501	979.206	1789.846	1898.421	1832.445	1760.231	1744.621	1709.857	3017.192	3034.955	3133.186	2698.743	2940.707	3279.120	
karuk-2012-10-20-vs-4_D_25.mat	"UH0"	593.920	672.527	229.137	235.816	232.263	226.465	228.698	222.759	446.919	432.730	449.238	446.324	463.470	444.558	1543.728	1620.978	1557.427	1518.334	1529.998	1491.967	2673.509	2804.244	2723.260	2691.354	2616.938	2533.191	
karuk-2012-10-20-vs-4_D_44.mat	"kii"	740.000	962.702	169.379	146.121	146.121	186.600	170.471	173.992	382.692	333.597	560.160	419.322	332.348	273.668	2083.791	1894.442	1845.861	2163.749	2178.792	2334.895	2813.267	2920.234	2752.318	2845.623	2763.657	2790.318	
karuk-2012-10-20-vs-4_D_44.mat	"K"	740.000	847.248	151.702	147.599	143.498	143.498	143.498	199.136	464.936	284.165	386.685	340.789	716.204	585.861	1925.803	1565.888	2228.740	1629.442	1967.283	2223.582	2848.870	2716.937	3107.750	2871.223	2617.482	2934.856	
karuk-2012-10-20-vs-4_D_44.mat	"IY1"	847.248	962.702	175.379	187.781	169.089	171.671	175.037	172.992	305.723	313.722	336.043	330.329	295.352	253.640	2230.315	2136.405	2158.305	2191.585	2267.313	2395.859	2780.758	2792.338	2792.539	2740.244	2745.204	2831.524	
karuk-2012-10-20-vs-4_D_46.mat	"kii"	150.000	318.246	210.817	210.817	210.817	209.393	210.771	212.321	602.803	1228.691	830.436	305.243	320.794	322.042	2144.764	2316.444	2044.264	2235.792	2204.405	1916.438	2747.988	3005.212	2961.460	2701.366	2619.226	2442.694	
karuk-2012-10-20-vs-4_D_46.mat	"K"	150.000	218.242	206.999	206.999	206.999	206.999	206.999	206.999	1018.240	1146.746	1289.647	1280.877	655.856	716.060	2172.315	2075.370	2482.150	2432.677	1745.583	2138.500	2980.409	3015.337	3060.662	2844.338	2893.532	3060.973	
karuk-2012-10-20-vs-4_D_46.mat	"IY1"	218.242	318.246	210.817	210.007	208.428	210.546	214.283	210.854	316.033	304.465	309.396	322.315	325.189	319.253	2122.644	2254.828	2233.697	2214.881	2114.662	1803.342	2587.873	2715.970	2684.462	2611.413	2553.617	2383.667	
karuk-2012-10-20-vs-4_D_47.mat	"kii"	90.000	261.621	219.010	219.010	246.492	222.461	219.559	212.720	594.963	1065.591	919.890	305.366	341.510	330.727	2138.035	2126.074	2302.467	2118.108	2149.429	1998.124	2813.516	3206.733	2873.492	2908.097	2709.949	2400.498	
karuk-2012-10-20-vs-4_D_47.mat	"K"	90.000	155.073	0	0	0	0	0	0	1033.985	1083.110	1081.866	1090.104	1112.845	855.438	2223.647	2295.448	1868.876	2327.665	2242.657	2374.909	3036.338	3160.064	3106.565	3318.901	2765.641	2824.050	
karuk-2012-10-20-vs-4_D_47.mat	"IY1"	155.073	261.621	219.010	230.879	216.738	219.944	218.197	210.105	323.704	286.268	323.120	344.599	338.082	327.711	2084.547	2087.136	2137.514	2153.892	2133.054	1923.803	2677.876	2940.794	2857.657	2714.702	2622.020	2273.930	
karuk-2012-10-20-vs-4_D_48.mat	"kii"	800.000	964.742	199.568	169.407	229.937	212.244	198.954	199.898	428.568	526.115	549.743	332.067	376.435	364.346	2077.518	2167.743	2102.337	2073.148	2075.362	1969.190	2780.318	3232.504	2714.849	2783.175	2711.142	2450.825	
karuk-2012-10-20-vs-4_D_48.mat	"K"	800.000	859.030	172.173	168.048	171.521	171.521	171.521	230.248	563.682	445.116	463.194	727.635	811.640	405.264	2135.509	2317.359	2134.167	2029.809	2042.057	2145.119	2990.151	3597.439	3371.855	2529.380	2625.552	2724.504	
karuk-2012-10-20-vs-4_D_48.mat	"IY1"	859.030	964.742	205.487	222.082	207.330	199.339	197.807	200.715	351.260	290.351	356.254	376.235	377.016	357.591	2046.294	2104.882	2069.079	2073.568	2077.103	1910.333	2664.457	2814.414	2788.755	2741.014	2619.152	2368.451	
karuk-2012-10-20-vs-4_D_49.mat	"kii"	110.000	314.833	203.267	203.267	203.267	210.787	197.417	203.523	658.631	1215.332	978.996	348.595	375.311	376.262	2128.570	2144.467	1994.783	2148.028	2208.914	2144.711	2908.184	3321.001	2927.370	2896.232	2793.405	2599.848	
karuk-2012-10-20-vs-4_D_49.mat	"K"	110.000	203.477	212.552	212.552	212.552	212.552	212.552	212.552	1013.534	1103.702	1295.866	1232.764	917.352	521.326	2066.495	2155.071	2174.363	1953.964	2009.803	2051.466	3115.247	3307.555	3389.813	2937.200	2921.195	3039.859	
karuk-2012-10-20-vs-4_D_49.mat	"IY1"	203.477	314.833	203.267	212.760	200.276	195.943	202.289	204.265	359.852	306.940	361.626	379.707	384.730	369.403	2179.747	2186.390	2203.408	2209.821	2243.253	2059.300	2736.765	2858.054	2799.455	2801.097	2753.772	2475.915	
karuk-2012-10-20-vs-4_D_50.mat	"kii"	110.000	280.717	183.928	185.423	195.984	181.190	181.864	176.644	489.647	1260.097	229.603	312.502	333.134	294.058	2214.466	2588.884	1901.731	2150.909	2160.691	2253.694	2789.577	3583.585	2453.493	2626.230	2681.824	2593.718	
karuk-2012-10-20-vs-4_D_50.mat	"K"	110.000	153.644	193.831	193.831	193.831	193.831	185.423	194.672	1027.486	1270.295	1408.790	1529.911	805.895	213.345	2408.223	2304.474	2754.742	3050.824	2253.478	1775.909	3349.804	3823.909	3644.606	3548.600	3272.749	2531.569	
karuk-2012-10-20-vs-4_D_50.mat	"IY1"	153.644	280.717	183.219	196.752	181.142	181.417	181.278	175.606	298.462	238.272	308.187	334.502	329.347	283.706	2143.056	1962.289	2151.786	2143.407	2194.455	2263.789	2589.662	2409.558	2613.096	2692.173	2662.916	2572.408	
karuk-2012-10-20-vs-4_D_52.mat	"kii"	280.000	471.438	189.382	189.382	212.051	186.423	187.821	186.586	471.465	880.806	503.674	331.215	341.635	295.228	2139.613	1938.384	2128.288	2151.378	2183.528	2295.804	2864.720	2814.942	2868.264	2921.195	2879.111	2837.270	
karuk-2012-10-20-vs-4_D_52.mat	"K"	280.000	348.476	198.090	198.090	198.090	198.090	198.090	198.090	743.052	985.382	824.907	802.725	733.753	362.415	2018.603	2015.289	1844.955	1946.515	2319.921	1933.607	2825.821	3035.620	2775.063	2570.771	2839.133	2885.088	
karuk-2012-10-20-vs-4_D_52.mat	"IY1"	348.476	471.438	189.229	202.552	180.729	187.772	189.511	184.927	318.554	302.480	339.156	344.851	328.777	278.601	2207.248	2158.801	2150.978	2163.840	2246.989	2315.344	2887.299	2947.262	2914.046	2870.076	2879.938	2818.343	
karuk-2013-01-27-vs-1_B_05.mat	"pu"	550.000	698.756	172.102	172.102	172.102	191.744	161.674	167.388	568.999	617.244	780.879	504.364	474.174	478.662	1412.930	1692.698	1978.349	1227.401	1006.897	1158.554	2876.695	2877.977	3223.605	3000.556	2727.538	2575.758	
karuk-2013-01-27-vs-1_B_05.mat	"P"	550.000	625.527	202.233	202.233	202.233	202.233	202.233	202.233	662.266	650.649	585.312	810.946	731.439	550.308	1748.905	1659.124	1728.306	1974.946	1984.052	1448.605	3040.399	2870.264	2879.243	3166.466	3270.957	3031.858	
karuk-2013-01-27-vs-1_B_05.mat	"UH0"	625.527	698.756	168.700	184.763	160.815	162.540	166.430	168.366	469.505	441.824	466.606	482.991	507.205	451.408	1056.300	937.306	980.437	1036.769	1150.060	1168.226	2708.306	2954.204	2780.511	2655.364	2665.470	2490.069	
karuk-2013-03-29-vs-4_44.mat	"ki"	4080.000	4176.884	125.524	46.768	46.535	212.469	205.596	166.327	496.061	969.395	456.326	385.923	304.937	349.907	2100.953	2277.314	1895.003	2150.408	2142.775	2027.038	2705.005	3088.899	2683.478	2617.871	2560.683	2546.394	
karuk-2013-03-29-vs-4_44.mat	"K"	4080.000	4136.969	51.705	46.956	46.495	46.552	46.552	212.469	612.976	1256.940	590.185	464.095	395.853	392.411	2110.448	2477.230	1964.061	1879.979	2075.770	2190.290	2808.820	3339.695	2754.385	2754.269	2611.531	2636.294	
karuk-2013-03-29-vs-4_44.mat	"IH0"	4136.969	4176.884	187.060	215.729	205.820	188.047	167.322	158.643	324.695	268.381	314.816	340.523	351.978	351.103	2085.325	2191.515	2131.664	2056.768	2042.477	2003.336	2552.409	2554.323	2583.650	2526.349	2535.844	2562.909	
karuk-2013-10-27-vs-2_06.mat	"kii"	530.000	756.420	179.785	179.785	186.156	184.205	176.253	172.855	433.278	696.414	368.827	371.153	353.124	371.361	2262.992	2077.793	2295.173	2315.101	2292.587	2336.963	2624.144	3016.283	2506.367	2554.990	2470.219	2574.541	
karuk-2013-10-27-vs-2_06.mat	"K"	530.000	577.468	0	0	0	0	0	0	681.324	772.449	493.534	1350.962	497.340	313.851	2085.494	2007.833	1985.889	2133.063	2064.242	2250.682	3002.289	3115.238	2631.439	3274.630	3069.955	2943.402	
karuk-2013-10-27-vs-2_06.mat	"IY1"	577.468	756.420	179.785	186.905	184.083	182.215	172.103	173.782	366.615	371.891	370.873	362.971	358.597	369.738	2310.330	2297.202	2298.795	2317.845	2297.011	2342.956	2523.349	2482.094	2558.340	2528.123	2478.872	2577.696	
karuk-2015-04-18-vs-4_02.mat	"pu"	1990.000	2173.879	214.704	202.055	202.055	244.385	223.690	214.693	431.687	272.080	412.135	851.913	334.977	282.988	1495.875	1574.858	1827.413	2072.264	945.592	1077.337	2726.248	2798.250	2920.392	3199.677	2429.566	2282.926	
karuk-2015-04-18-vs-4_02.mat	"P"	1990.000	2103.986	208.591	203.737	195.795	195.795	195.795	241.267	505.990	236.063	328.257	481.451	864.195	581.768	1809.419	1591.230	1547.182	1968.244	2013.835	1914.112	2972.988	2782.943	2796.007	3075.072	3081.621	3095.127	
karuk-2015-04-18-vs-4_02.mat	"UH0"	2103.986	2173.879	218.074	234.375	214.008	207.469	215.876	217.983	309.388	321.290	354.936	336.611	277.749	258.278	979.510	889.866	857.804	824.945	919.983	1383.615	2328.074	2419.943	2363.995	2309.763	2324.474	2220.408	
karuk-2015-04-18-vs-4_03.mat	"pu"	190.000	461.627	180.176	135.847	135.847	135.847	218.155	187.981	637.889	490.624	581.384	1067.364	652.223	408.029	1447.747	1233.649	1484.108	2178.740	1537.070	825.629	2708.601	2506.701	2848.640	3315.447	2750.424	2149.516	
karuk-2015-04-18-vs-4_03.mat	"P"	190.000	390.766	159.742	135.847	135.847	135.847	135.847	217.090	722.719	468.325	548.336	688.607	1112.138	800.907	1669.213	1235.772	1259.110	1732.696	2245.967	1869.895	2902.983	2421.445	2897.369	2676.773	3491.676	3027.356	
karuk-2015-04-18-vs-4_03.mat	"UH0"	390.766	461.627	195.455	223.067	195.326	188.363	185.753	184.454	395.443	347.852	416.376	423.631	413.089	381.818	816.683	781.368	868.793	839.960	850.826	755.799	2156.913	2175.320	2222.303	2207.867	2210.623	1989.788	
karuk-2015-04-18-vs-4_08.mat	"pu"	2690.000	2856.308	72.362	72.362	72.362	71.518	70.815	74.032	665.322	1406.960	606.599	451.040	441.076	426.587	1246.574	2378.129	1302.718	820.443	838.430	877.347	2645.487	3652.550	2503.090	2520.123	2429.443	2095.103	
karuk-2015-04-18-vs-4_08.mat	"P"	2690.000	2749.649	0	0	0	0	0	0	1062.315	1271.457	1504.562	1390.438	785.230	360.636	1947.994	2395.296	2429.906	2174.708	1671.525	1098.985	3146.632	3736.862	3651.963	3343.850	2458.539	2562.966	
karuk-2015-04-18-vs-4_08.mat	"UH0"	2749.649	2856.308	72.362	72.362	71.208	69.989	73.296	74.266	436.160	427.232	454.561	428.324	431.906	439.488	842.274	810.652	821.105	836.431	847.160	895.650	2359.828	2537.304	2458.162	2487.186	2387.057	1958.105	
