Filename	Label	seg_Start	seg_End	pF0_mean	pF0_means001	pF0_means002	pF0_means003	pF0_means004	pF0_means005	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF1_means004	pF1_means005	pF2_mean	pF2_means001	pF2_means002	pF2_means003	pF2_means004	pF2_means005	pF3_mean	pF3_means001	pF3_means002	pF3_means003	pF3_means004	pF3_means005	
karuk-2015-04-18-vs-4_11.mat	"pu"	1710.000	1870.949	219.396	214.259	226.611	226.611	234.603	218.363	340.406	286.827	333.227	444.419	345.649	290.945	1619.528	1873.399	1937.457	2044.464	1208.628	1035.510	2793.111	2709.940	3103.832	3203.005	2493.880	2455.434	
karuk-2015-04-18-vs-4_11.mat	"P"	1710.000	1824.670	214.259	210.014	225.212	225.212	225.212	225.212	350.993	289.973	277.678	368.345	501.824	306.882	1863.915	1774.996	1981.395	2019.264	2067.300	1492.394	2968.717	2606.756	3001.296	3168.274	3223.496	2837.383	
karuk-2015-04-18-vs-4_11.mat	"UH0"	1824.670	1870.949	223.081	237.165	229.087	224.355	217.506	209.432	314.850	373.767	364.259	334.104	272.101	236.775	1001.406	929.466	914.646	913.765	936.319	1299.938	2348.494	2100.051	2200.704	2832.033	2401.840	2256.040	
karuk-2015-04-18-vs-4_19.mat	"pu"	970.000	1096.710	144.760	144.760	144.760	223.233	129.721	92.578	768.504	1555.522	1294.299	274.772	331.636	352.766	2163.395	2360.209	2371.070	1845.037	2123.689	2101.989	2855.323	3405.683	3279.672	2414.211	2539.270	2616.348	
karuk-2015-04-18-vs-4_19.mat	"P"	970.000	1026.702	228.096	228.096	228.096	228.096	228.096	228.096	1301.648	1598.407	1549.564	1428.285	1590.968	489.036	2318.670	2506.618	2253.161	2433.613	2473.181	2022.351	3266.377	3365.604	3477.177	3258.367	3570.011	2802.677	
karuk-2015-04-18-vs-4_19.mat	"UH0"	1026.702	1096.710	141.291	227.608	196.520	92.382	92.024	93.005	325.726	270.887	322.459	333.122	345.232	358.733	2032.112	1782.680	2020.774	2159.457	2097.510	2107.658	2516.347	2345.525	2421.800	2583.049	2637.764	2595.842	
karuk-2015-04-18-vs-4_20.mat	"pu"	150.000	289.238	178.940	178.940	178.940	218.279	174.469	166.982	716.647	1195.032	1261.687	403.294	349.305	354.747	1463.398	1864.373	1835.049	1256.235	990.547	1348.341	2578.113	2794.576	2872.840	2420.137	2474.418	2324.705	
karuk-2015-04-18-vs-4_20.mat	"P"	150.000	224.834	226.586	226.586	226.586	226.586	226.586	226.586	1024.510	1239.303	1171.354	1538.755	746.267	433.363	1738.052	1808.514	1915.277	1865.107	1680.227	1412.743	2728.348	2715.175	2878.078	2959.599	2619.172	2452.151	
karuk-2015-04-18-vs-4_20.mat	"UH0"	224.834	289.238	177.572	208.953	175.556	166.478	166.900	167.483	350.763	348.236	345.854	350.908	354.655	354.615	1133.521	898.848	966.559	1064.984	1254.239	1473.125	2401.131	2460.187	2491.703	2434.146	2360.023	2270.442	
karuk-2015-04-18-vs-4_28.mat	"pu"	7410.000	7617.445	212.802	212.802	212.802	212.802	227.383	206.474	526.831	492.725	879.042	543.544	361.056	348.910	1501.298	1315.194	1922.602	1818.926	1468.603	965.827	2768.693	2699.550	2860.680	3129.359	2866.044	2281.067	
karuk-2015-04-18-vs-4_28.mat	"pu"	10380.000	10559.676	209.835	209.835	209.835	223.217	227.272	191.533	389.281	412.344	418.681	377.955	366.683	371.201	1255.286	1326.069	1583.309	1508.921	878.594	974.927	2472.149	2632.670	2720.148	2793.054	2231.775	1990.549	
karuk-2015-04-18-vs-4_28.mat	"P"	7410.000	7569.367	229.915	229.915	229.915	229.915	229.915	229.915	582.915	472.661	751.677	808.209	525.428	368.239	1655.534	1311.612	1535.356	2109.278	1858.106	1507.197	2898.307	2720.435	2540.693	3132.772	3212.382	2883.787	
karuk-2015-04-18-vs-4_28.mat	"UH0"	7569.367	7617.445	208.779	223.859	223.179	212.730	197.167	185.698	338.087	281.300	296.019	338.200	399.578	380.669	996.151	1140.044	983.744	925.324	960.099	952.493	2346.010	2720.613	2597.054	2165.333	2086.182	2106.952	
karuk-2015-04-18-vs-4_28.mat	"P"	10380.000	10490.219	227.650	227.650	227.650	227.650	227.650	227.650	400.591	395.150	436.728	416.674	429.099	328.389	1460.147	1327.927	1340.160	1621.166	1752.695	1275.491	2712.133	2599.184	2634.863	2711.965	2996.254	2642.419	
karuk-2015-04-18-vs-4_28.mat	"UH0"	10490.219	10559.676	208.939	239.047	223.336	202.793	190.555	188.682	370.319	332.547	389.736	418.153	380.919	332.934	928.970	854.431	881.190	936.320	923.426	1045.878	2097.948	2316.702	2144.641	2178.242	2064.722	1778.697	
karuk-2015-04-18-vs-4_30.mat	"pu"	540.000	707.838	190.882	91.455	91.455	91.455	215.743	195.119	585.545	290.721	832.508	1136.706	379.880	331.619	1629.436	1727.779	2111.451	2419.691	1018.142	883.091	2953.261	2761.442	3259.333	3314.908	2689.386	2763.128	
karuk-2015-04-18-vs-4_30.mat	"P"	540.000	650.225	148.078	91.455	91.455	91.455	91.455	233.011	715.804	269.215	329.231	1003.048	1151.291	868.726	2028.932	1701.942	1770.297	2210.237	2413.523	2098.721	3077.963	2671.488	2947.930	3313.156	3578.586	2932.609	
karuk-2015-04-18-vs-4_30.mat	"UH0"	650.225	707.838	202.346	230.265	193.549	191.637	195.318	198.065	335.442	321.406	364.050	365.850	355.249	280.670	862.732	808.471	862.727	871.147	904.798	873.623	2713.921	2894.353	2370.918	2529.767	3018.429	2760.176	
karuk-2015-04-18-vs-4_38.mat	"pu"	260.000	409.439	228.273	228.273	228.273	228.030	232.435	224.364	695.883	1360.734	1158.573	303.048	332.232	307.821	1556.122	2302.341	2204.610	1371.218	831.002	1026.623	2847.538	3574.012	3547.643	2754.424	2275.125	2044.546	
karuk-2015-04-18-vs-4_38.mat	"P"	260.000	337.922	225.083	225.083	225.083	225.083	225.083	225.083	1036.440	1400.259	1319.972	1342.614	851.749	277.701	2133.959	2296.842	2262.242	2368.511	2020.291	1681.075	3385.702	3491.532	3607.286	3740.808	3286.965	2736.679	
karuk-2015-04-18-vs-4_38.mat	"UH0"	337.922	409.439	228.273	228.467	231.559	233.593	230.489	217.679	316.461	300.862	325.568	343.910	335.394	279.259	919.699	860.277	849.021	821.791	877.085	1180.621	2259.963	2717.684	2638.425	1760.230	2042.607	2063.137	
karuk-2015-04-18-vs-4_42.mat	"fu"	3788.811	3861.849	214.230	239.119	234.603	227.778	209.611	176.921	664.707	1623.490	435.578	375.826	467.536	480.755	1724.847	2186.933	1771.430	1617.671	1563.586	1539.493	3050.443	3490.454	3085.901	3120.623	2811.822	2790.913	
karuk-2015-04-18-vs-4_42.mat	"F"	3788.811	3812.549	236.776	236.776	239.071	239.119	238.125	233.702	1128.966	1642.262	1616.273	1608.499	692.852	264.353	2008.939	2084.654	2012.414	2385.098	2004.524	1624.775	3231.856	3457.172	3427.066	3557.523	3132.126	2702.420	
karuk-2015-04-18-vs-4_42.mat	"UH0"	3812.549	3861.849	207.280	231.682	227.194	215.407	193.512	172.198	424.734	311.493	386.491	454.130	485.142	479.458	1580.806	1639.584	1614.120	1565.995	1549.634	1539.281	2943.099	3312.585	3031.442	2842.742	2771.010	2794.424	
karuk-2015-04-18-vs-4_47.mat	"pu"	2180.000	2394.222	108.417	150.630	150.630	150.630	78.855	77.903	452.711	324.393	391.916	805.966	399.512	356.731	1606.678	1014.768	1509.157	2192.776	1421.908	1908.670	2691.453	2518.664	2843.523	3468.873	2502.795	2150.724	
karuk-2015-04-18-vs-4_47.mat	"P"	2180.000	2320.675	150.630	145.097	173.253	173.253	173.253	173.253	497.761	300.568	372.022	405.781	406.361	1027.097	1563.493	948.821	1191.682	1633.012	1653.379	2415.634	2944.736	2416.895	2681.425	2927.612	2941.564	3769.802	
karuk-2015-04-18-vs-4_47.mat	"UH0"	2320.675	2394.222	78.023	78.023	78.907	78.312	77.424	77.994	364.223	364.281	386.162	375.543	350.660	344.858	1681.506	1183.424	1502.218	1740.898	1934.141	2047.793	2200.263	2290.327	2254.973	2219.675	2122.675	2109.968	
karuk-2015-04-18-vs-4_57.mat	"pu"	4651.767	4814.927	229.988	229.988	229.988	229.988	224.692	231.570	749.230	1048.183	696.329	941.001	768.320	296.392	1947.745	2134.363	2287.626	1741.950	1712.882	1861.768	2998.737	3277.408	3394.987	2674.336	3063.720	2614.471	
karuk-2015-04-18-vs-4_57.mat	"P"	4651.767	4773.995	216.512	216.512	216.512	216.512	216.512	216.512	901.113	1069.482	789.369	794.272	943.530	924.250	1991.713	2111.304	2215.583	2189.585	1709.228	1750.438	3097.888	3220.175	3381.479	3261.092	2607.481	3057.789	
karuk-2015-04-18-vs-4_57.mat	"UH0"	4773.995	4814.927	230.571	226.236	225.390	229.377	235.419	236.883	292.879	279.150	290.102	291.318	297.753	305.053	1809.079	1588.443	1621.052	1709.239	1937.351	2205.184	2713.120	3095.150	2598.497	2615.990	2778.996	2380.986	
karuk-2015-04-18-vs-4_61.mat	"puu"	190.000	362.748	146.104	146.104	146.104	146.104	122.408	163.918	697.314	1104.202	1145.716	444.625	360.468	424.310	1446.840	2492.857	1782.053	1042.641	938.164	973.786	2989.835	3681.852	2738.900	2596.664	2900.585	3003.964	
karuk-2015-04-18-vs-4_61.mat	"P"	190.000	272.240	0	0	0	0	0	0	1040.845	1072.645	1129.709	1357.371	1037.737	616.085	2007.583	2502.740	2488.840	1953.888	1724.366	1373.060	3147.889	3605.485	3749.757	3308.648	2415.076	2651.919	
karuk-2015-04-18-vs-4_61.mat	"UW1"	272.240	362.748	146.104	146.104	121.707	122.613	125.009	198.709	383.252	349.522	358.316	362.534	419.665	427.771	933.944	855.780	921.189	946.646	986.962	961.867	2840.531	2466.752	2696.693	3021.318	3059.124	2951.322	
karuk-2015-04-21-vs-5_13.mat	"pu"	5071.664	5178.821	178.866	178.866	178.866	178.866	234.647	146.911	705.508	1148.272	939.664	741.450	318.425	348.211	1693.801	2380.447	2136.758	1619.791	1178.870	1137.060	2897.081	3782.408	3248.946	2563.907	2438.454	2427.115	
karuk-2015-04-21-vs-5_13.mat	"P"	5071.664	5146.775	235.322	235.322	235.322	235.322	235.322	235.322	861.073	1376.717	775.415	937.964	812.599	386.872	1943.508	2497.047	2171.182	2071.974	1635.511	1357.729	3087.768	3910.319	3367.585	3202.350	2595.343	2371.372	
karuk-2015-04-21-vs-5_13.mat	"UH0"	5146.775	5178.821	173.888	239.162	224.747	210.853	160.366	46.100	334.147	289.820	343.593	374.143	359.516	313.438	1096.792	993.739	1029.645	1069.013	1164.612	1216.929	2447.219	2514.309	2431.874	2388.243	2410.723	2478.807	
karuk-2015-04-21-vs-5_25.mat	"pu"	1339.390	1451.223	212.581	212.581	212.581	237.591	215.510	193.682	652.517	1263.549	906.733	510.407	278.156	303.650	1675.960	2417.530	1948.557	1604.459	1209.230	1223.267	2660.971	3295.670	3160.628	2835.481	2022.313	2017.995	
karuk-2015-04-21-vs-5_25.mat	"P"	1339.390	1399.012	239.062	239.062	239.062	239.062	239.062	239.062	965.361	1376.974	1157.849	891.068	893.218	536.051	2083.638	2560.614	2256.198	1890.727	2069.810	1670.254	3181.124	3300.912	3291.711	3220.500	3133.448	2974.012	
karuk-2015-04-21-vs-5_25.mat	"UH0"	1399.012	1451.223	208.997	233.725	218.302	206.374	195.518	190.883	284.863	251.663	265.197	302.810	307.284	298.701	1197.378	1169.182	1073.803	1359.036	1113.816	1277.846	2059.662	2241.242	2021.554	1996.683	1987.689	2038.976	
