Filename	Label	seg_Start	seg_End	pF0_mean	pF0_means001	pF0_means002	pF0_means003	pF0_means004	pF0_means005	pF0_means006	pF0_means007	pF0_means008	pF0_means009	pF0_means010	pF0_means011	pF0_means012	pF0_means013	pF0_means014	pF0_means015	pF0_means016	pF0_means017	pF0_means018	pF0_means019	pF0_means020	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF1_means004	pF1_means005	pF1_means006	pF1_means007	pF1_means008	pF1_means009	pF1_means010	pF1_means011	pF1_means012	pF1_means013	pF1_means014	pF1_means015	pF1_means016	pF1_means017	pF1_means018	pF1_means019	pF1_means020	pF2_mean	pF2_means001	pF2_means002	pF2_means003	pF2_means004	pF2_means005	pF2_means006	pF2_means007	pF2_means008	pF2_means009	pF2_means010	pF2_means011	pF2_means012	pF2_means013	pF2_means014	pF2_means015	pF2_means016	pF2_means017	pF2_means018	pF2_means019	pF2_means020	pF3_mean	pF3_means001	pF3_means002	pF3_means003	pF3_means004	pF3_means005	pF3_means006	pF3_means007	pF3_means008	pF3_means009	pF3_means010	pF3_means011	pF3_means012	pF3_means013	pF3_means014	pF3_means015	pF3_means016	pF3_means017	pF3_means018	pF3_means019	pF3_means020	
VS-24_04.mat	"pu"	10120.000	10266.425	179.488	179.488	179.488	179.488	179.488	179.488	179.488	179.488	179.488	179.488	179.488	174.599	175.469	173.644	175.027	175.639	178.424	180.995	184.248	185.867	186.323	789.973	1177.243	1250.597	1251.861	1328.702	1377.783	1355.879	1373.942	858.565	624.232	391.957	382.969	404.091	416.833	442.409	476.967	501.009	516.839	535.832	554.231	571.478	1488.169	2204.411	2344.844	2157.314	2246.043	2543.349	2454.985	2517.768	1965.207	1748.726	1319.097	734.042	717.835	714.515	753.703	784.169	843.757	884.685	918.756	934.369	936.321	2973.694	3386.537	3411.957	3326.309	3335.503	3267.817	3599.228	3673.299	2974.816	2399.908	2362.070	2482.017	2758.998	2627.729	2724.409	2816.090	2725.575	2738.053	2917.802	2947.607	2993.051	
VS-24_04.mat	"pu"	10460.000	10630.000	203.476	183.359	176.111	168.940	168.940	168.940	168.940	168.940	168.940	168.940	168.940	168.940	168.940	168.940	168.940	168.940	228.451	240.387	218.823	208.501	204.632	639.816	582.673	725.094	704.046	742.632	747.956	684.188	655.912	695.299	741.771	768.746	764.987	632.318	660.228	812.240	754.400	308.018	349.219	423.820	451.112	577.961	1156.207	1103.186	1148.158	1128.457	1072.307	1088.204	1093.835	1095.673	1111.821	1127.887	1083.260	1219.871	1116.168	1103.806	1924.724	1512.837	1035.229	938.200	998.082	1012.444	1202.828	2817.856	2787.046	3028.979	2927.916	2669.161	2653.926	2678.361	2890.920	2898.044	2972.914	3145.525	2957.414	2918.907	3003.088	3071.649	2605.853	2672.101	2709.751	2574.457	2537.659	2664.478	
VS-24_04.mat	"P"	10120.000	10196.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1067.295	1169.207	1192.583	1235.108	1274.826	1249.762	1257.181	1329.669	1349.894	1372.663	1400.294	1365.392	1320.415	1389.458	1418.178	708.022	686.061	635.721	423.143	374.536	388.512	2089.520	2150.012	2290.706	2374.355	2330.690	2164.390	2148.063	2233.416	2344.644	2561.404	2630.031	2453.183	2399.269	2548.439	2611.079	1744.164	1900.067	1689.351	1526.441	1297.256	786.680	3135.651	3408.984	3355.443	3416.083	3428.692	3340.306	3308.139	3344.677	3300.018	3165.029	3380.611	3614.027	3614.621	3682.741	3759.914	2840.775	2472.275	2381.171	2418.138	2337.825	2315.169	
VS-24_04.mat	"UH0"	10196.266	10266.425	179.488	174.599	175.768	175.903	172.830	173.676	175.547	174.899	174.752	175.749	176.494	178.193	179.732	180.611	182.389	183.997	185.016	185.704	186.133	186.375	186.225	483.274	374.975	393.045	406.679	412.946	416.845	426.927	445.158	462.300	476.932	491.215	500.006	507.489	515.631	524.039	533.252	542.382	550.845	558.758	567.179	577.075	825.365	730.872	725.108	716.455	709.346	713.436	734.522	757.701	772.289	780.004	806.190	841.494	865.213	882.138	899.406	916.211	927.384	933.279	936.003	935.937	936.618	2789.854	2536.453	2751.950	2772.555	2671.757	2610.218	2645.962	2739.204	2812.844	2823.684	2794.124	2726.862	2694.655	2722.856	2801.677	2915.230	2957.876	2944.960	2949.842	2978.538	3012.697	
VS-24_04.mat	"P"	10460.000	10600.000	192.664	183.766	179.003	170.535	168.094	168.094	168.094	168.094	168.094	168.094	168.094	168.094	168.094	168.094	168.094	168.094	168.094	168.094	168.094	226.330	236.678	675.931	560.911	698.779	726.781	698.578	754.398	746.816	700.726	647.833	672.055	710.081	746.570	763.238	799.708	666.745	636.917	661.849	832.801	813.024	410.331	314.221	1177.277	1094.966	1142.426	1146.831	1110.075	1063.945	1090.889	1099.458	1083.554	1111.753	1113.383	1130.169	1098.642	1235.328	1108.461	1115.964	1097.711	2028.748	1668.687	1033.096	929.000	2862.669	2772.384	2908.230	3117.957	2754.206	2656.179	2656.521	2651.842	2829.560	2924.930	2870.870	3003.167	3185.457	2984.843	2881.029	3005.785	2952.591	3094.728	2619.055	2619.199	2727.624	
VS-24_04.mat	"UH0"	10600.000	10630.000	215.895	248.879	239.332	232.668	229.263	223.455	217.518	215.037	213.018	211.040	209.895	209.217	208.339	207.641	207.289	206.455	205.428	205.203	204.836	203.594	203.132	465.964	353.684	370.368	386.179	400.813	413.256	423.956	431.966	438.212	442.382	445.616	448.191	450.564	452.902	456.080	464.968	488.153	571.998	648.673	648.668	618.454	1052.976	938.737	957.135	974.606	989.144	997.720	1002.127	1001.980	1000.350	999.016	999.055	1001.742	1006.412	1014.596	1026.477	1049.124	1087.951	1163.371	1242.932	1293.478	1329.325	2611.137	2718.810	2699.776	2670.321	2636.582	2603.512	2574.336	2552.255	2535.046	2525.100	2520.756	2523.965	2530.171	2540.412	2555.480	2577.825	2606.270	2645.423	2685.593	2713.231	2729.606	
VS-24_11.mat	"ki"	2500.000	2602.787	168.114	156.789	158.080	157.380	156.627	156.425	156.425	156.425	156.425	156.425	156.425	156.425	177.405	174.794	175.001	175.632	173.404	172.703	172.026	170.624	169.926	399.748	413.259	424.465	423.719	432.887	493.972	553.306	521.184	480.281	377.047	270.362	295.796	338.259	352.913	358.409	362.661	364.860	367.507	379.230	399.218	403.130	1850.926	1603.501	1505.314	1476.856	1528.007	1663.379	1933.360	2084.317	2068.510	2078.593	2025.772	1999.643	1981.267	1966.055	1945.320	1953.605	1940.600	1869.416	1840.241	1829.453	1794.247	2518.840	2537.014	2575.180	2559.589	2578.028	2585.268	2540.119	2633.461	2674.206	2676.615	2504.170	2218.408	2192.180	2210.119	2416.759	2543.241	2562.573	2561.410	2581.486	2593.102	2648.180	
VS-24_11.mat	"K"	2500.000	2553.746	157.109	156.311	157.189	158.063	157.758	157.126	157.112	156.610	156.436	156.425	156.425	156.425	156.425	156.425	156.425	156.425	156.425	156.425	156.425	156.425	156.425	428.752	410.697	416.626	423.720	425.740	423.961	422.677	427.579	444.035	477.313	526.512	558.323	549.932	520.181	492.920	478.641	444.164	340.343	274.227	265.936	282.338	1803.179	1628.237	1562.917	1519.119	1479.881	1471.786	1486.938	1518.573	1556.089	1626.620	1742.180	1936.302	2085.098	2086.985	2062.450	2068.365	2088.431	2072.754	2019.638	2024.438	2002.499	2563.492	2518.414	2566.847	2580.270	2565.983	2557.751	2561.666	2574.132	2589.998	2596.910	2562.703	2530.077	2570.061	2642.211	2664.666	2674.529	2688.336	2668.418	2629.671	2432.704	2233.966	
VS-24_11.mat	"IH0"	2553.746	2602.787	173.378	173.378	176.317	177.687	176.911	173.777	173.579	174.982	176.352	175.867	174.234	173.327	173.252	172.654	172.278	172.027	171.942	171.354	170.131	169.413	170.180	365.748	304.443	326.238	342.195	349.991	353.739	355.621	358.410	361.153	362.735	363.798	364.858	365.930	367.265	370.259	376.992	386.262	394.431	402.601	406.225	401.553	1906.115	1990.673	1994.585	1976.506	1965.379	1970.481	1959.185	1942.390	1943.771	1954.474	1959.363	1943.862	1907.465	1866.622	1843.280	1839.503	1840.530	1838.453	1824.225	1802.878	1787.950	2463.544	2202.903	2195.506	2193.579	2182.499	2202.206	2293.585	2424.563	2507.572	2546.201	2564.036	2563.400	2557.444	2560.314	2570.332	2580.563	2587.784	2590.873	2594.436	2614.565	2669.313	
VS-24_12.mat	"ki"	1280.000	1402.326	119.498	153.050	155.250	156.055	154.615	154.266	154.547	155.215	156.518	153.724	91.409	91.732	91.558	90.973	90.673	89.852	89.284	88.707	88.483	88.498	88.555	358.437	326.536	352.478	384.681	390.056	369.472	355.819	371.632	362.033	285.470	316.892	347.547	362.350	363.560	371.338	370.410	372.616	373.232	375.062	366.721	351.015	1931.367	1681.010	1728.566	1799.345	1664.886	1694.621	1886.376	2029.906	2107.151	2073.003	2064.709	2050.867	2047.582	2050.758	2018.122	2012.976	1999.434	1989.012	1951.482	1925.767	1893.613	2561.027	2800.281	2995.617	3187.914	2928.526	2785.224	2834.579	2833.776	2724.873	2522.590	2233.380	2209.103	2060.049	2115.353	2250.326	2260.846	2390.806	2443.711	2492.441	2569.252	2612.444	
VS-24_12.mat	"K"	1280.000	1333.471	154.843	152.392	153.519	154.355	155.603	155.880	156.244	155.476	154.450	154.641	154.323	154.045	154.505	154.656	154.494	154.825	155.571	156.489	157.120	154.606	153.334	357.205	323.115	328.488	337.393	355.583	371.315	383.485	393.012	393.534	386.688	376.207	367.206	360.268	355.203	354.944	362.820	380.143	391.473	362.896	296.425	277.986	1841.142	1699.172	1656.162	1677.515	1742.048	1782.496	1801.490	1796.347	1709.348	1592.628	1624.310	1711.351	1799.152	1880.471	1924.124	1990.075	2071.754	2105.864	2111.155	2088.376	2060.057	2857.206	2755.545	2817.360	2926.511	3012.471	3063.936	3196.836	3160.448	2928.089	2814.364	2786.441	2776.993	2793.566	2832.169	2854.815	2854.189	2815.745	2763.521	2713.428	2663.035	2571.597	
VS-24_12.mat	"IH0"	1333.471	1402.326	89.854	89.854	89.854	91.687	91.834	91.717	91.237	90.979	90.988	90.737	90.232	89.751	89.483	89.127	88.792	88.506	88.467	88.495	88.476	88.470	88.610	358.272	294.832	321.305	340.125	352.822	361.755	363.689	362.509	366.269	371.544	372.374	369.702	370.653	374.233	373.748	372.269	375.397	374.767	365.041	355.056	348.300	2002.857	2070.981	2062.734	2052.324	2050.261	2047.045	2049.146	2053.196	2043.482	2016.993	2011.459	2016.851	1998.465	2002.241	2000.733	1962.036	1950.441	1948.981	1920.463	1895.079	1893.549	2331.531	2302.243	2225.997	2259.865	2164.471	2057.992	2064.532	2097.728	2182.194	2255.523	2257.440	2249.773	2347.011	2420.866	2437.430	2458.983	2489.503	2545.054	2576.034	2594.190	2626.768	
VS-33_39.mat	"xu"	3188.443	3500.723	166.935	166.935	166.935	166.935	166.935	166.935	166.935	166.935	166.935	166.935	166.935	184.879	181.970	177.096	168.255	160.792	158.351	158.849	161.239	164.389	169.476	572.014	1271.246	1072.334	847.612	565.806	951.514	849.032	541.479	717.737	1040.328	981.036	1023.799	238.918	188.079	184.216	186.507	203.546	156.389	124.462	136.258	186.456	1758.710	3178.712	2727.840	2257.572	1127.241	2034.405	1733.770	1626.385	1911.797	2779.191	2628.415	2659.596	1354.880	1196.866	1268.857	1145.401	1186.684	1159.676	1075.221	952.294	1246.964	3157.355	3898.742	3791.810	3604.416	3075.616	3516.525	3396.682	3066.115	3079.810	3381.003	3744.335	3789.671	2851.825	2741.719	2686.958	2755.233	2848.564	2776.208	2793.396	2681.471	2721.474	
VS-33_39.mat	"HH"	3188.443	3370.474	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	182.792	185.087	182.374	858.263	1267.396	1274.503	1207.496	564.640	1097.802	561.668	655.955	885.879	946.304	761.338	689.522	455.155	571.040	949.205	1036.087	985.152	968.105	1048.547	925.383	172.879	2187.027	3142.753	3200.286	3006.939	1627.567	2839.457	1361.238	1074.059	1568.308	2629.291	1126.115	1987.335	1409.067	1534.791	2471.710	2809.816	2662.213	2591.625	2655.926	2520.606	1259.609	3447.940	3853.689	3960.707	3983.678	3214.283	3963.838	3177.737	3070.278	3294.676	3795.083	3101.954	3484.707	2805.009	2738.596	3599.224	3235.801	3591.684	3705.567	3534.273	3934.362	2760.882	
VS-33_39.mat	"UH0"	3370.474	3500.723	165.579	180.550	179.323	175.182	171.553	167.535	163.965	161.175	159.467	158.516	158.203	158.192	158.807	159.472	160.629	162.050	163.090	164.723	165.954	168.320	171.826	172.336	198.086	192.619	184.065	180.130	186.248	186.641	184.100	188.761	201.257	208.342	184.954	172.429	115.271	120.621	135.252	100.212	147.297	181.481	185.570	188.095	1161.472	1274.407	1187.000	1198.065	1184.787	1332.879	1263.420	1135.476	1129.367	1157.089	1204.566	1220.850	1178.803	1083.347	1087.964	1074.356	945.430	932.602	1036.814	1199.534	1358.349	2751.569	2786.977	2735.540	2745.896	2678.372	2681.951	2716.784	2733.244	2785.640	2909.094	2828.115	2764.792	2768.072	2793.993	2808.164	2794.093	2690.631	2671.480	2693.183	2708.710	2741.277	
VS-34a_01.mat	"pu"	590.000	791.353	194.770	156.200	154.172	163.427	171.255	171.255	171.255	171.255	171.255	171.255	171.255	171.255	171.255	171.255	236.532	226.111	212.288	210.176	207.825	204.058	199.871	484.338	288.951	387.707	423.253	366.097	418.535	395.291	746.833	565.644	404.237	451.347	772.014	988.256	825.861	302.984	379.923	383.657	382.316	386.220	382.949	394.903	1316.697	1133.123	1176.330	1082.954	1442.672	1326.947	1804.521	2388.345	1811.992	1367.538	1412.352	2012.717	1291.412	1990.039	841.209	820.005	823.664	833.675	835.282	828.588	1004.565	2708.379	2856.345	2794.345	2541.629	2406.193	2624.287	2965.958	3381.823	2915.384	2650.061	2811.651	3014.235	2392.788	3217.792	2574.147	2543.833	2477.257	2510.047	2436.457	2397.952	2467.381	
VS-34a_01.mat	"P"	590.000	728.527	173.286	156.636	154.240	154.947	162.636	170.760	171.238	171.238	171.238	171.238	171.238	171.238	171.238	171.238	171.238	171.238	171.238	171.238	171.238	225.020	233.878	528.610	281.039	324.783	425.858	427.062	383.490	355.208	422.244	439.025	386.678	832.756	713.132	397.837	404.096	434.731	538.498	839.990	1010.258	1030.151	676.004	290.407	1519.476	1087.907	1250.537	1103.702	1026.191	1421.745	1418.547	1221.656	1652.940	2028.527	2463.581	2042.778	1533.551	1339.282	1362.987	1705.493	2045.220	1363.228	1750.941	1883.952	762.538	2811.453	2856.387	2852.087	2740.904	2551.277	2423.341	2423.756	2592.836	2964.259	3271.331	3407.181	2923.980	2868.682	2610.455	2753.915	3002.382	2971.398	2389.208	3090.228	3027.988	2572.216	
VS-34a_01.mat	"UH0"	728.527	791.353	211.096	244.172	234.519	219.337	214.899	213.122	212.248	211.614	210.925	210.370	209.623	208.940	208.280	207.472	206.208	204.543	203.398	202.158	200.888	199.719	198.301	383.592	349.140	373.527	386.942	389.090	385.405	382.954	382.596	381.912	381.793	382.659	384.074	386.010	387.374	386.403	383.288	380.961	383.097	398.865	409.054	385.023	857.530	793.462	814.695	825.394	827.672	825.387	822.089	823.002	829.043	834.041	836.989	837.820	836.544	834.244	831.896	829.615	827.668	825.451	835.246	987.341	1233.434	2477.917	2616.695	2590.028	2538.651	2481.910	2437.811	2460.071	2516.648	2522.382	2513.987	2502.597	2477.610	2446.574	2418.842	2406.158	2392.779	2386.683	2415.579	2449.248	2480.653	2489.409	
VS-34a_02.mat	"pu"	620.000	783.588	176.475	143.417	144.515	147.583	152.953	149.392	148.590	152.007	152.007	152.007	152.007	152.007	224.324	200.890	195.303	193.115	191.668	191.036	191.021	191.041	190.113	434.500	217.986	231.900	264.783	302.050	293.848	515.488	829.932	788.595	693.504	609.050	393.417	403.528	406.825	404.888	398.481	394.948	392.487	390.572	386.672	372.449	1206.049	1490.016	1465.728	1432.460	1423.324	1452.958	1772.913	1667.934	1609.554	1352.405	1665.765	847.850	858.345	878.017	908.832	916.451	907.159	896.670	881.003	850.604	871.126	2535.925	2761.345	2655.411	2619.983	2599.329	2387.985	2312.660	2494.721	2455.475	2373.926	2851.049	2654.161	2490.929	2505.924	2594.336	2560.645	2495.127	2470.566	2490.477	2493.919	2418.998	
VS-34a_02.mat	"P"	620.000	708.454	147.794	143.522	143.348	144.556	145.165	147.164	152.046	153.168	149.856	149.442	148.030	148.789	152.007	152.007	152.007	152.007	152.007	152.007	152.007	152.007	152.007	469.159	218.511	218.603	236.147	230.113	260.536	297.753	301.121	300.596	280.311	382.720	580.476	821.295	841.658	811.385	746.670	719.672	625.246	695.414	376.419	398.251	1480.672	1544.660	1425.404	1466.382	1469.042	1437.075	1405.415	1425.562	1426.310	1408.183	1842.533	1706.563	1666.709	1670.775	1642.031	1539.159	1336.475	1331.225	1823.124	1130.176	763.657	2564.402	2863.955	2637.914	2681.740	2607.055	2608.732	2653.210	2595.880	2537.855	2379.834	2148.980	2422.565	2498.612	2491.539	2474.753	2414.598	2334.802	2455.839	2960.655	2680.761	2702.207	
VS-34a_02.mat	"UH0"	708.454	783.588	196.242	224.752	230.526	211.000	200.598	197.292	195.575	194.625	193.641	192.729	191.997	191.538	191.214	190.959	190.882	191.030	191.148	191.107	190.848	190.360	189.767	393.611	383.217	406.714	411.508	406.155	404.863	405.987	403.909	399.736	397.289	396.090	394.513	393.345	392.343	391.395	390.648	389.401	387.293	384.110	378.702	364.444	883.582	834.063	861.747	869.832	873.860	888.876	906.012	915.226	918.134	915.729	910.786	905.989	900.898	895.817	891.132	882.247	865.602	848.937	845.799	864.644	883.402	2504.438	2543.519	2481.112	2498.921	2502.318	2515.973	2579.144	2630.468	2587.662	2537.870	2509.128	2491.221	2472.823	2468.149	2476.103	2492.763	2497.363	2495.148	2489.045	2454.463	2370.175	
VS-34a_03.mat	"pu"	940.000	1189.833	95.585	70.918	71.128	70.846	69.555	69.241	67.273	62.402	66.051	63.475	60.515	66.894	69.822	63.088	65.700	65.700	189.883	186.115	188.995	194.234	191.313	572.381	493.595	460.319	439.763	445.359	414.943	439.404	615.940	566.105	618.864	532.113	410.825	1188.654	1032.171	1356.718	712.647	306.455	384.260	376.540	378.268	380.500	1588.607	1068.168	1036.033	1028.421	974.086	892.825	1315.969	2377.953	2397.595	2250.079	2412.565	2355.299	2634.148	2633.539	2261.216	1947.890	809.552	842.317	849.836	871.129	916.785	2909.239	2498.216	2716.118	2926.708	2520.964	2737.994	2842.192	3561.203	3518.359	3298.691	3535.040	3355.429	3641.367	3446.760	2876.924	3068.061	2533.968	2370.491	2331.876	2376.001	2148.144	
VS-34a_03.mat	"P"	940.000	1131.601	66.956	70.905	71.101	71.142	70.615	69.511	69.322	69.189	65.378	62.550	64.066	66.809	62.030	60.389	65.642	71.427	66.922	62.558	64.979	70.495	70.495	631.902	495.885	468.570	452.992	435.529	447.735	418.320	388.884	510.018	610.526	534.734	639.248	583.537	526.982	412.213	574.971	1730.610	852.439	1350.386	1110.460	248.681	1805.761	1067.251	1052.768	1036.181	1002.319	959.799	1046.565	690.546	1873.577	2381.318	2335.970	2413.404	2171.671	2487.916	2370.904	2426.179	2896.773	2354.146	2248.747	2213.919	1252.935	3086.593	2456.562	2683.713	2839.070	2876.108	2497.305	2681.180	2746.517	3041.500	3713.428	3298.110	3692.074	3201.546	3606.114	3431.355	3188.884	4063.020	3201.074	2840.238	3166.421	2719.694	
VS-34a_03.mat	"UH0"	1131.601	1189.833	190.115	190.115	190.115	189.883	188.174	185.194	184.552	185.723	186.567	188.160	189.262	191.133	192.855	194.115	194.866	194.705	194.309	193.490	192.010	190.453	188.461	372.834	304.154	333.431	358.632	380.702	391.766	389.030	378.824	373.373	376.160	379.687	378.054	374.944	376.091	379.574	380.714	378.931	378.503	380.983	385.738	379.393	865.449	831.853	831.749	832.296	832.302	836.216	845.192	854.705	857.958	851.825	844.185	844.662	850.260	856.432	867.594	883.242	893.396	898.810	905.006	920.063	946.798	2323.702	2527.885	2431.126	2369.440	2353.003	2383.633	2391.854	2362.153	2312.244	2290.637	2322.182	2371.220	2397.405	2400.246	2406.193	2377.581	2280.847	2165.300	2084.651	2102.753	2181.289	
VS-34a_04.mat	"pu"	2720.000	2840.945	193.716	193.716	193.716	193.716	193.716	193.716	193.716	193.716	193.716	193.716	214.764	208.493	208.953	199.500	192.840	190.513	189.095	187.891	186.395	184.066	179.906	669.537	401.385	535.956	1831.733	1737.308	1613.507	1135.577	865.279	760.517	903.300	232.323	292.183	314.283	357.348	390.826	399.296	385.264	359.763	332.139	323.256	341.049	1475.541	1907.116	1929.692	2625.261	2315.392	2649.106	1999.289	1759.468	1703.990	1985.394	1673.168	989.131	808.658	807.523	825.223	857.032	876.473	893.625	933.960	966.356	1116.592	2704.195	2876.718	3024.164	3775.238	3397.652	3586.960	3098.123	2643.896	2617.634	2911.401	2902.629	2732.622	2436.647	2379.152	2271.317	2227.629	2294.345	2227.003	2119.951	2341.784	2318.572	
VS-34a_04.mat	"P"	2720.000	2779.749	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	214.764	989.543	435.873	345.183	357.900	664.785	1834.366	1835.874	1762.532	1708.350	1655.780	1575.823	1312.714	915.065	883.121	849.050	791.360	729.408	763.760	1087.068	215.779	249.690	2050.078	1993.221	1820.226	1752.524	2062.907	3037.380	2261.136	2402.058	2272.747	2713.341	2620.376	2200.291	1637.477	1770.586	1750.231	1711.449	1694.065	1871.943	2184.108	1693.305	1648.797	3075.265	2956.545	2790.824	2762.378	3223.977	4039.760	3403.039	3462.453	3341.181	3499.500	3685.531	3454.710	2602.760	2647.894	2641.096	2623.566	2611.229	2726.784	3163.187	2779.520	3025.241	
VS-34a_04.mat	"UH0"	2779.749	2840.945	193.035	209.111	207.033	208.738	209.732	203.968	198.540	194.714	192.719	191.051	190.448	189.576	188.914	188.312	187.518	186.835	185.931	184.930	183.234	181.402	178.613	348.207	293.331	293.925	298.092	317.343	339.077	361.327	380.486	393.590	399.893	399.800	393.718	383.750	369.420	352.406	337.091	326.786	322.720	323.505	333.452	349.029	913.589	1193.299	763.330	802.636	810.945	808.853	806.166	812.711	827.537	844.697	859.973	870.880	877.698	885.328	900.197	922.226	946.042	958.191	973.401	1032.542	1193.843	2345.878	2916.891	2589.344	2484.844	2423.093	2398.154	2379.925	2326.490	2256.755	2218.786	2227.841	2258.749	2304.321	2305.269	2160.931	2044.521	2183.024	2330.848	2357.183	2333.318	2303.321	
VS-34a_06.mat	"ki"	2070.000	2160.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864.797	1364.255	1354.554	1392.278	970.826	594.853	827.970	959.440	975.946	828.421	786.019	753.387	747.153	769.572	731.328	700.477	692.483	674.878	689.743	744.725	773.848	1583.045	2398.425	2327.102	2310.717	2479.337	2148.393	2252.274	2222.548	1578.100	1234.868	1215.482	1202.562	1191.252	1182.649	1176.990	1163.759	1152.118	1137.385	1105.762	1091.364	1140.785	3138.877	3464.812	3459.396	3525.708	3663.991	3248.231	3293.245	3299.499	3072.836	2839.801	2837.547	2947.487	3019.679	3054.484	3047.622	2964.710	2955.400	2995.280	3009.252	3054.283	3123.750	
VS-34a_06.mat	"pu"	6943.284	7121.703	200.189	200.189	200.189	200.189	200.189	200.189	200.189	200.189	200.189	200.189	263.606	238.681	224.970	192.278	190.556	192.383	193.286	192.146	188.911	184.466	180.293	678.670	1080.278	1032.471	805.279	1363.013	1033.334	1065.172	935.862	1094.562	952.769	461.201	306.751	351.140	381.722	385.791	390.433	395.612	398.477	389.347	351.354	320.106	1498.886	2404.672	2230.980	2209.182	2173.700	2512.785	2444.347	1799.853	2308.330	1830.186	1410.970	1140.778	826.106	828.015	805.241	804.019	812.302	839.707	877.933	891.293	900.480	2836.229	3612.862	3247.751	3172.771	3334.308	3512.624	3566.526	3080.167	3434.329	2876.480	2477.564	2498.512	2523.250	2464.171	2469.410	2458.550	2409.899	2431.162	2426.745	2418.202	2237.216	
VS-34a_06.mat	"K"	2070.000	2130.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939.197	1373.482	1347.601	1356.920	1368.221	1551.349	711.299	517.323	738.509	839.074	917.294	1033.883	959.121	840.002	805.583	782.208	759.370	742.830	748.983	770.214	765.383	1803.096	2397.574	2394.834	2311.180	2165.922	2602.679	2306.728	2112.261	2216.668	2256.351	2229.399	2138.115	1424.473	1240.110	1224.625	1213.765	1205.036	1197.600	1189.954	1183.383	1180.927	3197.876	3464.917	3463.613	3457.453	3379.110	3840.673	3478.520	3231.867	3279.270	3295.297	3303.568	3259.411	3022.501	2861.867	2801.629	2847.389	2924.820	2990.764	3024.247	3044.971	3069.849	
VS-34a_06.mat	"IH0"	2130.000	2160.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	714.645	730.267	707.404	700.370	700.362	700.584	698.403	693.017	686.161	678.705	672.385	671.052	675.388	688.228	705.216	726.248	747.934	763.202	771.736	774.382	775.575	1137.025	1177.466	1173.456	1168.107	1163.228	1159.411	1155.847	1152.196	1148.330	1143.855	1138.554	1130.915	1120.669	1106.169	1090.502	1080.864	1082.157	1101.864	1126.579	1143.795	1152.663	3020.591	3052.687	3017.986	2982.517	2956.794	2946.903	2945.747	2953.815	2966.241	2982.057	2997.690	3008.502	3013.068	3008.949	3005.566	3019.753	3050.122	3088.812	3119.472	3129.477	3123.740	
VS-34a_06.mat	"P"	6943.284	7042.373	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	243.376	263.606	251.666	225.310	922.142	1082.576	1069.361	1003.330	1080.848	856.455	873.366	1651.271	1133.377	971.265	1015.770	1129.645	889.465	983.781	1103.415	1104.619	879.646	686.918	257.041	292.697	326.693	2023.231	2456.612	2326.068	2225.820	2224.222	2243.715	2135.171	2175.370	2448.494	2544.659	2346.033	2576.289	1481.072	2076.388	2282.195	2233.113	1604.160	1456.873	1380.773	1315.078	914.164	3166.846	3705.470	3470.575	3228.226	3259.574	3447.753	2960.946	3611.307	3506.205	3516.015	3532.306	3625.364	2907.509	3196.925	3423.985	3422.829	2526.294	2483.410	2474.913	2482.100	2518.221	
VS-34a_06.mat	"UH0"	7042.373	7121.703	193.089	233.529	219.107	195.209	189.508	189.663	190.688	191.634	192.436	192.834	193.331	193.350	192.774	191.757	190.452	188.736	186.820	184.737	182.717	180.786	179.319	373.763	341.115	367.175	379.920	383.286	384.016	385.853	388.625	390.208	391.829	394.771	397.226	398.462	398.798	396.146	389.282	376.605	354.692	330.773	319.240	319.376	843.206	822.646	828.751	831.555	827.451	812.745	802.404	801.870	803.845	805.679	809.116	816.640	828.946	845.712	864.667	881.179	889.499	890.662	893.105	897.884	904.340	2424.440	2527.611	2512.545	2484.739	2449.177	2442.194	2474.050	2501.604	2477.872	2401.829	2401.712	2424.820	2430.568	2432.984	2425.034	2424.120	2439.979	2442.649	2362.037	2266.236	2187.526	
