Filename,seq,seq_id,Label,part,seg_Start,seg_End,pF0_mean,pF0_means001,pF0_means002,pF0_means003,pF0_means004,pF0_means005,pF0_means006,pF0_means007,pF0_means008,pF0_means009,pF0_means010,pF0_means011,pF0_means012,pF0_means013,pF0_means014,pF0_means015,pF0_means016,pF0_means017,pF0_means018,pF0_means019,pF0_means020,pF1_mean,pF1_means001,pF1_means002,pF1_means003,pF1_means004,pF1_means005,pF1_means006,pF1_means007,pF1_means008,pF1_means009,pF1_means010,pF1_means011,pF1_means012,pF1_means013,pF1_means014,pF1_means015,pF1_means016,pF1_means017,pF1_means018,pF1_means019,pF1_means020,pF2_mean,pF2_means001,pF2_means002,pF2_means003,pF2_means004,pF2_means005,pF2_means006,pF2_means007,pF2_means008,pF2_means009,pF2_means010,pF2_means011,pF2_means012,pF2_means013,pF2_means014,pF2_means015,pF2_means016,pF2_means017,pF2_means018,pF2_means019,pF2_means020,pF3_mean,pF3_means001,pF3_means002,pF3_means003,pF3_means004,pF3_means005,pF3_means006,pF3_means007,pF3_means008,pF3_means009,pF3_means010,pF3_means011,pF3_means012,pF3_means013,pF3_means014,pF3_means015,pF3_means016,pF3_means017,pF3_means018,pF3_means019,pF3_means020,dur,before,after,word,issue,dur_mod,sentence
karuk-2010-07-23-ag-vs-4_43.mat,ufi,49,F,C,290.0,450.0,197.636,194.655,192.769,190.718,193.938,196.95,198.159,200.373,201.75,201.75,201.75,201.75,201.75,201.75,201.75,201.75,201.75,201.75,201.75,201.75,215.624,1114.978,798.4019999999998,1435.547,1183.32,446.415,383.608,1372.3239999999996,1359.44,1032.148,975.354,1300.795,932.054,975.863,839.09,1313.977,1514.319,1557.349,1424.685,1452.892,1516.619,554.065,1942.166,2013.702,2511.483,2162.835,1512.504,1502.33,2415.073,1929.212,1773.936,1810.626,1852.4,1578.1429999999998,1825.831,1837.877,2042.254,2008.352,1857.771,2054.003,2109.589,2269.918,1814.311,3009.446,3295.0959999999995,3837.536,3563.0959999999995,2521.178,2631.888,3314.143,2642.082000000001,2615.492,2817.574,3121.2470000000008,2501.371,2524.019,2688.619,3243.902,2989.38,3080.015,3141.632,3401.383,3387.539,2849.531,160.0,UH0,IH0,yufishhi,,160.0,yufishhi papufichqiish
karuk-2010-07-23-ag-vs-4_43.mat,ufi,49,IH0,V2,450.0,500.0,182.927,221.909,214.489,205.133,200.567,196.33,192.461,188.32,185.618,183.0,180.189,178.322,176.074,174.25799999999995,171.642,169.535,167.486,164.609,161.955,159.231,156.631,352.454,316.956,333.714,347.6430000000001,357.06699999999995,361.141,364.267,365.709,364.349,361.817,361.875,368.306,375.17,374.98800000000006,370.948,366.431,361.469,352.298,337.089,318.572,307.233,1861.975,1646.428,1689.736,1730.183,1762.255,1784.362,1796.693,1797.823,1790.427,1800.707,1892.89,2036.211,2100.005,2073.132,1981.061,1855.529,1795.246,1844.849,1919.104,1968.017,2027.39,2620.668,2659.6220000000008,2556.325,2453.363,2386.44,2359.38,2389.776,2459.279,2512.739,2525.155,2523.849,2530.506,2552.407,2598.48,2647.141,2669.492,2675.264,2717.649000000001,2888.896,3082.35,3147.563,50.0,F,SH,yufishhi,,50.0,yufishhi papufichqiish
karuk-2010-07-23-ag-vs-4_43.mat,ufi,50,UH0,V1,1079.712,1120.659,160.248,160.248,168.28599999999997,168.455,168.81,168.327,167.75599999999997,167.26,167.03900000000004,166.516,165.815,165.386,164.505,160.72,154.721,151.204,149.75,150.605,150.773,150.86,151.004,1108.247,1080.674,1089.652,1097.841,1099.0510000000004,1085.367,1061.333,1045.114,1042.431,1049.629,1063.054,1079.235,1095.902,1110.966,1121.033,1127.99,1143.775,1176.262,1194.443,1187.729,1172.434,2024.141,2183.106,2211.752,2213.944,2187.335,2114.426,2008.622,1925.032,1866.992,1830.225,1823.039,1848.604,1897.476,1952.327,1987.358,1992.568,2000.325,2064.9770000000008,2101.904,2098.764,2098.166,3068.833,2999.386,2942.665,2731.355,2594.909,2677.595,2899.92,3076.68,3145.807,3152.563,3132.577,3096.928,3048.01,2982.888,2900.043,2828.653,2791.344,2880.127,3673.851,3893.143,3819.163,40.94699999999989,P,F,papufichqiish,,40.94699999999989,yufishhi papufichqiish
karuk-2010-07-23-ag-vs-4_43.mat,ufi,50,F,C,1120.659,1189.589,152.512,150.828,149.42600000000004,147.952,148.688,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,148.70600000000005,197.177,1094.888,1155.223,1140.159,1124.601,1115.682,1132.567,1153.486,1161.215,1166.312,1168.094,1161.414,1153.481,1153.675,1166.997,1174.945,1173.384,1060.847,725.6389999999999,1018.52,1327.856,664.9810000000001,1790.315,2067.439,1977.37,1874.315,1738.297,1637.892,1624.246,1621.254,1665.485,1851.978,2000.602,2028.372,1941.416,1830.46,1748.247,1745.404,1349.808,1226.143,1861.286,2327.014,1778.261,2845.851,3765.223,3290.156,2909.495,2803.646,2740.879000000001,2624.3459999999995,2484.628,2522.743,2648.083,2747.614,2860.831,2960.998,2955.316,3000.178,2821.402,1955.532,2175.758,2926.623,3504.359000000001,2989.118,68.93000000000006,UH0,IH0,papufichqiish,,68.93000000000006,yufishhi papufichqiish
karuk-2010-07-23-ag-vs-4_43.mat,ufi,50,IH0,V2,1189.589,1307.161,176.69400000000005,201.779,211.342,193.91,178.009,174.52700000000004,172.05700000000004,170.71099999999996,169.96400000000003,169.967,169.503,171.278,171.67,172.59,173.04,172.90200000000004,173.082,172.68400000000003,172.80900000000003,172.84099999999995,172.51,344.246,249.519,289.355,337.511,354.976,366.651,368.509,369.4980000000001,367.883,363.275,361.74,363.818,365.457,364.94,366.36800000000005,365.425,367.06,365.301,337.7680000000001,294.071,267.42400000000004,1700.201,1361.364,1375.7879999999998,1363.412,1483.665,1549.069,1620.177,1651.359,1665.378,1718.966,1770.1029999999996,1745.655,1780.414,1758.547,1773.372,1804.971,1796.52,1979.25,1979.311,1929.202,1901.094,2254.839,2423.539,2432.186,2184.956,2188.784,2200.9,2187.269,2139.056,2155.601,2128.812,2094.678,2101.069,2183.333,2201.153,2190.443,2160.153,2069.139,2274.331,2421.471,2430.639,2885.046,117.57200000000013,F,CH,papufichqiish,,117.57200000000013,yufishhi papufichqiish
karuk-2010-07-23-ag-vs-4_44.mat,ufi,51,UH0,V1,943.294,1019.153,173.541,170.669,172.158,173.333,173.97299999999996,174.457,174.65599999999995,174.71200000000005,174.74900000000005,174.732,174.701,174.563,174.38,174.19400000000005,174.09599999999998,173.812,173.541,173.118,172.67700000000005,171.955,171.253,411.146,343.576,351.486,357.686,361.48800000000006,363.812,365.72,367.999,371.484,374.824,377.362,379.474,381.904,383.334,380.264,371.133,352.654,320.205,277.432,204.704,1221.296,1851.464,2071.012,2073.2470000000008,2070.258,2067.283,2059.521,2020.63,1958.958,1910.338,1876.838,1831.719,1765.755,1716.476,1695.922,1677.971,1657.639,1623.628,1562.629,1547.859,1523.404,2116.282,2499.271,2779.909,2700.28,2630.645,2572.595,2495.569,2403.779,2345.241,2311.22,2292.76,2286.212,2301.327,2346.508,2381.616,2380.97,2371.282,2381.844,2397.493,2393.615,2360.43,3454.4790000000007,75.85900000000005,Y,F,niyufishhat,,75.85900000000005,naa ip niyufishhat papufichqiish
karuk-2010-07-23-ag-vs-4_44.mat,ufi,51,F,C,1019.153,1195.024,171.50599999999997,169.90599999999995,167.794,171.525,176.28099999999995,176.358,176.358,176.358,176.358,176.358,176.358,176.358,176.358,176.358,176.358,176.358,176.358,176.358,176.358,176.358,176.358,1322.882,1508.906,1484.644,1429.92,1403.695,1354.7979999999998,1304.357,1332.514,1353.056,1392.114,1401.281,1152.484,1245.012,1485.116,1525.844,1320.909,914.762,1207.56,1373.303,1312.648,1023.967,2039.986,2063.197,2071.935,2099.742,2200.974,2110.443,2060.564,1964.464,2065.387,2054.655,2282.862,2106.185,2114.048,2103.84,2392.531,1791.29,1670.427,1789.8870000000004,1834.878,2040.432,2027.511,3117.759,3107.396,3197.598,3254.673,3162.703,3204.861,3199.414,3133.858,3272.919000000001,3211.504000000001,3229.6220000000008,3290.341,3315.6890000000008,3193.268,3326.184,2839.51,2768.243,2699.687,2913.751,3171.216,2942.769,175.8709999999999,UH0,IH0,niyufishhat,,175.8709999999999,naa ip niyufishhat papufichqiish
karuk-2010-07-23-ag-vs-4_44.mat,ufi,51,IH0,V2,1195.024,1291.042,72.732,72.732,74.3,73.32300000000002,72.888,72.61399999999998,72.29,72.196,72.428,72.49600000000002,72.49600000000002,72.49600000000002,72.49600000000002,72.49600000000002,72.49600000000002,72.49600000000002,72.49600000000002,72.49600000000002,72.49600000000002,72.49600000000002,72.49600000000002,354.468,320.811,354.016,366.584,362.059,366.44,382.544,371.486,344.134,355.07,370.972,374.181,347.221,331.42800000000005,357.802,366.251,349.66,358.158,364.693,343.806,309.862,1790.368,1590.2120000000002,1539.433,1545.257,1569.969,1487.441,1572.474,1712.989,1816.183,1859.567,1855.994,1835.304,1829.085,1867.899,1902.156,1867.675,1847.889,1863.286,1899.836,2103.768,2216.265,2360.922,2434.244,2240.61,2231.596,2241.635,2228.309,2216.394,2207.888,2296.508,2420.301,2390.917,2338.534,2347.119,2359.103,2380.167,2420.652,2460.09,2477.149,2486.521,2403.82,2574.158,96.01800000000004,F,SH,niyufishhat,,96.01800000000004,naa ip niyufishhat papufichqiish
karuk-2010-07-23-ag-vs-4_44.mat,ufi,52,UH0,V1,2170.711,2223.047,144.123,59.668,60.383,60.165,99.52,178.37900000000005,175.924,173.519,172.28799999999995,172.85,171.028,168.41,167.88299999999995,165.36700000000005,163.173,157.85,154.325,152.621,149.738,147.81799999999996,147.007,1077.352,1021.383,1049.475,1072.375,1219.911,1249.611,1254.269,1276.908,1123.947,912.54,931.012,953.203,972.391,1002.299,1033.47,1066.424,1095.295,1105.356,1096.803,1070.114,1045.404,2038.398,1973.356,2060.836,2154.936,2224.8920000000007,2269.422,2264.242,2200.889,1961.374,1807.414,1822.874,1853.421,1896.376,1931.635,1961.373,2023.271,2075.768,2079.857,2061.022,2053.684,2071.282,3176.7990000000004,3182.559,3285.17,3764.035,3807.408,3741.768,3714.349,3714.282,3359.114,2878.72,2869.613,2864.794000000001,2849.216,2842.358,2871.148,2965.8920000000007,3049.572,2983.641,2909.566,2887.74,2914.664,52.33599999999978,P,F,papufichqiish,,52.33599999999978,naa ip niyufishhat papufichqiish
karuk-2010-07-23-ag-vs-4_44.mat,ufi,52,F,C,2223.047,2339.288,136.95600000000002,144.079,141.793,138.015,133.959,130.805,130.899,130.899,130.899,130.899,130.899,130.899,130.899,130.899,130.899,130.899,130.899,130.899,130.899,130.899,130.899,1036.276,1046.973,1044.843,1009.952,1038.805,1151.203,1064.58,1045.826,1023.409,969.644,894.7489999999998,913.215,1017.108,1006.975,1024.504,1033.826,1032.189,1044.655,1084.636,1114.313,1149.609,1905.185,2070.475,1999.967,1995.26,1956.784,1986.871,1940.908,1980.648,2050.457000000001,2109.811,2041.881,1924.009,1770.098,1586.1989999999996,1635.064,1752.05,1833.417,1925.998,1799.261,1781.886,1926.518,2735.715,2934.607,2861.187,2943.475,2783.684,2598.186,2522.262,2561.299,2828.364,2812.822,2354.027,2491.876,2753.054,2817.108,2729.486,2693.91,2777.112,2793.11,2817.723,2866.206,2820.716,116.241,UH0,IH0,papufichqiish,,116.241,naa ip niyufishhat papufichqiish
karuk-2010-07-23-ag-vs-4_44.mat,ufi,52,IH0,V2,2339.288,2420.016,156.464,189.614,188.457,188.383,186.946,177.613,167.755,158.361,153.36700000000005,150.836,149.681,148.486,147.702,146.232,144.955,143.349,141.171,139.346,137.532,136.966,136.756,346.135,786.5169999999998,230.155,270.233,305.814,329.7680000000001,345.556,352.9,355.672,353.425,350.13,347.881,341.4430000000001,332.171,326.463,315.043,291.382,285.921,294.122,294.73,291.191,1605.239,1873.058,1251.124,1254.278,1243.4260000000004,1248.733,1275.061,1362.188,1477.374,1531.876,1575.9589999999996,1758.141,1905.189,1816.233,1784.6270000000004,1826.146,1804.757,1802.303,1811.896,1770.332,1693.211,2488.87,3346.016,2267.4120000000007,2132.798,1949.426,1958.537,2051.663,2072.367,2086.993,2083.189,2047.379,1998.875,1938.82,1909.469,2493.761,3372.68,3158.34,3202.118,3400.699,3268.625,2881.835,80.72800000000007,F,CH,papufichqiish,,80.72800000000007,naa ip niyufishhat papufichqiish
karuk-2010-09-13-ag-vs-2_06.mat,upi,53,UH0,V1,1118.26,1149.081,196.958,196.958,196.958,207.107,207.107,205.688,200.957,198.451,197.634,196.54,196.38,196.301,195.93400000000003,195.261,194.545,194.16,194.058,194.039,193.901,192.91,192.271,457.36300000000006,1206.46,1228.306,889.302,152.839,211.121,217.88,215.031,212.486,210.555,209.098,207.693,206.112,204.159,200.781,195.42,184.582,166.43,114.528,900.247,1279.718,1848.818,2571.679,2690.3190000000004,2266.3,1436.384,1538.4229999999998,1645.281,1707.418,1746.9,1766.0970000000002,1758.412,1735.591,1689.247,1625.626,1548.935,1478.432,1430.721,1397.908,1375.358,2248.4410000000007,2672.742,2994.5290000000005,3016.985,3766.372,3831.956,2716.011,2724.185,2729.826,2730.95,2730.788,2727.92,2713.405,2689.059,2658.265,2631.737,2622.408,2628.436,2653.696,2684.647,2704.965,3881.355,4463.657,30.821000000000137,T,P,tupihniichha,,30.821000000000137,pananiqakah vura tupihniichha
karuk-2010-09-13-ag-vs-2_06.mat,upi,53,P,C,1149.081,1233.361,191.407,191.575,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,190.566,954.741,1161.387,1091.139,1064.622,1061.931,810.44,495.73800000000006,610.749,1099.225,1117.278,1057.915,1031.146,1025.66,1056.898,1125.958,1178.468,1149.413,1165.807,1162.191,292.107,319.08,2200.712,2628.922,2552.794,2335.425,2144.732,1783.0479999999998,1589.379,1704.646,2544.648,2608.248,2586.516,2529.87,2496.974,2556.463,2716.212,2586.083,2053.19,1821.373,2387.3160000000007,1357.0839999999996,1041.258,3519.488,4359.9,4005.53,3805.808,3510.607,3341.613,3195.932,3135.234000000001,3647.093,4017.432,3983.171,3613.591,3445.546,3251.288,3232.98,3565.446,3452.76,3415.733,3426.45,3062.202,2822.1740000000004,84.27999999999997,UH0,IH0,tupihniichha,,84.27999999999997,pananiqakah vura tupihniichha
karuk-2010-09-13-ag-vs-2_06.mat,upi,53,IH0,V2,1233.361,1327.479,182.587,220.766,228.876,206.016,196.355,188.928,183.211,180.428,178.076,176.197,176.255,176.90900000000005,176.576,176.785,175.872,174.33,173.019,172.604,171.924,171.71900000000005,171.002,378.429,349.506,384.209,391.817,383.322,379.302,380.329,380.334,383.642,392.812,401.516,407.071,411.697,413.804,410.669,403.535,391.108,374.877,348.211,311.069,278.53700000000003,1485.543,993.523,1036.138,1103.112,1179.813,1215.599,1274.002,1394.8970000000004,1500.884,1571.493,1609.8770000000004,1636.184,1660.904,1665.845,1620.4029999999998,1561.339,1555.385,1547.8529999999996,1517.211,1921.805,2247.108,2228.339,2242.488,2074.937,2099.335,2128.082000000001,2190.629,2178.589,2188.779,2232.6710000000007,2224.198,2204.01,2195.465,2194.858,2195.28,2199.844,2196.998,2166.263,2187.675,2298.143,2357.245,2776.196,94.11799999999994,P,HH,tupihniichha,,94.11799999999994,pananiqakah vura tupihniichha
karuk-2010-09-13-ag-vs-2_07.mat,upi,54,UH0,V1,4116.878,4149.742,182.724,214.347,215.177,210.28,199.688,199.497,195.94,193.229,189.282,179.38,175.168,173.53599999999997,171.226,170.13299999999995,169.7,168.31599999999997,167.543,167.588,166.958,164.747,163.734,395.1,349.13,361.586,371.633,379.208,384.291,389.822,394.409,399.252,406.174,411.265,415.77,419.705,420.894,420.126,417.45,413.992,408.778,402.114,392.53,374.028,1135.448,1281.283,1243.113,1223.283,1210.332,1199.367,1188.615,1182.736,1177.427,1166.887,1154.832,1137.126,1109.119,1088.54,1074.106,1063.897,1060.388,1056.202,1049.282,1037.359,1015.835,2610.688,2886.954,2909.463,2907.255,2842.869,2718.066,2591.623,2541.7,2528.446,2523.829,2522.911,2521.384,2519.593,2519.447,2521.444,2524.903,2526.799,2527.192,2527.391,2529.204,2534.378,32.86400000000049,T,P,tupihniichha,,32.86400000000049,pananiqakah vura uum tupihniichha
karuk-2010-09-13-ag-vs-2_07.mat,upi,54,P,C,4149.742,4284.606,162.46200000000005,162.04,158.45,158.567,164.442,170.688,164.672,160.001,160.165,160.165,160.165,160.165,160.165,160.165,160.165,160.165,160.165,160.165,160.165,160.165,160.165,487.14,311.312,251.187,224.63,240.656,293.999,368.92,428.539,453.244,448.126,418.0,389.594,475.234,500.57,478.049,480.77,524.842,813.825,1239.364,1066.643,400.233,1409.194,967.551,963.096,1101.208,1136.669,1100.956,1113.142,1147.265,1137.138,1072.531,1119.896,1207.675,1333.119,1524.3770000000004,1843.565,1949.554,1792.044,1966.811,2547.97,1556.296,1500.069,2857.097,2541.783,2629.175,2666.691,2694.769,2716.816,2659.0290000000005,2766.231,2747.0,2613.849,2681.896,2833.515,2745.568,2677.936,2983.816,3185.544000000001,3103.98,3211.087,3431.6020000000008,3152.006,3048.955,134.86399999999958,UH0,IH0,tupihniichha,,134.86399999999958,pananiqakah vura uum tupihniichha
karuk-2010-09-13-ag-vs-2_07.mat,upi,54,IH0,V2,4284.606,4370.519,178.74,178.74,182.779,182.355,182.414,182.586,182.666,182.285,181.9,181.472,180.797,179.80900000000003,178.72799999999995,177.885,176.968,175.93900000000005,175.262,174.748,174.173,173.37099999999995,172.47299999999996,363.577,316.694,346.577,363.74300000000005,369.832,372.076,373.736,374.615,375.431,376.797,376.766,376.109,378.1880000000001,380.624,379.1880000000001,374.015,369.331,362.42,352.977,341.531,323.2920000000001,1694.319,1402.443,1417.765,1486.364,1562.592,1625.809,1691.549,1762.5929999999996,1795.6070000000002,1822.762,1838.051,1813.23,1857.215,1945.231,1889.953,1682.555,1577.991,1585.546,1642.8770000000004,1662.151,1770.433,2302.106,2546.127,2095.698,2143.225,2181.0370000000007,2220.744,2260.904,2295.068,2306.292,2297.303,2274.847,2269.439,2298.209,2343.927,2375.008,2384.625,2388.147,2377.323,2337.213,2290.132,2281.099,85.91300000000048,P,HH,tupihniichha,,85.91300000000048,pananiqakah vura uum tupihniichha
karuk-2010-10-25-sd-vs-1_40.mat,iika,55,IY1,V1,2056.118,2359.285,172.644,254.12,252.087,241.89,208.71400000000003,196.087,185.068,178.685,171.33,166.372,164.868,155.162,151.76,148.486,145.954,143.306,141.599,139.997,136.855,134.768,132.555,298.145,298.936,268.66700000000003,307.309,303.194,339.7530000000001,345.9890000000001,338.141,302.051,315.964,278.023,298.99,301.418,294.665,289.237,284.504,289.873,286.634,277.361,269.185,271.949,2250.841,2191.3520000000008,2214.346,2293.803,1869.77,2288.538,2310.722,2255.4120000000007,2220.742,2300.348,2228.976,2243.669,2312.163,2275.992,2249.878,2257.572,2287.733,2371.24,2227.305,2368.426,2261.718,2755.56,2751.483,2753.3390000000004,3042.034,2410.755,2538.862,2833.836,2981.57,2841.783,2784.593,2985.618,2985.5,2929.514,2952.863,2794.043,2745.443,2650.085,2588.018,2395.02,2528.876,2563.98,303.16699999999986,sp,K,iikam,,303.16699999999986,ta nithitiv papusihich iikam
karuk-2010-10-25-sd-vs-1_40.mat,iika,55,K,C,2359.285,2555.705,157.21200000000005,134.481,135.183,133.27200000000002,129.97299999999998,130.89,133.91,132.113,132.113,132.113,132.113,132.113,132.113,132.113,132.113,132.113,132.113,132.113,132.113,256.36,246.163,609.943,285.826,284.192,287.385,672.487,1436.3629999999996,681.37,388.131,654.222,685.314,434.56,1011.712,612.148,1067.839,530.096,678.4580000000002,574.16,510.334,587.529,472.347,448.47,1969.568,2267.895,2091.861,2053.726,2261.355,2174.774,2075.359,1784.148,1852.952,1934.387,1793.87,2011.436,1716.679,2237.975,1956.955,1991.967,1900.798,1820.906,1815.662,1824.105,1808.343,2891.035,2515.2870000000007,3070.785,2731.518,2845.962,3573.1620000000007,3038.402,2905.115,3194.016,3109.963,3013.375,3315.281,2970.17,3353.253,2704.917,2640.916,2632.99,2563.226,2564.873,2641.347,2550.101,196.42000000000007,IY1,AH0,iikam,,196.42000000000007,ta nithitiv papusihich iikam
karuk-2010-10-25-sd-vs-1_40.mat,iika,55,AH0,V2,2555.705,2653.772,164.584,237.085,230.607,221.062,215.514,217.789,222.417,223.095,191.013,123.926,125.406,124.958,124.508,124.879,125.476,125.729,126.888,129.30200000000002,131.519,132.938,133.412,346.797,367.448,335.816,375.4980000000001,393.12,364.709,389.233,453.968,512.03,463.93300000000005,367.434,321.382,302.065,300.136,308.5540000000001,297.966,279.251,277.116,277.331,276.511,272.063,1467.529,1845.572,1665.161,1584.5970000000002,1683.471,1475.058,1305.307,1365.4160000000004,1422.006,1449.5220000000004,1444.221,1442.639,1464.406,1457.4160000000004,1409.704,1384.6660000000004,1384.3470000000002,1362.583,1335.54,1386.936,1457.36,2527.067,2549.326,2542.632,2561.611,2521.764,2372.951,2392.918,2420.948,2447.584,2446.897,2476.519,2435.033,2415.4970000000008,2507.687,2583.658,2608.707000000001,2581.125,2583.062,2612.617,2672.177,2779.031,98.067,K,M,iikam,,98.067,ta nithitiv papusihich iikam
karuk-2010-10-25-sd-vs-2_11.mat,iku,56,IH0,V1,3899.864,4002.229,165.957,166.977,165.896,165.512,165.40099999999995,165.21,165.87400000000005,166.365,166.43200000000004,166.623,166.606,166.657,167.007,167.183,166.72799999999995,166.49400000000003,165.72099999999998,165.39700000000005,165.387,164.87099999999995,162.858,350.358,359.789,362.161,372.465,380.72,380.759,372.94,364.237,359.455,356.05,349.5780000000001,348.153,348.666,342.749,338.0080000000001,336.5130000000001,333.213,330.404,328.3230000000001,322.268,320.603,2043.388,1794.437,1806.906,1834.302,1902.941,1958.48,1971.392,1976.819,1998.994,2043.18,2120.974,2177.758,2164.963,2042.839,2074.277,2164.902,2093.741,2251.945,2267.166,2119.038,2121.774,2536.063,2642.855,2618.988,2619.237,2643.377,2674.333,2662.515,2634.881,2621.6240000000007,2589.516,2596.487,2613.956,2496.346,2382.009,2397.947,2407.979,2410.739,2361.903,2417.388,2466.693,2462.256,102.36500000000022,N,K,pananikustaan,,102.36500000000022,medford nivaarameesh vaa kaan pananikustaan ukrii
karuk-2010-10-25-sd-vs-2_11.mat,iku,56,K,C,4002.229,4103.433,161.32,161.138,159.282,157.624,156.989,156.809,158.47299999999996,162.661,165.75599999999997,165.555,164.257,165.355,165.71900000000005,165.71900000000005,165.71900000000005,165.71900000000005,165.71900000000005,165.71900000000005,165.71900000000005,165.71900000000005,165.71900000000005,552.029,326.408,339.031,349.927,364.741,375.809,364.427,365.332,386.892,412.115,411.985,417.272,435.194,607.643,613.133,451.109,454.375,595.019,1947.937,1638.02,259.731,2090.929,2235.549,2305.673,2264.243,2096.776,2163.055,2141.38,2093.351,2006.885,1968.841,2066.299,2047.994,1910.943,1872.895,1888.102,1919.22,1942.917,1999.033,2508.027,2462.855,1901.362,2663.992,2461.283,2394.292,2375.976,2367.762,2321.377,2642.961,2640.531,2532.46,2628.657,2528.648,2674.145,2620.521,2618.945,2626.955,2593.775,2505.219,2686.848,3830.371,3795.007,2526.24,101.20399999999971,IH0,UH0,pananikustaan,,101.20399999999971,medford nivaarameesh vaa kaan pananikustaan ukrii
karuk-2010-10-25-sd-vs-2_11.mat,iku,56,UH0,V2,4103.433,4191.547000000001,171.729,218.976,202.477,192.032,185.674,185.617,184.444,181.909,172.622,166.077,164.66,163.138,161.42,161.497,160.694,158.889,158.903,159.10299999999995,158.049,157.377,157.267,401.666,338.603,367.386,377.795,390.424,417.435,452.544,468.765,456.201,428.83,420.171,425.142,420.107,408.165,400.184,389.285,372.19,359.9890000000001,364.176,380.164,403.656,1735.443,1971.389,2003.444,1871.588,1836.109,1815.88,1777.615,1740.638,1689.424,1683.811,1705.947,1720.48,1671.505,1640.9879999999996,1640.934,1639.195,1635.463,1635.948,1644.592,1663.141,1695.606,2468.244,2511.231,2413.286,2332.345,2326.401,2352.33,2368.681,2351.69,2346.552,2363.388,2373.095,2377.595,2366.212,2368.217,2401.97,2469.309,2518.023,2531.605,2659.261,2883.28,2945.495,88.11400000000047,K,SH,pananikustaan,,88.11400000000047,medford nivaarameesh vaa kaan pananikustaan ukrii
karuk-2010-10-25-sd-vs-2_19.mat,uufi,57,UW1,V1,451.727,730.711,214.284,229.271,221.003,219.48,220.947,220.401,217.216,214.605,212.797,212.793,211.754,210.371,206.819,204.694,208.221,214.151,214.305,214.028,213.093,207.735,211.665,409.769,415.487,417.187,392.54,390.446,403.97,405.185,408.4980000000001,410.421,415.455,412.764,409.719,401.726,403.035,392.289,416.685,412.301,379.136,392.206,485.921,429.951,1095.1989999999996,1360.69,935.806,883.123,879.2,769.699,704.8510000000001,838.2710000000002,1194.737,952.026,1126.286,1068.636,1071.315,1071.635,1071.275,1027.425,1021.022,1012.614,1096.954,1895.827,1899.879,2418.742,2567.054,2457.751,2438.164,2461.365,2299.577,2431.757,2102.97,2072.415,2134.879,2323.063,2433.4970000000008,2454.99,2533.2270000000008,2616.313,2561.231,2561.8920000000007,2278.281,2261.276,2554.881,2806.807,278.98400000000004,P,F,papuufich,,278.98400000000004,papuufich iinaak tuvoonfuruk
karuk-2010-10-25-sd-vs-2_19.mat,uufi,57,F,C,730.711,820.8710000000002,216.638,213.433,213.846,214.15,214.33900000000003,214.867,215.826,217.023,218.759,218.959,217.643,216.238,217.015,215.521,218.515,218.713,214.922,213.679,215.45,221.74400000000003,222.019,528.12,433.815,436.809,441.21,456.381,471.931,468.054,463.986,473.655,504.835,614.851,646.682,551.678,542.932,516.747,502.689,898.1139999999998,804.898,516.9490000000002,465.167,407.907,1832.368,1766.513,1793.169,1797.3770000000004,1757.023,1727.191,1728.9,1805.864,1907.84,1906.276,1967.996,1904.106,1831.408,1900.761,1820.744,1742.991,2039.097,1897.914,1717.161,1857.21,1826.428,2723.868,2909.888,2798.494,2747.268,2692.363,2721.38,2806.527,2890.288,2884.382,2808.567,2500.186,2373.629,2507.463,2484.948,2512.988,2534.377,3188.646,3067.718,2629.859000000001,2716.824,2699.243,90.16000000000008,UW1,IH0,papuufich,,90.16000000000008,papuufich iinaak tuvoonfuruk
karuk-2010-10-25-sd-vs-2_19.mat,uufi,57,IH0,V2,820.8710000000002,918.45,192.102,220.514,220.302,214.465,208.18400000000003,203.038,197.997,194.447,191.352,188.182,185.022,182.053,180.42,180.825,185.056,187.914,185.077,180.395,179.899,177.882,175.102,397.552,398.992,415.087,416.043,402.034,390.798,387.718,388.574,383.715,373.304,378.117,403.969,438.605,462.693,438.012,410.562,393.516,389.674,376.494,357.527,350.467,1509.179,1792.744,1837.454,1475.76,1210.532,1132.733,1123.847,1140.221,1189.867,1220.706,1240.674,1324.833,1424.6470000000004,1454.792,1523.682,1676.973,1771.434,1824.015,1868.418,1910.04,1971.947,2535.395,2749.302,2350.052,2201.716,2290.676,2358.288,2397.342,2471.271,2516.315,2518.172,2488.539,2508.283,2511.668,2501.739,2545.222,2616.053,2682.079,2701.333,2697.41,2690.655,2878.41,97.57899999999997,F,CH,papuufich,,97.57899999999997,papuufich iinaak tuvoonfuruk
