Filename,seq,seq_id,Label,part,seg_Start,seg_End,pF0_mean,pF0_means001,pF0_means002,pF0_means003,pF0_means004,pF0_means005,pF0_means006,pF0_means007,pF0_means008,pF0_means009,pF0_means010,pF0_means011,pF0_means012,pF0_means013,pF0_means014,pF0_means015,pF0_means016,pF0_means017,pF0_means018,pF0_means019,pF0_means020,pF1_mean,pF1_means001,pF1_means002,pF1_means003,pF1_means004,pF1_means005,pF1_means006,pF1_means007,pF1_means008,pF1_means009,pF1_means010,pF1_means011,pF1_means012,pF1_means013,pF1_means014,pF1_means015,pF1_means016,pF1_means017,pF1_means018,pF1_means019,pF1_means020,pF2_mean,pF2_means001,pF2_means002,pF2_means003,pF2_means004,pF2_means005,pF2_means006,pF2_means007,pF2_means008,pF2_means009,pF2_means010,pF2_means011,pF2_means012,pF2_means013,pF2_means014,pF2_means015,pF2_means016,pF2_means017,pF2_means018,pF2_means019,pF2_means020,pF3_mean,pF3_means001,pF3_means002,pF3_means003,pF3_means004,pF3_means005,pF3_means006,pF3_means007,pF3_means008,pF3_means009,pF3_means010,pF3_means011,pF3_means012,pF3_means013,pF3_means014,pF3_means015,pF3_means016,pF3_means017,pF3_means018,pF3_means019,pF3_means020,dur,before,after,word,issue,dur_mod,sentence
karuk-2011-12-21-vs-5_05.mat,iika,92,IY1,V1,1276.766,1516.9720000000002,152.97,152.97,152.97,152.97,147.567,155.32399999999996,166.662,175.054,177.418,176.74900000000005,174.305,168.676,160.437,152.876,147.972,144.727,140.89700000000005,136.85,131.185,125.402,119.45,356.374,453.839,439.385,410.995,396.887,418.693,421.992,415.87,388.825,373.073,363.576,351.227,336.38,322.116,314.4,308.094,293.571,285.015,275.913,280.198,272.486,2194.202,1817.584,2046.216,2152.02,2156.504,2272.86,2233.084,2189.84,2170.772,2191.638,2199.356,2198.735,2179.9970000000008,2177.237,2199.8160000000007,2234.1,2245.212,2264.684,2281.811,2324.563,2363.985,2806.568,2498.773,2580.069,2607.856,2684.803,2754.169000000001,2827.364,2850.312,2844.345,2846.885,2869.55,2871.358,2889.179,2864.061,2887.736,2865.961,2858.616,2852.861,2854.578,2875.778,2952.48,240.2060000000001,M,K,iikam,,240.2060000000001,pamuqakah uum iikam
karuk-2011-12-21-vs-5_05.mat,iika,92,K,C,1516.9720000000002,1681.734,245.80900000000003,110.953,106.264,105.223,283.601,297.951,286.208,276.345,275.65,281.253,304.362,324.7290000000001,324.7290000000001,324.7290000000001,324.7290000000001,324.7290000000001,324.7290000000001,324.7290000000001,324.7290000000001,324.7290000000001,324.7290000000001,593.3530000000002,250.405,274.374,309.654,372.091,412.671,320.608,310.073,317.634,319.77,398.288,248.143,1253.85,803.3,1468.432,1348.322,1082.749,890.597,728.255,434.26,298.783,2116.257,2342.103,2324.961,2368.019,2320.013,2306.44,1696.7220000000002,1595.263,1552.0839999999996,1827.864,1947.094,2016.192,2732.175,2375.649,2439.3520000000008,2054.936,2009.828,2134.953,2092.315,2109.185,2071.964,2858.538,2816.825,2806.215,2585.922,3070.93,3549.693,2660.898,2367.174,2500.781,2685.974,2512.764,2882.728,3953.325,3459.703,3371.984000000001,2729.419000000001,2573.8920000000007,2645.368,2693.3540000000007,2740.046,2671.038,164.76199999999972,IY1,AH0,iikam,,164.76199999999972,pamuqakah uum iikam
karuk-2011-12-21-vs-5_05.mat,iika,92,AH0,V2,1681.734,1743.612,219.227,239.128,237.901,230.71,226.323,226.708,225.67,225.351,223.861,222.697,220.325,220.148,218.201,216.062,214.424,213.023,211.238,208.925,207.596,204.287,201.36,241.372,274.943,274.622,277.434,272.91200000000003,259.768,246.447,238.469,234.95,234.991,236.832,235.427,230.918,226.84,224.305,221.303,216.015,212.698,220.985,235.333,248.153,1527.007,2026.913,2026.747,2024.129,1982.949,1914.957,1867.008,1833.124,1798.8970000000004,1747.3870000000004,1616.885,1437.035,1347.3629999999996,1317.302,1275.152,1213.273,1170.211,1148.886,1107.897,956.083,869.438,2651.275,2689.9040000000005,2752.593,2837.5370000000007,2810.246,2729.873,2680.101,2674.099,2700.724,2744.384,2737.724,2658.458,2568.326,2528.373,2502.248,2463.039,2472.547,2574.456,2735.18,2671.341,2484.887,61.87800000000015,K,M,iikam,,61.87800000000015,pamuqakah uum iikam
karuk-2011-12-21-vs-5_20.mat,iika,93,IY1,V1,749.803,945.624,87.626,44.977,44.951,44.877,45.161,46.07899999999999,46.414,60.051,92.296,93.303,94.199,96.04,97.297,97.347,96.881,95.494,94.077,93.146,91.67,166.68599999999995,167.91,346.8590000000001,301.317,343.059,338.93300000000005,346.158,362.647,350.11800000000005,348.469,358.235,358.61300000000006,362.896,366.972,364.103,365.517,361.862,358.465,350.8,341.987,332.449,325.38,306.747,2119.46,1988.591,1822.607,1884.427,2008.682,2077.718,2093.965,2112.789,2116.404,2123.404,2113.43,2161.717,2173.148,2174.833,2169.813,2186.902,2192.97,2213.089,2235.252,2251.388,2263.416,2604.451,2435.353,2326.067,2341.5660000000007,2413.291,2478.215,2544.845,2614.452,2624.216,2635.489,2639.364,2718.573,2762.46,2751.77,2778.165,2739.341,2747.931,2724.555,2719.144,2636.188,2474.522,195.8209999999999,P,K,iikam,,195.8209999999999,ipit ip iikam pachishiih ukrii
karuk-2011-12-21-vs-5_20.mat,iika,93,K,C,945.624,1015.686,166.78,164.872,171.94799999999995,170.687,164.135,161.868,161.868,161.868,161.868,161.868,161.868,161.868,161.868,161.868,161.868,161.868,161.868,161.868,161.868,161.868,161.868,603.183,256.788,244.669,250.221,275.931,301.206,309.468,321.86,344.3780000000001,386.278,779.548,988.005,965.74,927.762,863.418,1020.566,1707.118,1172.247,481.913,263.732,295.848,2170.972,2260.405,2240.62,2184.915,1994.867,1824.891,1867.547,2033.856,2124.489,2046.483,2015.383,2034.43,2327.16,2300.711,2172.311,2191.839,2557.846,2489.396,2433.246,2339.798,2150.611,2741.9120000000007,2674.395,2865.006,2810.011,2712.455,2655.05,2535.931,2365.837,2428.442,2628.266,2624.116,2501.166,2490.062,2691.1040000000007,2656.623,2821.283,3427.409,3240.204,3102.615,2974.88,2758.152,70.06200000000014,IY1,AH0,iikam,,70.06200000000014,ipit ip iikam pachishiih ukrii
karuk-2011-12-21-vs-5_20.mat,iika,93,AH0,V2,1015.686,1085.062,168.933,210.159,210.797,192.605,179.02700000000004,169.389,166.976,166.02200000000005,165.732,165.685,165.565,165.33599999999996,164.488,163.81799999999996,163.545,162.65,159.97899999999996,157.281,154.78799999999995,157.072,157.87,425.72,332.581,372.017,394.455,406.565,421.80800000000005,436.971,449.826,460.195,476.276,492.942,500.392,507.182,508.723,494.229,464.572,425.717,386.703,358.714,329.18,311.462,1496.496,2045.218,1954.13,1892.774,1867.745,1837.544,1800.1129999999996,1750.716,1706.1429999999998,1660.9589999999996,1604.35,1546.871,1467.645,1345.442,1234.271,1147.016,1086.886,1045.398,1016.372,993.692,972.208,2247.064,2449.29,2289.637,2280.657,2277.2870000000007,2272.918,2271.666,2271.47,2267.721,2256.281,2232.203,2193.338,2170.432,2192.543,2209.73,2217.994,2222.969,2212.203,2195.973,2205.314,2234.8160000000007,69.37599999999986,K,M,iikam,,69.37599999999986,ipit ip iikam pachishiih ukrii
karuk-2011-12-21-vs-5_21.mat,iika,94,IY1,V1,979.214,1165.903,163.219,170.537,169.234,170.238,171.923,172.865,174.16299999999995,175.533,175.25400000000005,174.143,172.509,170.047,167.024,163.554,160.955,158.33700000000005,153.014,148.58700000000005,145.119,138.109,134.235,323.4190000000001,336.31699999999995,337.865,339.379,341.161,343.858,344.55800000000005,344.146,343.282,342.42,338.54,333.477,327.781,322.491,316.36,305.615,311.841,307.671,295.6040000000001,276.315,261.936,2260.9970000000008,2193.456,2210.932,2238.794,2240.693,2245.1710000000007,2235.593,2243.049,2248.53,2240.843,2207.306,2201.186,2246.49,2256.653,2259.164,2281.131,2385.867,2384.324,2392.903,2199.447,2324.832000000001,2732.516,2760.011,2872.858,2960.734000000001,2950.824,2908.916,2868.695,2880.993,2893.73,2862.63,2755.056,2775.752,2724.542,2673.451,2625.042,2547.177,2537.793,2646.28,2588.571,2421.914,2425.451,186.68900000000008,HH,K,iikam,,186.68900000000008,chishiih iikam ukrii
karuk-2011-12-21-vs-5_21.mat,iika,94,K,C,1165.903,1234.972,130.815,130.78,130.713,131.282,131.186,130.219,129.749,129.749,129.749,129.749,129.749,129.749,129.749,129.749,129.749,129.749,129.749,129.749,129.749,129.749,129.749,406.121,258.971,254.602,242.551,231.831,263.04,318.77,327.721,306.173,314.122,341.2030000000001,351.55300000000005,344.39,328.612,278.855,1319.9029999999998,1097.847,287.853,383.96,392.703,398.942,2232.825,2401.135,2396.011,2402.62,2394.381,2338.006,2303.784,2287.304,2253.968,2201.275,2174.375,2146.209,2117.397,2106.259,2102.087,2601.637,2487.713,2028.683,2036.968,2013.321,1839.251,2765.8190000000004,2488.298,2500.291,2495.035,2574.831,2604.791,2660.002,2827.078,2781.521,2660.68,2715.686,2794.541,2845.446,2858.66,2883.809,3573.911,3436.913,2905.045,2883.943,2546.915,2267.254,69.06899999999996,IY1,AH0,iikam,,69.06899999999996,chishiih iikam ukrii
karuk-2011-12-21-vs-5_21.mat,iika,94,AH0,V2,1234.972,1304.456,73.913,73.913,73.913,73.913,73.913,72.96600000000002,73.387,73.581,73.499,73.663,73.795,73.857,73.794,73.682,73.702,73.919,74.202,74.387,74.558,74.725,74.729,410.944,404.38,417.393,438.795,448.847,439.937,438.891,448.034,441.105,418.841,413.815,421.484,409.138,385.233,386.24,397.981,384.796,362.194,375.919,398.967,387.831,1176.03,1733.638,1682.2479999999996,1616.9920000000004,1569.912,1503.797,1375.876,1328.885,1312.307,1237.322,1109.017,1066.697,1059.313,1015.926,929.486,877.574,857.096,831.9,798.069,780.937,773.164,2370.058,2299.572,2321.206,2327.78,2326.631,2321.926,2333.875,2365.478,2391.657,2416.926,2417.692,2361.138,2301.345,2283.158,2315.295,2349.825,2374.806,2427.993,2472.23,2493.6910000000007,2512.264,69.48400000000015,K,M,iikam,,69.48400000000015,chishiih iikam ukrii
karuk-2011-12-21-vs-5_22.mat,iika,95,IY1,V1,1116.737,1307.567,118.677,126.773,85.23700000000002,83.471,83.64299999999999,84.98,86.311,86.839,86.915,86.677,86.77799999999998,86.87799999999999,86.837,149.149,171.359,169.282,167.122,164.488,161.915,158.906,152.796,318.95,331.577,323.0440000000001,311.594,312.027,312.4290000000001,314.939,318.633,323.743,324.428,329.172,329.292,331.52,331.111,328.205,324.007,320.298,314.137,303.9840000000001,297.065,299.516,2188.704,2120.003,2136.702,2134.665,2139.659,2135.763,2149.075,2143.481,2146.183,2155.218,2178.635,2200.173,2166.035,2174.003,2190.672,2198.126,2228.259,2241.475,2255.759,2312.726,2348.769,2931.6240000000007,2908.289,2948.215,2941.531,2953.943,2964.127,2957.788,2980.072,3042.24,3033.182,3062.598,3203.707000000001,2997.703,3001.7290000000007,3012.953,2969.388,2916.44,2823.337,2731.239,2634.607,2594.616,190.82999999999996,HH,K,iikam,,190.82999999999996,chishiih iikam uthaaniv
karuk-2011-12-21-vs-5_22.mat,iika,95,K,C,1307.567,1409.779,225.566,147.486,146.528,146.129,143.94,140.805,149.255,159.914,174.454,174.454,174.454,174.454,306.762,302.66,302.376,301.757,300.6670000000001,299.093,297.459,296.516,249.981,1027.342,283.01,258.928,241.738,226.982,233.122,238.05,198.026,1584.7879999999998,2286.673,2295.902,1782.569,1500.943,1499.394,1519.181,1689.939,1786.7720000000004,831.105,1195.519,583.594,313.64,2321.088,2340.632,2327.38,2322.17,2330.911,2353.065,2360.449,2307.985,2363.275,2330.821,2434.726,2388.0,2383.414,2335.067,2319.735,2379.609,2291.41,2247.219,2442.784,2183.8,2045.171,3075.269,2576.859,2781.284,3012.9640000000004,3036.16,2998.859000000001,3079.258,2860.284,3315.395,3524.81,3427.146,3316.847,3240.567,3185.915,3130.619,3160.623,3241.55,2994.036,3385.027,2927.331,2369.056,102.212,IY1,AH0,iikam,,102.212,chishiih iikam uthaaniv
karuk-2011-12-21-vs-5_22.mat,iika,95,AH0,V2,1409.779,1465.599,175.77599999999995,225.935,217.655,205.673,196.352,184.145,180.569,175.53900000000004,174.707,174.294,173.18900000000005,169.77,167.872,165.261,163.368,161.32399999999996,159.894,158.20600000000005,155.901,154.776,153.014,393.491,345.402,369.671,392.155,417.662,440.773,454.377,456.469,454.779,454.372,445.974,428.09,404.46,381.36300000000006,367.291,358.58,353.16,349.394,345.647,342.042,338.718,1244.108,1807.659,1723.466,1705.98,1668.3270000000002,1611.6429999999998,1553.164,1505.3370000000002,1414.973,1230.183,1086.427,1039.531,1020.752,999.859,977.31,955.685,940.707,929.856,920.686,912.995,905.953,2196.039,2098.364,2126.535,2169.265,2210.052,2228.325,2228.836,2210.33,2174.893,2166.812,2190.13,2188.748,2173.088,2160.343,2163.211,2183.704,2209.3160000000007,2233.4,2253.0660000000007,2265.0170000000007,2275.228,55.819999999999936,K,M,iikam,,55.819999999999936,chishiih iikam uthaaniv
karuk-2011-12-21-vs-5_23.mat,iika,96,IY1,V1,1306.222,1479.089,99.278,151.774,153.70600000000005,142.373,75.402,75.683,75.795,75.789,76.029,76.237,76.336,76.274,76.38600000000002,76.465,76.41199999999998,76.086,75.632,108.098,148.157,143.44299999999996,142.034,309.712,315.875,307.895,300.534,309.671,307.116,306.693,313.223,313.022,314.844,314.992,311.99,313.845,314.991,311.279,310.593,309.68,306.16,304.345,304.587,301.488,2136.827,2086.113,2093.785,2095.077,2082.554,2072.608,2078.934,2077.675,2082.428,2075.616,2098.791,2123.364,2133.376,2157.277,2144.172,2143.194,2194.113,2219.696,2223.419,2247.437,2303.209,2844.4390000000008,2727.4040000000005,2733.371,2798.535,2827.427,2824.907,2868.403,2871.275,2881.585,2885.753,2903.148,2909.5170000000007,2905.323,2890.4440000000004,2884.8,2838.1040000000007,2816.013,2793.147,2751.116,2839.987,2947.3140000000008,172.86699999999996,HH,K,iikam,,172.86699999999996,pananichishiih iikam uthaaniv
karuk-2011-12-21-vs-5_23.mat,iika,96,K,C,1479.089,1586.651,222.625,140.046,143.039,141.601,143.311,146.023,147.128,142.88,142.328,142.328,142.328,303.784,301.291,306.197,297.969,294.936,292.396,291.954,292.766,292.574,292.574,583.692,291.757,269.248,251.393,888.948,1013.501,702.618,405.467,354.575,305.275,330.2680000000001,353.536,316.713,905.104,1067.87,797.153,690.1060000000001,749.0880000000002,736.421,940.392,340.905,2178.323,2306.99,2300.181,2130.687,2176.0,2314.361,2298.451,2255.17,2238.48,2253.6910000000007,2303.456,2248.138,2102.999,2167.263,2204.631,2134.832000000001,2076.264,2047.016,1983.899,2152.274,1862.054,2877.17,3028.371,2897.327,2323.025,2870.923,3071.712,2963.825,2929.436,2922.14,2971.2470000000008,2466.32,2516.422,2876.367,3079.187,3128.774000000001,2996.64,2810.1020000000008,2894.432,2988.136,2979.504000000001,2763.453,107.56200000000014,IY1,AH0,iikam,,107.56200000000014,pananichishiih iikam uthaaniv
karuk-2011-12-21-vs-5_23.mat,iika,96,AH0,V2,1586.651,1635.608,138.594,138.594,138.594,138.594,138.594,138.594,138.594,138.594,138.594,138.594,138.594,138.594,138.594,138.594,138.594,138.594,138.594,140.086,139.735,138.003,137.668,372.968,377.301,391.866,404.415,415.227,430.038,443.959,453.477,451.167,414.95,354.838,318.906,325.468,346.8880000000001,358.932,351.742,336.504,323.927,320.6790000000001,324.163,327.8280000000001,1273.909,1878.928,1752.2720000000004,1671.3429999999996,1644.368,1602.286,1540.224,1486.799,1445.18,1374.196,1237.804,1089.207,1023.282,1016.762,1021.651,1018.965,1004.264,982.792,954.624,924.395,894.6210000000002,2378.187,2377.822,2300.786,2315.914,2330.631,2345.182,2351.769,2354.682,2358.342,2360.126,2356.447,2339.716,2326.493,2346.353,2392.907,2426.838,2423.656,2394.1,2390.4210000000007,2456.223,2531.898,48.95699999999989,K,M,iikam,,48.95699999999989,pananichishiih iikam uthaaniv
karuk-2011-12-21-vs-5_24.mat,iika,97,IY1,V1,0.0,116.6,132.1,132.1,132.1,132.1,132.1,146.372,144.59799999999996,142.261,140.316,138.72899999999998,137.27,135.47,133.596,131.86,130.32,128.806,127.293,125.446,122.891,119.572,114.675,280.342,280.342,280.342,280.342,280.342,318.94,319.188,314.911,306.029,298.963,299.318,298.927,297.003,303.791,306.128,280.583,256.438,256.268,234.865,219.442,195.926,2109.216,2109.216,2109.216,2109.216,2109.216,2080.509,2059.584,2030.838,2007.177,1972.989,1939.131,2006.17,2082.782,2175.144,2177.465,2106.365,2101.547,2150.836,2205.893,2335.958,2271.538,2776.639,2776.639,2776.639,2776.639,2776.639,2474.935,2609.771,2715.364,2688.7790000000005,2613.072,2659.7090000000007,2732.795,2702.476,3103.156,2993.508,2752.3720000000008,2749.585,2770.011,2803.88,2931.614,2983.418,116.6,,K,iikam,beginning cut off,116.6,iikam ukrii
karuk-2011-12-21-vs-5_24.mat,iika,97,K,C,116.6,228.308,114.509,113.011,106.436,108.332,123.882,125.81,125.81,125.81,125.81,125.81,125.81,125.81,125.81,125.81,125.81,125.81,125.81,125.81,125.81,125.81,125.81,813.1289999999998,177.699,137.556,243.428,286.751,461.713,662.687,602.823,343.051,745.002,1133.749,1045.278,1049.692,1039.428,763.8710000000002,1253.143,1464.009,1759.303,1713.34,1061.153,337.124,2257.036,2390.974,2526.263,2490.093,2447.656,2339.207000000001,2307.863,2320.418,2365.991,2363.396,2290.67,2196.847,2300.494,2319.253,2221.257,2139.704,2100.298,2057.873,1978.406,2097.97,1863.788,3036.931,3003.438,3201.828,3106.666,2865.132,2758.436,2597.878,2706.988,2843.99,3025.51,3225.4590000000007,3198.337,3167.326,3158.998,3013.795,2937.663,3090.218,3258.9970000000008,3164.6220000000008,3279.449,3049.556,111.708,IY1,AH0,iikam,beginning cut off,111.708,iikam ukrii
karuk-2011-12-21-vs-5_24.mat,iika,97,AH0,V2,228.308,306.807,48.428,48.428,48.428,48.428,54.599,54.67100000000001,54.71,54.67,55.288,55.573,55.573,55.573,55.573,44.26600000000001,44.201,44.243,44.328,44.319,44.289,44.96,45.697,352.4380000000001,359.028,384.834,408.446,406.167,366.167,344.319,364.211,385.444,373.55800000000005,371.279,392.582,384.466,368.557,377.815,354.162,302.79,298.1,285.853,272.699,269.028,1108.539,1770.096,1607.428,1553.946,1531.446,1479.292,1324.664,1200.555,1165.737,1102.795,997.803,945.741,920.274,894.0980000000002,868.715,833.294,801.235,785.538,789.38,789.174,732.3560000000001,2172.826,2353.387,1988.536,2025.484,2070.425,2112.068,2102.523,2045.983,2068.961,2143.233,2189.337,2183.812,2193.368,2201.208,2192.38,2168.945,2182.586,2249.822,2291.736,2303.935,2302.347,78.49900000000002,K,M,iikam,beginning cut off,78.49900000000002,iikam ukrii
karuk-2011-12-21-vs-5_32.mat,iika,98,IY1,V1,1421.579,1648.795,121.623,73.39699999999998,75.18,77.58,80.316,81.405,81.792,89.25399999999998,164.734,163.496,160.718,156.768,152.684,148.96200000000005,145.483,141.744,137.725,133.536,128.7,124.027,118.289,321.893,384.879,397.53,373.718,361.4980000000001,356.639,352.23,350.1230000000001,342.332,340.358,340.125,325.78,310.53,302.971,295.052,288.244,281.46,273.666,263.133,255.975,245.143,2151.136,2049.542,2160.411,2131.805,2138.681,2149.054,2150.141,2140.732,2130.264,2124.084,2147.435,2150.433,2145.879,2164.426,2170.561,2191.949,2171.437,2180.706,2168.536,2162.364,2197.106,2735.443,2322.368,2398.817,2538.25,2560.692,2701.532,2787.732,2823.031,2830.921,2832.289,2814.711,2797.177,2860.518,2894.489,2891.144,2908.35,2876.866,2844.791,2739.687,2665.415,2622.579,227.21600000000007,M,K,iikam,,227.21600000000007,pananiputiruh uum iikam
karuk-2011-12-21-vs-5_32.mat,iika,98,K,C,1648.795,1802.09,202.575,111.731,110.3,104.397,104.836,104.836,269.411,268.092,270.887,278.716,309.665,309.665,309.665,309.665,309.665,309.665,309.665,309.665,309.665,309.665,202.959,611.059,232.806,247.215,297.119,357.69,396.695,335.466,301.47,567.366,950.091,388.55800000000005,576.0419999999998,687.427,1090.424,680.895,1053.775,1179.512,933.781,810.171,821.11,410.591,2046.071,2211.25,2231.931,1471.1529999999998,1771.9260000000004,2181.1620000000007,1716.85,1589.73,1907.302,2307.676,1612.759,1913.945,2188.837,2251.359,1951.628,2238.096,2313.564,2313.211,2354.501,2263.237,2175.6020000000008,2797.903,2839.288,2608.742,2261.1220000000008,2322.822,2997.045,2942.347,2258.0460000000007,2742.704,3374.5,2827.923,3049.022,3139.505,3294.211,3032.119,2839.7270000000008,2929.317,2719.8340000000007,2545.013,2578.338,2541.716,153.29499999999985,IY1,AH0,iikam,,153.29499999999985,pananiputiruh uum iikam
karuk-2011-12-21-vs-5_32.mat,iika,98,AH0,V2,1802.09,1903.819,141.486,202.807,202.88,199.603,197.3,192.745,186.251,183.333,183.333,110.765,110.433,111.704,112.238,111.988,114.016,115.692,111.186,109.208,109.2,107.675,106.336,365.972,242.927,244.878,254.111,272.04200000000003,359.802,427.677,413.254,409.104,428.42,435.534,432.596,435.424,449.219,371.171,329.935,341.631,369.342,391.647,389.826,339.952,1375.48,1998.254,1973.194,1954.928,1857.003,1861.021,1638.135,1493.989,1480.645,1403.691,1360.719,1291.014,1227.127,1189.589,1108.191,1068.127,996.877,936.579,881.701,867.727,901.653,2357.174,2613.011,2602.325,2578.243,2504.996,2276.133,2142.79,2130.233,2138.23,2181.284,2188.74,2249.683,2285.538,2291.706,2303.884,2355.031,2414.94,2450.282,2463.728,2462.309,2459.198,101.72900000000004,K,M,iikam,,101.72900000000004,pananiputiruh uum iikam
karuk-2011-12-21-vs-5_34.mat,iika,99,IY1,V1,1327.898,1555.773,129.409,88.925,89.696,90.406,91.691,92.298,90.67,89.17200000000003,88.652,169.85,176.68200000000004,174.019,169.2,163.644,158.91899999999995,154.14,149.379,144.946,139.97,135.236,128.528,336.16,405.846,413.73800000000006,399.052,380.949,361.074,352.745,347.208,344.451,342.055,336.1230000000001,331.659,326.916,326.092,320.693,312.782,306.475,294.409,286.6140000000001,286.137,252.724,2160.0660000000007,1774.356,1978.517,2032.864,2057.34,2074.739,2099.583,2138.688,2166.097,2141.507,2172.953,2205.43,2230.684,2214.187,2223.756,2258.565,2352.091,2297.943,2283.503,2271.999,2235.504,2641.713,2424.913,2482.635,2535.374,2550.764,2576.981,2557.286,2591.519,2666.6,2700.357,2714.644,2718.722,2614.331,2699.481,2713.114,2521.646,2681.78,2739.206,2785.197,2757.1020000000008,2813.6020000000008,227.875,M,K,iikam,,227.875,pananichishii uum iikam
karuk-2011-12-21-vs-5_34.mat,iika,99,K,C,1555.773,1675.04,156.532,118.555,114.732,115.303,41.237,41.057,40.942,113.544,296.308,292.889,292.034,293.646,293.646,293.646,293.646,293.646,293.646,293.646,293.646,293.646,293.646,595.198,243.788,260.083,302.16,323.025,324.595,317.591,314.332,331.676,345.202,1102.2910000000004,1175.296,1022.212,929.608,859.9639999999998,589.665,782.023,882.388,726.5369999999998,575.068,452.802,2090.832000000001,2267.917,2305.699,2099.967,1748.181,1770.1570000000004,1858.009,1793.929,1561.264,1921.891,2279.158,2305.533,2332.008,2351.358,2313.572,2158.931,2102.449,2263.551,2300.683,2035.92,1934.998,2668.355,2714.65,2720.4970000000008,2665.336,2705.011,2553.515,2442.679,2557.048,2556.887,2556.232,2677.241,2675.205,2773.679,2834.597,2797.155,2773.783,2771.083,2683.285,2667.578,2659.657,2556.452,119.26700000000004,IY1,AH0,iikam,,119.26700000000004,pananichishii uum iikam
karuk-2011-12-21-vs-5_34.mat,iika,99,AH0,V2,1675.04,1757.958,63.68,63.68,63.68,63.68,63.68,63.68,63.68,63.68,65.553,65.803,66.744,67.156,67.42,67.484,67.258,62.963,59.956,59.469,59.433,59.807,60.271,355.756,364.173,322.541,293.586,279.911,298.21,318.953,344.107,386.451,450.17,504.974,430.832,372.273,439.339,423.93,368.316,332.494,292.759,297.9790000000001,318.171,298.553,1415.454,1879.525,1833.917,1868.345,1930.74,1805.296,1693.906,1686.0279999999998,1664.494,1481.501,1466.214,1390.237,1246.419,1177.082,1130.234,1074.094,1025.159,1000.662,987.619,979.068,961.445,2246.985,2387.806,2342.155,2295.125,2272.031,2191.543,2148.541,2128.286,2052.06,2119.95,2207.302,2223.4,2212.288,2187.286,2175.605,2215.948,2264.304,2347.62,2351.804,2358.356,2390.032,82.91799999999989,K,M,iikam,,82.91799999999989,pananichishii uum iikam
karuk-2011-12-21-vs-5_61.mat,ika,100,IH0,V1,552.818,635.0409999999998,190.013,187.261,192.18400000000003,191.279,192.775,194.961,196.88,198.501,198.693,197.769,196.638,195.37,193.848,192.575,191.263,190.125,188.319,182.577,174.011,172.112,173.13099999999997,418.936,514.3,419.421,428.476,431.545,432.851,430.909,425.628,421.461,419.882,420.273,420.383,419.855,417.4380000000001,410.185,399.263,390.593,389.072,393.043,396.43,383.821,1725.055,1506.7020000000002,1390.895,1447.0870000000002,1502.432,1557.014,1601.793,1626.12,1642.349,1665.684,1713.3,1756.569,1777.355,1801.801,1830.589,1855.342,1904.605,1964.157,1976.615,1967.71,1973.384,2302.2,2447.241,2408.496,2387.807,2368.327,2366.338,2379.447,2389.6620000000007,2373.231,2341.277,2317.885,2304.606,2288.849,2260.523,2237.973,2228.636,2208.971,2173.652,2163.449,2189.798,2201.272,82.22299999999996,R,K,paqikxurikar,,82.22299999999996,paqikxurikar iyuunkuriheesh payqook
karuk-2011-12-21-vs-5_61.mat,ika,100,K,C,635.0409999999998,737.0239999999999,181.43400000000003,169.40900000000005,164.88,163.107,171.699,185.319,189.895,191.552,193.238,195.998,198.61900000000003,198.61900000000003,198.61900000000003,198.61900000000003,198.61900000000003,198.61900000000003,198.61900000000003,198.61900000000003,198.61900000000003,198.61900000000003,198.61900000000003,528.776,357.199,360.468,378.163,388.011,402.077,424.27,418.89,418.635,434.029,427.934,457.117,851.216,1044.737,933.597,601.077,582.0169999999998,676.067,663.418,427.514,370.356,2031.487,1987.381,2007.958,1933.247,1876.197,1848.361,1887.646,1929.698,1821.211,1828.488,1931.968,1966.496,2093.712,2181.592,2213.545,2226.783,2316.76,2265.413,2248.637,2185.033,1901.162,2376.596,2182.26,2161.042,2178.664,2220.298,2242.373,2242.569,2238.467,2224.01,2232.776,2231.743,2411.156,2520.205,2510.226,2469.073,2426.847,2600.278,2817.539,2800.0170000000007,2464.699,2400.149,101.98299999999996,IH0,AH0,paqikxurikar,,101.98299999999996,paqikxurikar iyuunkuriheesh payqook
karuk-2011-12-21-vs-5_61.mat,ika,100,AH0,V2,737.0239999999999,806.6030000000002,160.644,160.644,160.644,160.644,164.761,164.447,163.786,163.319,162.892,162.694,162.115,161.69799999999995,161.04,160.546,159.804,159.219,158.57399999999996,157.998,157.553,157.196,156.914,458.479,386.222,403.544,416.568,430.317,444.7,455.734,464.328,471.434,476.822,480.224,482.206,482.893,482.795,481.972,480.096,476.637,472.759,468.628,464.1230000000001,458.73,1757.43,1852.221,1839.795,1819.98,1796.136,1787.975,1786.529,1780.067,1770.755,1762.902,1756.101,1748.22,1742.058,1737.9820000000002,1731.734,1723.497,1716.629,1710.836,1703.2579999999996,1695.224,1690.885,2306.02,2358.803,2303.604,2265.022,2257.75,2283.724,2300.08,2298.318,2289.722,2287.971,2298.443,2313.429,2327.112,2331.819,2325.198,2317.182,2313.049,2311.878,2309.228,2305.758,2302.837,69.57900000000018,K,R,paqikxurikar,,69.57900000000018,paqikxurikar iyuunkuriheesh payqook
