Filename	Label	seg_Start	seg_End	pF0_mean	pF0_means001	pF0_means002	pF0_means003	pF0_means004	pF0_means005	pF0_means006	pF0_means007	pF0_means008	pF0_means009	pF0_means010	pF0_means011	pF0_means012	pF0_means013	pF0_means014	pF0_means015	pF0_means016	pF0_means017	pF0_means018	pF0_means019	pF0_means020	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF1_means004	pF1_means005	pF1_means006	pF1_means007	pF1_means008	pF1_means009	pF1_means010	pF1_means011	pF1_means012	pF1_means013	pF1_means014	pF1_means015	pF1_means016	pF1_means017	pF1_means018	pF1_means019	pF1_means020	pF2_mean	pF2_means001	pF2_means002	pF2_means003	pF2_means004	pF2_means005	pF2_means006	pF2_means007	pF2_means008	pF2_means009	pF2_means010	pF2_means011	pF2_means012	pF2_means013	pF2_means014	pF2_means015	pF2_means016	pF2_means017	pF2_means018	pF2_means019	pF2_means020	pF3_mean	pF3_means001	pF3_means002	pF3_means003	pF3_means004	pF3_means005	pF3_means006	pF3_means007	pF3_means008	pF3_means009	pF3_means010	pF3_means011	pF3_means012	pF3_means013	pF3_means014	pF3_means015	pF3_means016	pF3_means017	pF3_means018	pF3_means019	pF3_means020	
karuk-2010-07-23-ag-vs-4_44.mat	"F"	1019.153	1195.024	171.506	169.906	167.794	171.525	176.281	176.358	176.358	176.358	176.358	176.358	176.358	176.358	176.358	176.358	176.358	176.358	176.358	176.358	176.358	176.358	176.358	1322.882	1508.906	1484.644	1429.920	1403.695	1354.798	1304.357	1332.514	1353.056	1392.114	1401.281	1152.484	1245.012	1485.116	1525.844	1320.909	914.762	1207.560	1373.303	1312.648	1023.967	2039.986	2063.197	2071.935	2099.742	2200.974	2110.443	2060.564	1964.464	2065.387	2054.655	2282.862	2106.185	2114.048	2103.840	2392.531	1791.290	1670.427	1789.887	1834.878	2040.432	2027.511	3117.759	3107.396	3197.598	3254.673	3162.703	3204.861	3199.414	3133.858	3272.919	3211.504	3229.622	3290.341	3315.689	3193.268	3326.184	2839.510	2768.243	2699.687	2913.751	3171.216	2942.769	
karuk-2010-07-23-ag-vs-4_44.mat	"IH0"	1195.024	1291.042	72.732	72.732	74.300	73.323	72.888	72.614	72.290	72.196	72.428	72.496	72.496	72.496	72.496	72.496	72.496	72.496	72.496	72.496	72.496	72.496	72.496	354.468	320.811	354.016	366.584	362.059	366.440	382.544	371.486	344.134	355.070	370.972	374.181	347.221	331.428	357.802	366.251	349.660	358.158	364.693	343.806	309.862	1790.368	1590.212	1539.433	1545.257	1569.969	1487.441	1572.474	1712.989	1816.183	1859.567	1855.994	1835.304	1829.085	1867.899	1902.156	1867.675	1847.889	1863.286	1899.836	2103.768	2216.265	2360.922	2434.244	2240.610	2231.596	2241.635	2228.309	2216.394	2207.888	2296.508	2420.301	2390.917	2338.534	2347.119	2359.103	2380.167	2420.652	2460.090	2477.149	2486.521	2403.820	2574.158	
karuk-2010-07-23-ag-vs-4_44.mat	"UH0"	2170.711	2223.047	144.123	59.668	60.383	60.165	99.520	178.379	175.924	173.519	172.288	172.850	171.028	168.410	167.883	165.367	163.173	157.850	154.325	152.621	149.738	147.818	147.007	1077.352	1021.383	1049.475	1072.375	1219.911	1249.611	1254.269	1276.908	1123.947	912.540	931.012	953.203	972.391	1002.299	1033.470	1066.424	1095.295	1105.356	1096.803	1070.114	1045.404	2038.398	1973.356	2060.836	2154.936	2224.892	2269.422	2264.242	2200.889	1961.374	1807.414	1822.874	1853.421	1896.376	1931.635	1961.373	2023.271	2075.768	2079.857	2061.022	2053.684	2071.282	3176.799	3182.559	3285.170	3764.035	3807.408	3741.768	3714.349	3714.282	3359.114	2878.720	2869.613	2864.794	2849.216	2842.358	2871.148	2965.892	3049.572	2983.641	2909.566	2887.740	2914.664	
karuk-2010-07-23-ag-vs-4_44.mat	"F"	2223.047	2339.288	136.956	144.079	141.793	138.015	133.959	130.805	130.899	130.899	130.899	130.899	130.899	130.899	130.899	130.899	130.899	130.899	130.899	130.899	130.899	130.899	130.899	1036.276	1046.973	1044.843	1009.952	1038.805	1151.203	1064.580	1045.826	1023.409	969.644	894.749	913.215	1017.108	1006.975	1024.504	1033.826	1032.189	1044.655	1084.636	1114.313	1149.609	1905.185	2070.475	1999.967	1995.260	1956.784	1986.871	1940.908	1980.648	2050.457	2109.811	2041.881	1924.009	1770.098	1586.199	1635.064	1752.050	1833.417	1925.998	1799.261	1781.886	1926.518	2735.715	2934.607	2861.187	2943.475	2783.684	2598.186	2522.262	2561.299	2828.364	2812.822	2354.027	2491.876	2753.054	2817.108	2729.486	2693.910	2777.112	2793.110	2817.723	2866.206	2820.716	
karuk-2010-07-23-ag-vs-4_44.mat	"IH0"	2339.288	2420.016	156.464	189.614	188.457	188.383	186.946	177.613	167.755	158.361	153.367	150.836	149.681	148.486	147.702	146.232	144.955	143.349	141.171	139.346	137.532	136.966	136.756	346.135	786.517	230.155	270.233	305.814	329.768	345.556	352.900	355.672	353.425	350.130	347.881	341.443	332.171	326.463	315.043	291.382	285.921	294.122	294.730	291.191	1605.239	1873.058	1251.124	1254.278	1243.426	1248.733	1275.061	1362.188	1477.374	1531.876	1575.959	1758.141	1905.189	1816.233	1784.627	1826.146	1804.757	1802.303	1811.896	1770.332	1693.211	2488.870	3346.016	2267.412	2132.798	1949.426	1958.537	2051.663	2072.367	2086.993	2083.189	2047.379	1998.875	1938.820	1909.469	2493.761	3372.680	3158.340	3202.118	3400.699	3268.625	2881.835	
karuk-2010-09-13-ag-vs-2_06.mat	"upi"	1118.260	1327.479	186.091	203.124	196.277	193.470	191.192	191.192	191.192	191.192	191.192	191.192	191.192	191.192	225.324	197.473	183.537	177.529	176.522	176.621	174.394	172.373	171.432	619.788	630.743	207.962	532.153	1101.189	911.047	666.023	1088.181	1031.135	1135.412	1201.299	509.796	368.814	385.035	379.986	386.665	404.296	412.886	402.583	367.724	300.616	1827.151	2015.954	1702.898	1846.204	2539.384	1977.373	1826.039	2586.382	2512.445	2630.640	2086.811	1583.822	1020.954	1164.174	1290.330	1519.978	1623.428	1661.870	1574.359	1534.087	2000.204	2855.469	3075.961	2686.539	3263.660	4087.575	3468.936	3239.616	3963.861	3482.432	3363.997	3443.291	3054.754	2162.228	2131.752	2185.552	2226.694	2200.319	2195.469	2190.440	2223.958	2533.859	
karuk-2010-09-13-ag-vs-2_06.mat	"UH0"	1118.260	1149.081	196.958	196.958	196.958	207.107	207.107	205.688	200.957	198.451	197.634	196.540	196.380	196.301	195.934	195.261	194.545	194.160	194.058	194.039	193.901	192.910	192.271	457.363	1206.460	1228.306	889.302	152.839	211.121	217.880	215.031	212.486	210.555	209.098	207.693	206.112	204.159	200.781	195.420	184.582	166.430	114.528	900.247	1279.718	1848.818	2571.679	2690.319	2266.300	1436.384	1538.423	1645.281	1707.418	1746.900	1766.097	1758.412	1735.591	1689.247	1625.626	1548.935	1478.432	1430.721	1397.908	1375.358	2248.441	2672.742	2994.529	3016.985	3766.372	3831.956	2716.011	2724.185	2729.826	2730.950	2730.788	2727.920	2713.405	2689.059	2658.265	2631.737	2622.408	2628.436	2653.696	2684.647	2704.965	3881.355	4463.657	
karuk-2010-09-13-ag-vs-2_06.mat	"P"	1149.081	1233.361	191.407	191.575	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	190.566	954.741	1161.387	1091.139	1064.622	1061.931	810.440	495.738	610.749	1099.225	1117.278	1057.915	1031.146	1025.660	1056.898	1125.958	1178.468	1149.413	1165.807	1162.191	292.107	319.080	2200.712	2628.922	2552.794	2335.425	2144.732	1783.048	1589.379	1704.646	2544.648	2608.248	2586.516	2529.870	2496.974	2556.463	2716.212	2586.083	2053.190	1821.373	2387.316	1357.084	1041.258	3519.488	4359.900	4005.530	3805.808	3510.607	3341.613	3195.932	3135.234	3647.093	4017.432	3983.171	3613.591	3445.546	3251.288	3232.980	3565.446	3452.760	3415.733	3426.450	3062.202	2822.174	
karuk-2010-09-13-ag-vs-2_06.mat	"IH0"	1233.361	1327.479	182.587	220.766	228.876	206.016	196.355	188.928	183.211	180.428	178.076	176.197	176.255	176.909	176.576	176.785	175.872	174.330	173.019	172.604	171.924	171.719	171.002	378.429	349.506	384.209	391.817	383.322	379.302	380.329	380.334	383.642	392.812	401.516	407.071	411.697	413.804	410.669	403.535	391.108	374.877	348.211	311.069	278.537	1485.543	993.523	1036.138	1103.112	1179.813	1215.599	1274.002	1394.897	1500.884	1571.493	1609.877	1636.184	1660.904	1665.845	1620.403	1561.339	1555.385	1547.853	1517.211	1921.805	2247.108	2228.339	2242.488	2074.937	2099.335	2128.082	2190.629	2178.589	2188.779	2232.671	2224.198	2204.010	2195.465	2194.858	2195.280	2199.844	2196.998	2166.263	2187.675	2298.143	2357.245	2776.196	
karuk-2010-09-13-ag-vs-2_07.mat	"upi"	4116.878	4370.519	174.695	202.036	172.708	164.453	158.635	165.103	165.616	159.471	159.471	159.471	159.471	159.471	159.471	159.471	183.016	182.601	182.195	180.614	177.794	175.281	173.279	433.937	378.244	415.408	365.051	243.714	246.181	365.183	447.888	423.149	436.607	488.370	487.760	951.634	871.905	323.183	369.589	374.844	376.593	379.171	368.058	337.829	1471.594	1215.483	1112.463	1013.253	1008.641	1133.190	1116.117	1137.006	1113.472	1277.798	1701.725	1918.561	2187.082	1707.850	1421.934	1574.291	1760.989	1826.127	1891.460	1617.662	1702.532	2633.763	2732.619	2522.300	2534.152	2634.669	2697.542	2688.386	2744.080	2670.927	2786.549	2850.402	3163.877	3295.556	3071.409	2515.047	2191.432	2291.455	2278.852	2341.112	2382.361	2302.767	
karuk-2010-09-13-ag-vs-2_07.mat	"UH0"	4116.878	4149.742	182.724	214.347	215.177	210.280	199.688	199.497	195.940	193.229	189.282	179.380	175.168	173.536	171.226	170.133	169.700	168.316	167.543	167.588	166.958	164.747	163.734	395.100	349.130	361.586	371.633	379.208	384.291	389.822	394.409	399.252	406.174	411.265	415.770	419.705	420.894	420.126	417.450	413.992	408.778	402.114	392.530	374.028	1135.448	1281.283	1243.113	1223.283	1210.332	1199.367	1188.615	1182.736	1177.427	1166.887	1154.832	1137.126	1109.119	1088.540	1074.106	1063.897	1060.388	1056.202	1049.282	1037.359	1015.835	2610.688	2886.954	2909.463	2907.255	2842.869	2718.066	2591.623	2541.700	2528.446	2523.829	2522.911	2521.384	2519.593	2519.447	2521.444	2524.903	2526.799	2527.192	2527.391	2529.204	2534.378	
karuk-2010-09-13-ag-vs-2_07.mat	"P"	4149.742	4284.606	162.462	162.040	158.450	158.567	164.442	170.688	164.672	160.001	160.165	160.165	160.165	160.165	160.165	160.165	160.165	160.165	160.165	160.165	160.165	160.165	160.165	487.140	311.312	251.187	224.630	240.656	293.999	368.920	428.539	453.244	448.126	418.000	389.594	475.234	500.570	478.049	480.770	524.842	813.825	1239.364	1066.643	400.233	1409.194	967.551	963.096	1101.208	1136.669	1100.956	1113.142	1147.265	1137.138	1072.531	1119.896	1207.675	1333.119	1524.377	1843.565	1949.554	1792.044	1966.811	2547.970	1556.296	1500.069	2857.097	2541.783	2629.175	2666.691	2694.769	2716.816	2659.029	2766.231	2747.000	2613.849	2681.896	2833.515	2745.568	2677.936	2983.816	3185.544	3103.980	3211.087	3431.602	3152.006	3048.955	
karuk-2010-09-13-ag-vs-2_07.mat	"IH0"	4284.606	4370.519	178.740	178.740	182.779	182.355	182.414	182.586	182.666	182.285	181.900	181.472	180.797	179.809	178.728	177.885	176.968	175.939	175.262	174.748	174.173	173.371	172.473	363.577	316.694	346.577	363.743	369.832	372.076	373.736	374.615	375.431	376.797	376.766	376.109	378.188	380.624	379.188	374.015	369.331	362.420	352.977	341.531	323.292	1694.319	1402.443	1417.765	1486.364	1562.592	1625.809	1691.549	1762.593	1795.607	1822.762	1838.051	1813.230	1857.215	1945.231	1889.953	1682.555	1577.991	1585.546	1642.877	1662.151	1770.433	2302.106	2546.127	2095.698	2143.225	2181.037	2220.744	2260.904	2295.068	2306.292	2297.303	2274.847	2269.439	2298.209	2343.927	2375.008	2384.625	2388.147	2377.323	2337.213	2290.132	2281.099	
karuk-2010-10-25-sd-vs-1_40.mat	"iika"	2056.118	2653.772	168.311	253.063	226.454	191.169	175.453	166.034	154.539	147.795	142.855	139.092	134.147	134.412	131.775	132.189	132.189	132.189	132.189	244.940	218.069	124.770	129.962	409.103	283.875	305.158	342.495	321.005	298.654	299.018	293.200	285.492	285.161	270.721	283.574	862.909	539.157	678.694	760.240	569.335	438.934	408.512	352.994	280.283	2028.892	2199.193	2081.618	2290.076	2238.074	2269.587	2269.115	2272.029	2256.290	2317.626	2294.454	2168.994	2179.602	1859.050	1826.144	2048.602	1858.722	1806.992	1480.474	1443.133	1386.831	2763.496	2748.057	2758.401	2664.019	2921.259	2871.186	2959.954	2887.931	2731.810	2508.014	2542.736	2745.421	3081.357	3056.193	3062.628	2947.661	2585.432	2586.470	2457.129	2477.225	2641.701	
karuk-2010-10-25-sd-vs-1_40.mat	"IY1"	2056.118	2359.285	172.644	254.120	252.087	241.890	208.714	196.087	185.068	178.685	171.330	166.372	164.868	155.162	151.760	148.486	145.954	143.306	141.599	139.997	136.855	134.768	132.555	298.145	298.936	268.667	307.309	303.194	339.753	345.989	338.141	302.051	315.964	278.023	298.990	301.418	294.665	289.237	284.504	289.873	286.634	277.361	269.185	271.949	2250.841	2191.352	2214.346	2293.803	1869.770	2288.538	2310.722	2255.412	2220.742	2300.348	2228.976	2243.669	2312.163	2275.992	2249.878	2257.572	2287.733	2371.240	2227.305	2368.426	2261.718	2755.560	2751.483	2753.339	3042.034	2410.755	2538.862	2833.836	2981.570	2841.783	2784.593	2985.618	2985.500	2929.514	2952.863	2794.043	2745.443	2650.085	2588.018	2395.020	2528.876	2563.980	
karuk-2010-10-25-sd-vs-1_40.mat	"K"	2359.285	2555.705	157.212	134.481	135.183	133.272	129.973	130.890	133.910	132.113	132.113	132.113	132.113	132.113	132.113	132.113	132.113	132.113	132.113	132.113	132.113	256.360	246.163	609.943	285.826	284.192	287.385	672.487	1436.363	681.370	388.131	654.222	685.314	434.560	1011.712	612.148	1067.839	530.096	678.458	574.160	510.334	587.529	472.347	448.470	1969.568	2267.895	2091.861	2053.726	2261.355	2174.774	2075.359	1784.148	1852.952	1934.387	1793.870	2011.436	1716.679	2237.975	1956.955	1991.967	1900.798	1820.906	1815.662	1824.105	1808.343	2891.035	2515.287	3070.785	2731.518	2845.962	3573.162	3038.402	2905.115	3194.016	3109.963	3013.375	3315.281	2970.170	3353.253	2704.917	2640.916	2632.990	2563.226	2564.873	2641.347	2550.101	
karuk-2010-10-25-sd-vs-1_40.mat	"AH0"	2555.705	2653.772	164.584	237.085	230.607	221.062	215.514	217.789	222.417	223.095	191.013	123.926	125.406	124.958	124.508	124.879	125.476	125.729	126.888	129.302	131.519	132.938	133.412	346.797	367.448	335.816	375.498	393.120	364.709	389.233	453.968	512.030	463.933	367.434	321.382	302.065	300.136	308.554	297.966	279.251	277.116	277.331	276.511	272.063	1467.529	1845.572	1665.161	1584.597	1683.471	1475.058	1305.307	1365.416	1422.006	1449.522	1444.221	1442.639	1464.406	1457.416	1409.704	1384.666	1384.347	1362.583	1335.540	1386.936	1457.360	2527.067	2549.326	2542.632	2561.611	2521.764	2372.951	2392.918	2420.948	2447.584	2446.897	2476.519	2435.033	2415.497	2507.687	2583.658	2608.707	2581.125	2583.062	2612.617	2672.177	2779.031	
karuk-2010-10-25-sd-vs-2_11.mat	"iku"	3899.864	4191.547	166.937	166.177	165.475	166.383	166.706	166.933	165.839	164.340	159.322	157.175	163.918	164.913	164.913	164.913	164.913	199.713	184.266	168.894	161.873	159.336	157.716	436.550	364.172	378.635	361.988	349.926	341.656	333.114	323.850	338.404	369.076	381.382	414.508	554.541	601.569	1210.826	366.568	437.307	438.511	415.986	380.957	381.550	1965.304	1808.955	1935.274	1994.917	2140.097	2093.188	2176.111	2172.824	2265.936	2138.240	2039.776	2026.935	1886.699	1997.111	2263.400	1929.687	1789.488	1698.260	1673.316	1637.843	1666.411	2560.123	2627.981	2658.372	2623.803	2592.837	2408.278	2391.284	2447.973	2409.989	2404.583	2616.974	2614.640	2619.950	2682.991	3321.336	2401.053	2354.060	2360.116	2372.393	2480.238	2802.650	
karuk-2010-10-25-sd-vs-2_11.mat	"IH0"	3899.864	4002.229	165.957	166.977	165.896	165.512	165.401	165.210	165.874	166.365	166.432	166.623	166.606	166.657	167.007	167.183	166.728	166.494	165.721	165.397	165.387	164.871	162.858	350.358	359.789	362.161	372.465	380.720	380.759	372.940	364.237	359.455	356.050	349.578	348.153	348.666	342.749	338.008	336.513	333.213	330.404	328.323	322.268	320.603	2043.388	1794.437	1806.906	1834.302	1902.941	1958.480	1971.392	1976.819	1998.994	2043.180	2120.974	2177.758	2164.963	2042.839	2074.277	2164.902	2093.741	2251.945	2267.166	2119.038	2121.774	2536.063	2642.855	2618.988	2619.237	2643.377	2674.333	2662.515	2634.881	2621.624	2589.516	2596.487	2613.956	2496.346	2382.009	2397.947	2407.979	2410.739	2361.903	2417.388	2466.693	2462.256	
karuk-2010-10-25-sd-vs-2_11.mat	"K"	4002.229	4103.433	161.320	161.138	159.282	157.624	156.989	156.809	158.473	162.661	165.756	165.555	164.257	165.355	165.719	165.719	165.719	165.719	165.719	165.719	165.719	165.719	165.719	552.029	326.408	339.031	349.927	364.741	375.809	364.427	365.332	386.892	412.115	411.985	417.272	435.194	607.643	613.133	451.109	454.375	595.019	1947.937	1638.020	259.731	2090.929	2235.549	2305.673	2264.243	2096.776	2163.055	2141.380	2093.351	2006.885	1968.841	2066.299	2047.994	1910.943	1872.895	1888.102	1919.220	1942.917	1999.033	2508.027	2462.855	1901.362	2663.992	2461.283	2394.292	2375.976	2367.762	2321.377	2642.961	2640.531	2532.460	2628.657	2528.648	2674.145	2620.521	2618.945	2626.955	2593.775	2505.219	2686.848	3830.371	3795.007	2526.240	
karuk-2010-10-25-sd-vs-2_11.mat	"UH0"	4103.433	4191.547	171.729	218.976	202.477	192.032	185.674	185.617	184.444	181.909	172.622	166.077	164.660	163.138	161.420	161.497	160.694	158.889	158.903	159.103	158.049	157.377	157.267	401.666	338.603	367.386	377.795	390.424	417.435	452.544	468.765	456.201	428.830	420.171	425.142	420.107	408.165	400.184	389.285	372.190	359.989	364.176	380.164	403.656	1735.443	1971.389	2003.444	1871.588	1836.109	1815.880	1777.615	1740.638	1689.424	1683.811	1705.947	1720.480	1671.505	1640.988	1640.934	1639.195	1635.463	1635.948	1644.592	1663.141	1695.606	2468.244	2511.231	2413.286	2332.345	2326.401	2352.330	2368.681	2351.690	2346.552	2363.388	2373.095	2377.595	2366.212	2368.217	2401.970	2469.309	2518.023	2531.605	2659.261	2883.280	2945.495	
karuk-2010-10-25-sd-vs-2_19.mat	"uufi"	451.727	918.450	210.075	226.308	219.711	220.663	216.128	212.991	212.123	209.078	205.227	212.252	214.158	212.206	210.135	214.278	217.585	216.940	218.216	210.444	189.757	183.568	179.643	430.251	418.855	393.442	399.025	406.539	411.146	413.630	405.976	401.168	406.438	404.400	417.702	439.862	450.625	526.556	594.343	557.740	403.424	383.040	430.823	373.393	1322.797	1205.665	886.378	805.952	738.889	1012.422	1106.418	1066.088	1079.867	1040.295	1021.825	1241.220	1894.201	1763.968	1881.279	1853.254	1849.209	1406.892	1199.661	1512.138	1870.468	2500.925	2524.093	2464.685	2356.238	2300.556	2042.622	2271.025	2449.127	2534.452	2586.772	2456.256	2343.297	2688.087	2769.013	2724.941	2615.361	2826.426	2338.941	2489.915	2548.436	2730.346	
karuk-2010-10-25-sd-vs-2_19.mat	"UW1"	451.727	730.711	214.284	229.271	221.003	219.480	220.947	220.401	217.216	214.605	212.797	212.793	211.754	210.371	206.819	204.694	208.221	214.151	214.305	214.028	213.093	207.735	211.665	409.769	415.487	417.187	392.540	390.446	403.970	405.185	408.498	410.421	415.455	412.764	409.719	401.726	403.035	392.289	416.685	412.301	379.136	392.206	485.921	429.951	1095.199	1360.690	935.806	883.123	879.200	769.699	704.851	838.271	1194.737	952.026	1126.286	1068.636	1071.315	1071.635	1071.275	1027.425	1021.022	1012.614	1096.954	1895.827	1899.879	2418.742	2567.054	2457.751	2438.164	2461.365	2299.577	2431.757	2102.970	2072.415	2134.879	2323.063	2433.497	2454.990	2533.227	2616.313	2561.231	2561.892	2278.281	2261.276	2554.881	2806.807	
karuk-2010-10-25-sd-vs-2_19.mat	"F"	730.711	820.871	216.638	213.433	213.846	214.150	214.339	214.867	215.826	217.023	218.759	218.959	217.643	216.238	217.015	215.521	218.515	218.713	214.922	213.679	215.450	221.744	222.019	528.120	433.815	436.809	441.210	456.381	471.931	468.054	463.986	473.655	504.835	614.851	646.682	551.678	542.932	516.747	502.689	898.114	804.898	516.949	465.167	407.907	1832.368	1766.513	1793.169	1797.377	1757.023	1727.191	1728.900	1805.864	1907.840	1906.276	1967.996	1904.106	1831.408	1900.761	1820.744	1742.991	2039.097	1897.914	1717.161	1857.210	1826.428	2723.868	2909.888	2798.494	2747.268	2692.363	2721.380	2806.527	2890.288	2884.382	2808.567	2500.186	2373.629	2507.463	2484.948	2512.988	2534.377	3188.646	3067.718	2629.859	2716.824	2699.243	
karuk-2010-10-25-sd-vs-2_19.mat	"IH0"	820.871	918.450	192.102	220.514	220.302	214.465	208.184	203.038	197.997	194.447	191.352	188.182	185.022	182.053	180.420	180.825	185.056	187.914	185.077	180.395	179.899	177.882	175.102	397.552	398.992	415.087	416.043	402.034	390.798	387.718	388.574	383.715	373.304	378.117	403.969	438.605	462.693	438.012	410.562	393.516	389.674	376.494	357.527	350.467	1509.179	1792.744	1837.454	1475.760	1210.532	1132.733	1123.847	1140.221	1189.867	1220.706	1240.674	1324.833	1424.647	1454.792	1523.682	1676.973	1771.434	1824.015	1868.418	1910.040	1971.947	2535.395	2749.302	2350.052	2201.716	2290.676	2358.288	2397.342	2471.271	2516.315	2518.172	2488.539	2508.283	2511.668	2501.739	2545.222	2616.053	2682.079	2701.333	2697.410	2690.655	2878.410	
karuk-2010-10-25-sd-vs-2_26.mat	"uufi"	1162.401	1488.965	161.732	201.599	175.880	161.895	159.925	159.400	158.154	158.053	157.388	155.302	150.108	146.988	153.124	154.218	154.218	154.218	154.218	154.218	154.218	154.218	154.218	874.053	391.132	476.339	418.026	359.107	372.141	408.599	449.644	437.567	386.337	362.311	691.506	1471.817	1474.037	1518.039	1602.735	1602.173	1622.151	1679.041	1134.793	675.493	1652.741	1331.818	880.189	938.262	965.848	998.680	1041.281	1150.291	1082.752	1120.959	1535.061	1859.574	2280.453	2201.900	2102.803	2162.335	2305.501	2530.382	2442.740	2196.390	1914.765	2987.902	2787.357	2461.094	2485.772	2566.649	2692.867	2585.870	2461.742	2327.332	2452.274	2467.295	2845.754	3830.897	3689.108	3526.711	3443.895	3548.395	3460.247	3422.354	3359.339	3342.303	
karuk-2010-10-25-sd-vs-2_26.mat	"UW1"	1162.401	1335.596	162.986	215.333	184.660	178.267	171.251	162.064	159.322	160.162	159.943	159.619	158.386	158.097	158.203	158.009	157.651	157.210	156.275	154.288	151.430	148.249	146.601	403.729	396.451	387.073	460.988	496.329	422.059	383.509	358.228	356.745	371.917	391.333	409.545	445.588	450.165	450.110	429.192	406.291	365.539	350.735	376.208	370.343	1142.776	1557.945	1045.278	904.337	836.247	939.365	961.468	960.676	983.883	995.522	1024.824	1024.659	1216.272	1096.294	1085.543	1079.736	1040.277	1216.156	1536.057	1560.050	1683.053	2525.868	3036.666	2468.106	2444.391	2478.165	2469.388	2528.069	2558.999	2605.930	2692.120	2711.294	2544.281	2596.558	2393.245	2272.665	2364.210	2440.807	2461.675	2578.310	2368.971	2438.242	
karuk-2010-10-25-sd-vs-2_26.mat	"F"	1335.596	1459.992	151.552	147.445	150.997	154.218	154.597	154.597	154.597	154.597	154.597	154.597	154.597	154.597	154.597	154.597	154.597	154.597	154.597	154.597	154.597	154.597	154.597	1546.327	1144.561	1417.165	1485.024	1520.645	1443.161	1481.665	1514.448	1529.074	1512.911	1551.096	1621.172	1680.548	1601.421	1578.609	1589.149	1636.818	1637.588	1670.642	1706.133	1653.222	2282.499	2130.647	2226.591	2336.378	2250.017	2130.237	2261.836	2190.939	2056.992	2115.837	2128.770	2116.561	2318.677	2336.036	2278.183	2340.703	2602.301	2629.117	2530.425	2342.503	2352.750	3550.300	3453.729	3857.197	3829.592	3776.948	3684.427	3679.286	3623.542	3518.032	3478.274	3378.521	3403.991	3634.209	3589.594	3487.249	3442.360	3477.651	3453.427	3401.455	3434.499	3468.483	
karuk-2010-10-25-sd-vs-2_26.mat	"IH0"	1459.992	1488.965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824.068	1641.392	1647.698	1656.976	1211.181	353.635	370.555	203.077	636.670	333.117	493.779	787.680	261.486	418.874	482.776	503.678	512.441	502.145	447.645	894.689	1476.970	2029.102	2385.508	2395.091	2288.577	2316.306	1686.465	1708.593	1731.352	2227.864	1771.193	1783.447	2271.156	1829.451	1857.726	1880.812	1884.961	1875.150	1852.575	1826.236	1800.298	1778.997	3338.177	3389.284	3250.375	3126.537	3442.817	3076.329	3103.635	3144.198	3502.399	3192.184	3195.729	3568.932	3224.800	3253.673	3282.461	3302.899	3315.559	3319.577	3320.468	3320.999	3324.472	
karuk-2010-10-25-sd-vs-2_33.mat	"uufi"	921.788	1203.204	198.378	230.568	209.005	205.804	201.892	197.460	193.203	192.819	194.635	192.758	189.629	193.980	193.771	192.756	189.252	191.512	192.840	195.439	200.939	207.706	200.085	648.766	425.071	408.983	404.752	399.744	389.008	383.880	388.794	379.867	367.892	420.282	420.630	934.617	481.250	485.547	1213.695	1369.777	1408.424	1454.357	1002.326	269.115	1471.318	916.860	949.008	946.506	954.012	943.211	940.340	915.452	889.278	998.961	1432.738	1448.784	1916.545	1628.650	1548.042	2080.407	2151.582	2222.833	2404.203	2461.170	1662.688	2801.879	2441.813	2383.745	2422.508	2438.234	2458.898	2485.500	2513.264	2504.908	2417.106	2353.742	2582.613	3287.627	2473.027	2491.947	3340.776	3668.855	3590.892	3682.041	3497.862	3013.428	
karuk-2010-10-25-sd-vs-2_33.mat	"UW1"	921.788	1049.743	201.976	245.905	220.640	210.223	208.748	207.461	205.686	204.231	202.371	200.087	198.131	196.382	194.176	192.245	191.868	193.078	194.476	194.797	194.152	192.986	191.413	394.464	428.360	423.785	412.632	407.683	405.870	404.094	404.616	400.798	395.327	391.179	385.888	380.239	387.113	389.900	388.601	385.760	380.961	366.502	360.997	384.956	945.889	918.321	914.953	927.799	959.815	960.574	950.025	931.655	950.204	969.971	940.048	941.266	935.897	944.554	939.614	909.784	878.029	886.575	917.832	947.196	1155.669	2446.988	2478.478	2414.784	2381.962	2378.123	2408.981	2426.561	2423.625	2431.773	2455.726	2461.160	2454.218	2469.188	2499.290	2514.078	2513.104	2512.666	2500.170	2522.273	2512.710	2227.474	
