,Filename,seq,seq_id,part,issue,dur_mod,dur,Label,timepoint,pF1_means
1945,karuk-2011-12-21-vs-8_58.mat,iika,110,C,,104.74,104.74,K,4,354.658
1946,karuk-2011-12-21-vs-8_58.mat,iika,110,V2,,69.72100000000023,69.72100000000023,AH0,4,445.217
1947,karuk-2011-12-21-vs-8_59.mat,iika,111,V1,,172.63,172.63,IY1,4,305.881
1948,karuk-2011-12-21-vs-8_59.mat,iika,111,C,,53.66500000000002,53.66500000000002,K,4,255.08
1949,karuk-2011-12-21-vs-8_59.mat,iika,111,V2,,68.17499999999995,68.17499999999995,AH0,4,354.954
1950,karuk-2011-12-21-vs-8_61.mat,iika,112,V1,,173.46599999999995,173.46599999999995,IY1,4,353.284
1951,karuk-2011-12-21-vs-8_61.mat,iika,112,C,,102.49300000000004,102.49300000000004,K,4,311.4
1952,karuk-2011-12-21-vs-8_61.mat,iika,112,V2,,49.149999999999984,49.149999999999984,AH0,4,399.551
1953,karuk-2011-12-21-vs-8_62.mat,iika,113,V1,,181.582,181.582,IY1,4,366.872
1954,karuk-2011-12-21-vs-8_62.mat,iika,113,C,,84.23200000000007,84.23200000000007,K,4,382.612
1955,karuk-2011-12-21-vs-8_62.mat,iika,113,V2,,60.979999999999905,60.979999999999905,AH0,4,413.233
1956,karuk-2011-12-21-vs-8_63.mat,iika,114,V1,,234.73800000000008,234.73800000000008,IY1,4,339.5080000000001
1957,karuk-2011-12-21-vs-8_63.mat,iika,114,C,,119.79399999999987,119.79399999999987,K,4,296.752
1958,karuk-2011-12-21-vs-8_63.mat,iika,114,V2,,106.25600000000007,106.25600000000007,AH0,4,482.968
1959,karuk-2011-12-21-vs-8_64.mat,iika,115,V1,,240.75399999999993,240.75399999999993,IY1,4,347.659
1960,karuk-2011-12-21-vs-8_64.mat,iika,115,C,,113.99,113.99,K,4,350.185
1961,karuk-2011-12-21-vs-8_64.mat,iika,115,V2,,92.47400000000015,92.47400000000015,AH0,4,477.169
1962,karuk-2012-03-30-vs-3_01.mat,upi,116,V1,,59.18399999999997,59.18399999999997,UH0,4,270.54
1963,karuk-2012-03-30-vs-3_01.mat,upi,116,C,,112.187,112.187,P,4,258.592
1964,karuk-2012-03-30-vs-3_01.mat,upi,116,V2,,193.55199999999994,193.55199999999994,IH0,4,329.968
1965,karuk-2012-03-30-vs-3_02.mat,ika,117,V1,,95.14399999999999,95.14399999999999,IH0,4,392.358
1966,karuk-2012-03-30-vs-3_02.mat,ika,117,C,,111.7539999999999,111.7539999999999,K,4,350.56
1967,karuk-2012-03-30-vs-3_02.mat,ika,117,V2,,79.64200000000028,79.64200000000028,AH0,4,472.401
1968,karuk-2012-03-30-vs-3_04.mat,ika,118,V1,,92.19599999999993,92.19599999999993,IH0,4,419.641
1969,karuk-2012-03-30-vs-3_04.mat,ika,118,C,,87.65699999999994,87.65699999999994,K,4,381.119
1970,karuk-2012-03-30-vs-3_04.mat,ika,118,V2,,110.00500000000014,110.00500000000014,AH0,4,487.828
1971,karuk-2012-03-31-vs-2a_01.mat,iku,119,V1,,78.63499999999998,78.63499999999998,IH0,4,392.774
1972,karuk-2012-03-31-vs-2a_01.mat,iku,119,C,,120.88799999999992,120.88799999999992,K,4,342.608
1973,karuk-2012-03-31-vs-2a_01.mat,iku,119,V2,,81.91200000000003,81.91200000000003,UH0,4,397.853
1974,karuk-2012-03-31-vs-2a_02.mat,iku,120,V1,,67.42099999999994,67.42099999999994,IH0,4,423.18300000000005
1975,karuk-2012-03-31-vs-2a_02.mat,iku,120,C,,112.37900000000002,112.37900000000002,K,4,392.836
1976,karuk-2012-03-31-vs-2a_02.mat,iku,120,V2,,96.02499999999998,96.02499999999998,UH0,4,407.751
1977,karuk-2012-03-31-vs-2a_03.mat,iku,121,V1,,68.13999999999999,68.13999999999999,IH0,4,449.264
1978,karuk-2012-03-31-vs-2a_03.mat,iku,121,C,,76.87900000000012,76.87900000000012,K,4,369.48
1979,karuk-2012-03-31-vs-2a_03.mat,iku,121,V2,,63.121999999999964,63.121999999999964,UH0,4,344.17800000000005
1980,karuk-2012-03-31-vs-2a_04.mat,iku,122,V1,,56.703000000000095,56.703000000000095,IH0,4,437.517
1981,karuk-2012-03-31-vs-2a_04.mat,iku,122,C,,105.12199999999984,105.12199999999984,K,4,417.142
1982,karuk-2012-03-31-vs-2a_04.mat,iku,122,V2,,52.60500000000002,52.60500000000002,UH0,4,328.214
1983,karuk-2012-03-31-vs-2a_05.mat,iku,123,V1,,54.036000000000065,54.036000000000065,IH0,4,374.148
1984,karuk-2012-03-31-vs-2a_05.mat,iku,123,C,,85.70199999999993,85.70199999999993,K,4,341.022
1985,karuk-2012-03-31-vs-2a_05.mat,iku,123,V2,,73.26300000000003,73.26300000000003,UH0,4,368.668
1986,karuk-2012-03-31-vs-2a_06.mat,iku,124,V1,,63.77300000000002,63.77300000000002,IH0,4,400.111
1987,karuk-2012-03-31-vs-2a_06.mat,iku,124,C,,90.71500000000003,90.71500000000003,K,4,369.245
1988,karuk-2012-03-31-vs-2a_06.mat,iku,124,V2,,76.94699999999989,76.94699999999989,UH0,4,385.244
1989,karuk-2012-03-31-vs-2a_07.mat,iku,125,V1,,71.24900000000002,71.24900000000002,IH0,4,365.742
1990,karuk-2012-03-31-vs-2a_07.mat,iku,125,C,,87.12300000000003,87.12300000000003,K,4,324.718
1991,karuk-2012-03-31-vs-2a_07.mat,iku,125,V2,,79.35399999999981,79.35399999999981,UH0,4,369.61
1992,karuk-2012-03-31-vs-2a_08.mat,iku,126,V1,,76.32900000000002,76.32900000000002,IH0,4,397.929
1993,karuk-2012-03-31-vs-2a_08.mat,iku,126,C,,110.36399999999992,110.36399999999992,K,4,369.304
1994,karuk-2012-03-31-vs-2a_08.mat,iku,126,V2,,76.31400000000008,76.31400000000008,UH0,4,359.98800000000006
1995,karuk-2012-03-31-vs-2a_09.mat,iku,127,V1,,53.17700000000002,53.17700000000002,IH0,4,303.434
1996,karuk-2012-03-31-vs-2a_09.mat,iku,127,C,,106.56799999999993,106.56799999999993,K,4,322.301
1997,karuk-2012-03-31-vs-2a_09.mat,iku,127,V2,,91.12099999999998,91.12099999999998,UH0,4,401.816
1998,karuk-2012-03-31-vs-2a_11.mat,iku,128,V1,,56.053000000000104,56.053000000000104,IH0,4,337.288
1999,karuk-2012-03-31-vs-2a_11.mat,iku,128,C,,87.899,87.899,K,4,326.706
2000,karuk-2012-03-31-vs-2a_11.mat,iku,128,V2,,87.53499999999997,87.53499999999997,UH0,4,359.434
2001,karuk-2012-03-31-vs-2b_01.mat,uxi,129,V1,V1 absent,0.0,22.203999999999837,UH0,4,219.211
2002,karuk-2012-03-31-vs-2b_01.mat,uxi,129,C,V1 absent,110.98800000000006,110.98800000000006,HH,4,647.855
2003,karuk-2012-03-31-vs-2b_01.mat,uxi,129,V2,V1 absent,87.26099999999997,87.26099999999997,IH0,4,392.392
2004,karuk-2012-03-31-vs-2b_03.mat,uxi,130,V1,,79.85900000000015,79.85900000000015,UH0,4,289.017
2005,karuk-2012-03-31-vs-2b_03.mat,uxi,130,C,,67.3209999999999,67.3209999999999,HH,4,311.271
2006,karuk-2012-03-31-vs-2b_03.mat,uxi,130,V2,,94.06699999999991,94.06699999999991,IH0,4,351.3880000000001
2007,karuk-2012-03-31-vs-2b_07.mat,uxi,131,V1,,37.348999999999926,37.348999999999926,UH0,4,382.645
2008,karuk-2012-03-31-vs-2b_07.mat,uxi,131,C,,156.86199999999997,156.86199999999997,HH,4,255.851
2009,karuk-2012-03-31-vs-2b_07.mat,uxi,131,V2,,79.16500000000008,79.16500000000008,IH0,4,419.468
2010,karuk-2012-03-31-vs-2b_08.mat,uxi,132,V1,,29.63499999999999,29.63499999999999,UH0,4,291.469
2011,karuk-2012-03-31-vs-2b_08.mat,uxi,132,C,,91.20700000000001,91.20700000000001,HH,4,447.546
2012,karuk-2012-03-31-vs-2b_08.mat,uxi,132,V2,,72.47500000000002,72.47500000000002,IH0,4,399.033
2013,karuk-2012-03-31-vs-2b_09.mat,uxi,133,V1,V1 absent?,0.0,12.270999999999956,UH0,4,1249.115
2014,karuk-2012-03-31-vs-2b_09.mat,uxi,133,C,V1 absent?,107.10600000000001,107.10600000000001,HH,4,873.0269999999998
2015,karuk-2012-03-31-vs-2b_09.mat,uxi,133,V2,V1 absent?,91.90300000000002,91.90300000000002,IH0,4,469.673
2016,karuk-2012-03-31-vs-2b_10.mat,uxi,134,V1,V1 absent,0.0,32.728000000000065,UH0,4,982.573
2017,karuk-2012-03-31-vs-2b_10.mat,uxi,134,C,V1 absent,67.96499999999997,67.96499999999997,HH,4,1049.167
2018,karuk-2012-03-31-vs-2b_10.mat,uxi,134,V2,V1 absent,61.201999999999934,61.201999999999934,IH0,4,301.54
2019,karuk-2012-10-20-vs-4_A_21.mat,upi,135,V1,,28.964000000000173,28.964000000000173,UH0,4,205.019
2020,karuk-2012-10-20-vs-4_A_21.mat,upi,135,C,,107.92899999999986,107.92899999999986,P,4,937.278
2021,karuk-2012-10-20-vs-4_A_21.mat,upi,135,V2,,162.06700000000023,162.06700000000023,IH0,4,362.48800000000006
2022,karuk-2012-10-20-vs-4_A_33.mat,iku,136,V1,,58.981,58.981,IH0,4,406.256
2023,karuk-2012-10-20-vs-4_A_33.mat,iku,136,C,,111.96799999999985,111.96799999999985,K,4,431.891
2024,karuk-2012-10-20-vs-4_A_33.mat,iku,136,V2,,47.910000000000075,47.910000000000075,UH0,4,435.247
2025,karuk-2012-10-20-vs-4_A_36.mat,iku,137,V1,,46.83499999999992,46.83499999999992,IH0,4,356.176
2026,karuk-2012-10-20-vs-4_A_36.mat,iku,137,C,,92.986,92.986,K,4,309.724
2027,karuk-2012-10-20-vs-4_A_36.mat,iku,137,V2,,41.5010000000001,41.5010000000001,UH0,4,240.557
2028,karuk-2012-10-20-vs-4_A_39.mat,iku,138,V1,,40.636000000000074,40.636000000000074,IH0,4,258.696
2029,karuk-2012-10-20-vs-4_A_39.mat,iku,138,C,,84.98999999999995,84.98999999999995,K,4,250.032
2030,karuk-2012-10-20-vs-4_A_39.mat,iku,138,V2,,36.565000000000055,36.565000000000055,UH0,4,284.05
2031,karuk-2012-10-20-vs-4_C_11.mat,ufi,139,V1,,92.92599999999992,92.92599999999992,UH0,4,344.48800000000006
2032,karuk-2012-10-20-vs-4_C_11.mat,ufi,139,C,,275.5210000000002,275.5210000000002,F,4,1029.577
2033,karuk-2012-10-20-vs-4_C_11.mat,ufi,139,V2,,48.79199999999968,48.79199999999968,IH0,4,357.329
2034,karuk-2012-10-20-vs-4_C_42.mat,iika,140,V1,,142.95500000000004,142.95500000000004,IY1,4,402.481
2035,karuk-2012-10-20-vs-4_C_42.mat,iika,140,C,,86.06399999999996,86.06399999999996,K,4,385.411
2036,karuk-2012-10-20-vs-4_C_42.mat,iika,140,V2,,63.950000000000045,63.950000000000045,AH0,4,453.068
2037,karuk-2012-10-20-vs-4_D_09.mat,iika,141,V1,,128.45000000000005,128.45000000000005,IY1,4,294.4840000000001
2038,karuk-2012-10-20-vs-4_D_09.mat,iika,141,C,,152.59399999999994,152.59399999999994,K,4,437.896
2039,karuk-2012-10-20-vs-4_D_09.mat,iika,141,V2,,116.70899999999996,116.70899999999996,AH0,4,522.773
2040,karuk-2012-10-20-vs-4_D_10.mat,iika,142,V1,,133.33100000000002,133.33100000000002,IY1,4,325.435
2041,karuk-2012-10-20-vs-4_D_10.mat,iika,142,C,,152.53499999999985,152.53499999999985,K,4,328.539
2042,karuk-2012-10-20-vs-4_D_10.mat,iika,142,V2,,95.69500000000004,95.69500000000004,AH0,4,466.835
2043,karuk-2012-10-20-vs-4_D_14.mat,ika,143,V1,,40.97,40.97,IH0,4,316.836
2044,karuk-2012-10-20-vs-4_D_14.mat,ika,143,C,,124.41799999999996,124.41799999999996,K,4,416.539
2045,karuk-2012-10-20-vs-4_D_14.mat,ika,143,V2,,97.99800000000003,97.99800000000003,AH0,4,449.877
2046,karuk-2012-10-20-vs-4_D_21.mat,iku,144,V1,,56.70299999999998,56.70299999999998,IH0,4,358.126
2047,karuk-2012-10-20-vs-4_D_21.mat,iku,144,C,,94.65200000000004,94.65200000000004,K,4,201.528
2048,karuk-2012-10-20-vs-4_D_21.mat,iku,144,V2,,83.23399999999992,83.23399999999992,UH0,4,377.51
2049,karuk-2012-10-20-vs-4_D_50.mat,iku,145,V1,,35.714999999999684,35.714999999999684,IH0,4,312.197
2050,karuk-2012-10-20-vs-4_D_50.mat,iku,145,C,,110.13799999999992,110.13799999999992,K,4,330.083
2051,karuk-2012-10-20-vs-4_D_50.mat,iku,145,V2,,71.91900000000078,71.91900000000078,UH0,4,377.081
2052,karuk-2013-01-27-vs-1_C_03.mat,uxi,146,V1,,52.82600000000014,52.82600000000014,UH0,4,484.298
2053,karuk-2013-01-27-vs-1_C_03.mat,uxi,146,C,,233.857,233.857,HH,4,663.6039999999998
2054,karuk-2013-01-27-vs-1_C_03.mat,uxi,146,V2,,141.09799999999996,141.09799999999996,IH0,4,440.037
2055,karuk-2013-01-27-vs-1_C_07.mat,ika,147,V1,,186.7939999999999,186.7939999999999,IH0,4,472.182
2056,karuk-2013-01-27-vs-1_C_07.mat,ika,147,C,,227.3280000000002,227.3280000000002,K,4,405.122
2057,karuk-2013-01-27-vs-1_C_07.mat,ika,147,V2,,75.56900000000019,75.56900000000019,AH0,4,393.599
2058,karuk-2013-10-27-vs-2_25.mat,ufi,148,V1,,54.15699999999998,54.15699999999998,UH0,4,384.717
2059,karuk-2013-10-27-vs-2_25.mat,ufi,148,C,,161.278,161.278,F,4,342.372
2060,karuk-2013-10-27-vs-2_25.mat,ufi,148,V2,,116.375,116.375,IH0,4,359.028
2061,karuk-2013-10-27-vs-2_26.mat,ufi,149,V1,,144.5500000000001,144.5500000000001,UH0,4,336.8540000000001
2062,karuk-2013-10-27-vs-2_26.mat,ufi,149,C,,163.70899999999997,163.70899999999997,F,4,363.842
2063,karuk-2013-10-27-vs-2_26.mat,ufi,149,V2,,85.89200000000005,85.89200000000005,IH0,4,396.89
2064,karuk-2013-10-27-vs-2_28.mat,iika,150,V1,,152.22599999999994,152.22599999999994,IY1,4,356.958
2065,karuk-2013-10-27-vs-2_28.mat,iika,150,C,,134.543,134.543,K,4,407.825
2066,karuk-2013-10-27-vs-2_28.mat,iika,150,V2,,51.601000000000106,51.601000000000106,AH0,4,396.943
2067,karuk-2015-04-18-vs-4_07.mat,uxi,151,V1,V1 absent,0.0,3.871000000000095,UH0,4,534.789
2068,karuk-2015-04-18-vs-4_07.mat,uxi,151,C,V1 absent,131.39400000000023,131.39400000000023,HH,4,872.29
2069,karuk-2015-04-18-vs-4_07.mat,uxi,151,V2,V1 absent,57.72399999999924,57.72399999999924,IH0,4,351.402
2070,karuk-2015-04-18-vs-4_12.mat,upi,152,V1,,53.78099999999995,53.78099999999995,UH0,4,327.15
2071,karuk-2015-04-18-vs-4_12.mat,upi,152,C,,119.93000000000006,119.93000000000006,P,4,318.215
2072,karuk-2015-04-18-vs-4_12.mat,upi,152,V2,,96.93000000000006,96.93000000000006,IH0,4,355.44199999999995
2073,karuk-2015-04-18-vs-4_13.mat,upi,153,V1,,38.619000000000035,38.619000000000035,UH0,4,271.48
2074,karuk-2015-04-18-vs-4_13.mat,upi,153,C,,144.747,144.747,P,4,1818.004
2075,karuk-2015-04-18-vs-4_13.mat,upi,153,V2,,92.62599999999998,92.62599999999998,IH0,4,350.3180000000001
2076,karuk-2015-04-18-vs-4_14.mat,uxi,154,V1,,79.01699999999983,79.01699999999983,UH0,4,265.808
2077,karuk-2015-04-18-vs-4_14.mat,uxi,154,C,,104.57500000000003,104.57500000000003,HH,4,812.2489999999998
2078,karuk-2015-04-18-vs-4_14.mat,uxi,154,V2,,90.53100000000019,90.53100000000019,IH0,4,413.759
2079,karuk-2015-04-18-vs-4_16.mat,uxi,155,V1,,67.49599999999987,67.49599999999987,UH0,4,339.473
2080,karuk-2015-04-18-vs-4_16.mat,uxi,155,C,,294.3980000000006,294.3980000000006,HH,4,852.431
2081,karuk-2015-04-18-vs-4_16.mat,uxi,155,V2,,106.13599999999953,106.13599999999953,IH0,4,396.689
2082,karuk-2015-04-18-vs-4_17.mat,uxi,156,V1,,68.46699999999987,68.46699999999987,UH0,4,407.374
2083,karuk-2015-04-18-vs-4_17.mat,uxi,156,C,,109.663,109.663,HH,4,1060.477
2084,karuk-2015-04-18-vs-4_17.mat,uxi,156,V2,,72.64700000000015,72.64700000000015,IH0,4,406.659
2085,karuk-2015-04-18-vs-4_23.mat,uxi,157,V1,V1 absent,0.0,67.32500000000027,UH0,4,627.317
2086,karuk-2015-04-18-vs-4_23.mat,uxi,157,C,V1 absent,129.2249999999999,129.2249999999999,HH,4,854.1139999999998
2087,karuk-2015-04-18-vs-4_23.mat,uxi,157,V2,V1 absent,102.73799999999984,102.73799999999984,IH0,4,433.64
2088,karuk-2015-04-18-vs-4_32.mat,upi,158,V1,,134.19900000000007,134.19900000000007,UH0,4,350.209
2089,karuk-2015-04-18-vs-4_32.mat,upi,158,C,,146.9179999999999,146.9179999999999,P,4,401.422
2090,karuk-2015-04-18-vs-4_32.mat,upi,158,V2,,92.85500000000002,92.85500000000002,IH0,4,362.984
2091,karuk-2015-04-18-vs-4_38.mat,ika,159,V1,,46.23099999999989,46.23099999999989,IH0,4,321.533
2092,karuk-2015-04-18-vs-4_38.mat,ika,159,C,,115.12600000000008,115.12600000000008,K,4,322.073
2093,karuk-2015-04-18-vs-4_38.mat,ika,159,V2,,102.20999999999992,102.20999999999992,AH0,4,571.893
2094,karuk-2015-04-18-vs-4_40.mat,uxi,160,V1,V1 absent,0.0,4.395999999999958,UH0,4,569.914
2095,karuk-2015-04-18-vs-4_40.mat,uxi,160,C,V1 absent,115.39100000000008,115.39100000000008,HH,4,808.578
2096,karuk-2015-04-18-vs-4_40.mat,uxi,160,V2,V1 absent,88.10399999999981,88.10399999999981,IH0,4,452.407
2097,karuk-2015-04-18-vs-4_41.mat,uxi,161,V1,V1 absent,0.0,34.37299999999999,UH0,4,671.8639999999998
2098,karuk-2015-04-18-vs-4_41.mat,uxi,161,C,V1 absent,96.69400000000002,96.69400000000002,HH,4,801.7360000000001
2099,karuk-2015-04-18-vs-4_41.mat,uxi,161,V2,V1 absent,71.49199999999995,71.49199999999995,IH0,4,439.856
2100,karuk-2015-04-18-vs-4_59.mat,iika,162,V1,,145.03599999999994,145.03599999999994,IY1,4,374.58
2101,karuk-2015-04-18-vs-4_59.mat,iika,162,C,,123.29200000000013,123.29200000000013,K,4,372.196
2102,karuk-2015-04-18-vs-4_59.mat,iika,162,V2,,62.005,62.005,AH0,4,394.628
2103,karuk-2015-04-18-vs-4_60.mat,iika,163,V1,,139.91199999999998,139.91199999999998,IY1,4,293.6140000000001
2104,karuk-2015-04-18-vs-4_60.mat,iika,163,C,,88.29599999999995,88.29599999999995,K,4,252.984
2105,karuk-2015-04-18-vs-4_60.mat,iika,163,V2,,63.08799999999997,63.08799999999997,AH0,4,325.753
2106,karuk-2015-04-18-vs-4_61.mat,iika,164,V1,,195.88799999999992,195.88799999999992,IY1,4,370.908
2107,karuk-2015-04-18-vs-4_61.mat,iika,164,C,,74.33000000000015,74.33000000000015,K,4,234.732
2108,karuk-2015-04-18-vs-4_61.mat,iika,164,V2,,114.4630000000002,114.4630000000002,AH0,4,294.084
2109,karuk-2015-04-21-vs-5_03.mat,uufi,165,V1,,180.4829999999997,180.4829999999997,UW1,4,373.333
2110,karuk-2015-04-21-vs-5_03.mat,uufi,165,C,,152.36000000000013,152.36000000000013,F,4,427.035
2111,karuk-2015-04-21-vs-5_03.mat,uufi,165,V2,,133.02700000000004,133.02700000000004,IH0,4,346.288
2112,karuk-2015-04-21-vs-5_04.mat,uufi,166,V1,,235.09000000000012,235.09000000000012,UW1,4,364.42
2113,karuk-2015-04-21-vs-5_04.mat,uufi,166,C,,144.19999999999982,144.19999999999982,F,4,774.828
2114,karuk-2015-04-21-vs-5_04.mat,uufi,166,V2,,85.54399999999987,85.54399999999987,IH0,4,282.131
2115,karuk-2015-04-21-vs-5_06.mat,ufi,168,V1,,216.2440000000006,216.2440000000006,UW1,4,361.245
2116,karuk-2015-04-21-vs-5_06.mat,ufi,168,C,,138.2249999999999,138.2249999999999,F,4,963.759
2117,karuk-2015-04-21-vs-5_06.mat,ufi,168,V2,,58.71500000000015,58.71500000000015,IH0,4,309.845
2118,karuk-2015-04-21-vs-5_06.mat,ufi,168,V1,,80.0,80.0,UH0,4,1129.9
2119,karuk-2015-04-21-vs-5_06.mat,ufi,168,C,,30.0,30.0,F,4,299.302
2120,karuk-2015-04-21-vs-5_06.mat,ufi,168,V2,,40.0,40.0,IH0,4,319.721
2121,karuk-2015-04-21-vs-5_07.mat,uufi,170,V1,,106.096,106.096,UW1,4,275.837
2122,karuk-2015-04-21-vs-5_07.mat,uufi,170,C,,140.07200000000014,140.07200000000014,P,4,1101.853
2123,karuk-2015-04-21-vs-5_07.mat,uufi,170,V2,,173.06299999999962,173.06299999999962,IY1,4,332.347
2124,karuk-2015-04-21-vs-5_07.mat,uufi,170,V1,,229.0869999999996,229.0869999999996,UW1,4,381.387
2125,karuk-2015-04-21-vs-5_07.mat,uufi,170,C,,124.84300000000076,124.84300000000076,F,4,318.737
2126,karuk-2015-04-21-vs-5_07.mat,uufi,170,V2,,130.02400000000034,130.02400000000034,IH0,4,429.579
2127,karuk-2015-04-21-vs-5_12.mat,uufi,171,V1,,179.27700000000004,179.27700000000004,UW1,4,396.85
2128,karuk-2015-04-21-vs-5_12.mat,uufi,171,C,,127.80099999999969,127.80099999999969,F,4,446.327
2129,karuk-2015-04-21-vs-5_12.mat,uufi,171,V2,,84.99900000000025,84.99900000000025,IH0,4,390.518
2130,karuk-2015-04-21-vs-5_14.mat,upii,172,V1,,71.87599999999975,71.87599999999975,UH0,4,253.806
2131,karuk-2015-04-21-vs-5_14.mat,upii,172,C,,136.58700000000002,136.58700000000002,P,4,1137.222
2132,karuk-2015-04-21-vs-5_14.mat,upii,172,V2,,134.65700000000015,134.65700000000015,IY1,4,358.74
2133,karuk-2015-04-21-vs-5_16.mat,uufi,173,V1,,196.76800000000003,196.76800000000003,UW1,4,342.338
2134,karuk-2015-04-21-vs-5_16.mat,uufi,173,C,,158.59900000000016,158.59900000000016,F,4,1099.005
2135,karuk-2015-04-21-vs-5_16.mat,uufi,173,V2,,56.6849999999995,56.6849999999995,IH0,4,411.474
2136,karuk-2015-04-21-vs-5_17.mat,upii,174,V1,,32.558000000000106,32.558000000000106,UH0,4,1246.629
2137,karuk-2015-04-21-vs-5_17.mat,upii,174,C,,137.37799999999993,137.37799999999993,P,4,1138.093
2138,karuk-2015-04-21-vs-5_17.mat,upii,174,V2,,138.04199999999992,138.04199999999992,IY1,4,363.116
2139,karuk-2015-04-21-vs-5_19.mat,uufi,175,V1,,233.79700000000025,233.79700000000025,UW1,4,335.598
2140,karuk-2015-04-21-vs-5_19.mat,uufi,175,C,,173.60600000000022,173.60600000000022,F,4,970.679
2141,karuk-2015-04-21-vs-5_19.mat,uufi,175,V2,,42.11899999999969,42.11899999999969,IH0,4,217.002
2142,karuk-2015-04-21-vs-5_20.mat,uufi,177,V1,,70.0,70.0,UH0,4,1249.982
2143,karuk-2015-04-21-vs-5_20.mat,uufi,177,C,,80.0,80.0,P,4,204.722
2144,karuk-2015-04-21-vs-5_20.mat,uufi,177,V2,,160.0,160.0,IY1,4,352.50699999999995
2145,karuk-2015-04-21-vs-5_20.mat,uufi,177,V1,,215.68700000000354,215.68700000000354,UW1,4,303.387
2146,karuk-2015-04-21-vs-5_20.mat,uufi,177,C,,209.54999999999927,209.54999999999927,F,4,1320.523
2147,karuk-2015-04-21-vs-5_20.mat,uufi,177,V2,,39.876999999998596,39.876999999998596,IH0,4,246.442
2148,karuk-2015-04-21-vs-5_21a.mat,uufi,178,V1,,215.29300000000006,215.29300000000006,UW1,4,314.043
2149,karuk-2015-04-21-vs-5_21a.mat,uufi,178,C,,153.2579999999998,153.2579999999998,F,4,1042.556
2150,karuk-2015-04-21-vs-5_21a.mat,uufi,178,V2,,80.57600000000049,80.57600000000049,IH0,4,306.997
2151,karuk-2015-04-21-vs-5_21b.mat,upii,179,V1,V1 absent,0.0,28.721999999999298,UH0,4,1149.392
2152,karuk-2015-04-21-vs-5_21b.mat,upii,179,C,V1 absent,29.284000000000106,29.284000000000106,P,4,637.076
2153,karuk-2015-04-21-vs-5_21b.mat,upii,179,V2,V1 absent,197.76700000000028,197.76700000000028,IY1,4,327.097
2154,karuk-2015-04-21-vs-5_21c.mat,upii,180,V1,,5.807999999999992,5.807999999999992,UH0,4,891.545
2155,karuk-2015-04-21-vs-5_21c.mat,upii,180,C,,9.454999999999927,9.454999999999927,P,4,210.766
2156,karuk-2015-04-21-vs-5_21c.mat,upii,180,V2,,156.47299999999996,156.47299999999996,IY1,4,334.73800000000006
2157,karuk-2015-04-21-vs-5_24.mat,uufi,181,V1,something off,274.443,274.443,UW1,4,349.575
2158,karuk-2015-04-21-vs-5_24.mat,uufi,181,C,something off,120.38,120.38,F,4,256.874
2159,karuk-2015-04-21-vs-5_24.mat,uufi,181,V2,something off,71.54100000000005,71.54100000000005,IH0,4,267.257
2160,VS-24_01.mat,upi,1,V1,,31.016000000000076,31.016000000000076,UH0,5,315.756
2161,VS-24_01.mat,upi,1,C,,133.08400000000006,133.08400000000006,P,5,656.8510000000001
2162,VS-24_01.mat,upi,1,V2,,55.94999999999982,55.94999999999982,IH0,5,374.351
2163,VS-24_02.mat,upi,2,V1,,41.61400000000003,41.61400000000003,UH0,5,371.557
2164,VS-24_02.mat,upi,2,C,,192.49699999999984,192.49699999999984,P,5,333.306
2165,VS-24_02.mat,upi,2,V2,,44.892000000000046,44.892000000000046,IH0,5,309.726
2166,VS-24_03.mat,upi,3,V1,,34.887,34.887,UH0,5,208.687
2167,VS-24_03.mat,upi,3,C,,104.56699999999996,104.56699999999996,P,5,1233.744
2168,VS-24_03.mat,upi,3,V2,,59.63100000000003,59.63100000000003,IH0,5,385.193
2169,VS-24_05.mat,upi,4,V1,V1 voiceless,29.80599999999993,29.80599999999993,UH0,5,1590.746
2170,VS-24_05.mat,upi,4,C,V1 voiceless,148.68600000000004,148.68600000000004,P,5,1170.098
2171,VS-24_05.mat,upi,4,V2,V1 voiceless,54.43099999999981,54.43099999999981,IH0,5,312.327
2172,VS-24_07.mat,iika,5,V1,,199.96900000000005,199.96900000000005,IY1,5,338.783
2173,VS-24_07.mat,iika,5,C,,117.48000000000047,117.48000000000047,K,5,333.094
2174,VS-24_07.mat,iika,5,V2,,68.90900000000056,68.90900000000056,AH0,5,420.435
2175,VS-33_13.mat,iika,6,V1,,212.366,212.366,IY1,5,563.547
2176,VS-33_13.mat,iika,6,C,,150.32300000000004,150.32300000000004,K,5,208.032
2177,VS-33_13.mat,iika,6,V2,,76.79600000000005,76.79600000000005,AH0,5,478.959
2178,VS-34a_02.mat,iika,7,V1,,210.907,210.907,IY1,5,332.084
2179,VS-34a_02.mat,iika,7,C,,110.399,110.399,K,5,242.668
2180,VS-34a_02.mat,iika,7,V2,,83.88999999999999,83.88999999999999,AH0,5,550.331
2181,VS-34b_07.mat,uxi,8,V1,V1 absent,0.0,16.552999999999887,UH0,5,499.388
2182,VS-34b_07.mat,uxi,8,C,V1 absent,188.567,188.567,HH,5,725.41
2183,VS-34b_07.mat,uxi,8,V2,V1 absent,120.36300000000028,120.36300000000028,IH0,5,402.351
2184,VS-35a_42.mat,iika,9,V1,,334.256,334.256,IY1,5,368.902
2185,VS-35a_42.mat,iika,9,C,,194.5010000000001,194.5010000000001,K,5,398.315
