Filename	Label	seg_Start	seg_End	pF0_mean	pF0_means001	pF0_means002	pF0_means003	pF0_means004	pF0_means005	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF1_means004	pF1_means005	pF2_mean	pF2_means001	pF2_means002	pF2_means003	pF2_means004	pF2_means005	pF3_mean	pF3_means001	pF3_means002	pF3_means003	pF3_means004	pF3_means005	
VS-24_01.mat	"vaa"	280.000	500.000	183.592	230.405	201.137	179.388	176.441	175.288	626.281	752.460	515.193	615.052	666.132	575.517	1230.441	1865.515	943.540	1118.914	1145.591	1064.154	2802.044	3084.138	2724.402	2762.512	2733.146	2694.680	
VS-24_01.mat	"pananitaat"	500.000	1300.000	205.531	211.744	216.610	229.664	185.695	164.306	538.975	641.605	370.711	367.160	607.461	707.149	1463.227	1291.430	1208.968	1795.133	1655.352	1364.308	2859.919	2869.085	2732.432	2666.616	2978.581	3050.772	
VS-24_01.mat	"uum"	1300.000	1510.000	165.288	174.376	169.697	166.444	158.434	159.002	336.533	451.179	357.032	306.092	272.191	295.785	1398.564	1017.785	970.054	1005.425	1919.963	2048.434	2825.712	2783.046	2802.335	2776.911	2718.615	3033.502	
VS-24_01.mat	"tupithxah"	1510.000	2910.000	192.915	212.371	208.269	189.271	191.110	169.701	653.436	586.615	781.384	554.995	622.948	718.966	1625.466	1834.470	1797.127	1388.065	1521.788	1581.944	2891.160	2989.964	2935.364	2676.458	2879.450	2970.682	
VS-24_01.mat	"pananusaanva"	3370.000	5020.000	165.461	175.357	179.193	173.917	72.079	122.360	588.568	512.187	489.481	594.995	909.179	438.169	1464.176	1240.296	1393.831	1597.987	2027.294	1061.634	2935.968	2824.267	2865.175	2870.272	3171.913	2950.158	
VS-24_01.mat	"koovura"	5100.000	6050.000	126.316	180.088	159.437	86.772	124.864	97.989	413.039	585.473	352.501	337.288	341.674	447.148	931.809	1100.405	738.178	749.217	875.969	1192.446	2621.047	2683.188	2604.099	2795.200	2504.254	2517.666	
VS-24_01.mat	"vura"	6050.000	6350.000	122.661	186.669	186.669	132.422	61.467	61.467	452.308	362.289	344.552	320.380	563.747	666.653	1199.095	1044.826	952.530	823.082	1785.313	1372.166	2762.691	2584.585	2698.594	2597.282	3047.833	2873.313	
VS-24_01.mat	"sil"	0.000	280.000	0	0	0	0	0	0	859.043	1095.292	570.640	1185.579	806.116	740.455	1956.780	2018.965	1837.968	2391.089	1778.328	1786.593	3103.267	3063.271	3043.322	3448.101	3042.734	2894.713	
VS-24_01.mat	"V"	280.000	350.000	222.018	222.018	222.018	228.510	242.964	186.037	653.353	918.353	700.178	661.276	390.865	539.728	1504.626	2058.213	1783.471	1866.324	858.042	909.207	2942.368	3218.856	2960.659	3115.866	2566.175	2804.498	
VS-24_01.mat	"AA1"	350.000	500.000	178.008	184.017	178.258	176.974	175.750	175.021	613.109	582.399	620.998	665.285	646.113	553.173	1099.605	1060.467	1125.113	1132.063	1155.065	1028.442	2735.525	2844.213	2701.416	2680.495	2782.703	2670.008	
VS-24_01.mat	"P"	500.000	620.000	169.863	169.863	169.863	169.863	169.863	169.863	657.556	481.195	656.418	587.900	701.002	872.554	1320.191	1057.394	1099.586	1037.438	1442.463	1972.057	2891.667	2940.678	2802.184	2781.484	3044.332	2888.666	
VS-24_01.mat	"AH0"	620.000	680.000	225.560	261.160	240.994	222.442	216.842	215.273	611.457	562.147	593.590	610.286	646.345	647.017	1225.795	1099.003	1187.701	1285.155	1293.405	1268.927	2789.850	2751.138	2844.155	2854.330	2706.065	2783.971	
VS-24_01.mat	"N"	680.000	870.000	218.614	214.962	216.088	216.606	220.763	224.621	329.337	393.027	308.289	308.152	299.021	335.779	1266.955	1033.507	1174.546	1277.839	1341.359	1505.622	2699.613	2695.072	2757.295	2747.638	2676.179	2620.311	
VS-24_01.mat	"AH0"	870.000	910.000	232.173	230.516	231.926	232.582	232.922	233.040	470.169	497.322	514.031	519.839	465.996	362.239	1985.920	1900.665	1933.710	2003.808	2032.865	2059.546	2682.959	2698.562	2698.622	2694.977	2641.453	2677.494	
VS-24_01.mat	"N"	910.000	950.000	233.581	233.286	232.975	232.447	231.649	237.097	297.099	307.851	297.531	302.110	293.730	284.486	2009.930	2049.799	2055.252	2144.486	1901.705	1902.213	2609.066	2735.932	2661.018	2514.861	2506.808	2612.731	
VS-24_01.mat	"IH0"	950.000	1000.000	232.857	233.128	231.818	231.818	231.818	231.818	388.760	334.361	431.683	414.250	368.657	397.720	1857.610	1929.366	1896.571	1679.732	1747.505	2020.125	2750.603	2817.766	2839.434	2758.979	2628.832	2710.448	
VS-24_01.mat	"T"	1000.000	1050.000	227.964	227.964	227.964	227.271	229.047	229.047	558.455	432.303	319.034	754.406	813.408	514.857	1897.328	2150.085	1789.588	2077.767	1965.320	1540.661	2825.701	2860.777	2717.333	3100.116	2872.595	2634.836	
VS-24_01.mat	"AA1"	1050.000	1180.000	171.842	171.842	177.255	170.466	170.576	171.472	692.633	614.949	704.289	722.311	710.563	713.475	1431.103	1521.425	1494.716	1438.571	1360.808	1340.499	3104.128	2976.149	3284.235	3141.008	3082.227	3052.891	
VS-24_01.mat	"T"	1180.000	1300.000	159.594	160.985	153.490	168.885	168.885	168.885	704.737	646.069	718.756	706.785	691.638	761.523	1370.240	1252.311	1333.552	1411.127	1385.270	1470.461	3053.311	3101.052	3318.549	3250.421	3114.275	2502.527	
VS-24_01.mat	"UW1"	1300.000	1390.000	170.686	170.686	175.513	171.255	169.176	169.325	399.142	441.822	470.682	399.679	350.418	334.773	995.053	1114.421	964.977	887.029	966.317	1039.584	2783.942	2651.075	2938.427	2902.463	2797.519	2670.999	
VS-24_01.mat	"M"	1390.000	1510.000	161.586	167.109	162.345	157.593	158.363	158.363	289.376	310.284	292.674	252.060	306.934	285.539	1698.712	1037.388	1441.937	2018.523	1823.978	2169.494	2856.529	2860.988	2637.180	2792.889	2824.975	3155.659	
VS-24_01.mat	"T"	1510.000	1580.593	0	0	0	0	0	0	861.922	231.035	967.492	971.403	1070.671	1086.785	2198.543	1971.459	2273.868	2224.922	2254.698	2270.102	3254.868	3105.824	3460.142	3081.906	3174.635	3420.985	
VS-24_01.mat	"UH0"	1580.593	1611.609	224.438	237.885	235.844	225.446	217.835	209.797	283.346	301.609	314.463	296.868	271.840	242.647	1012.492	1215.799	1047.965	970.746	926.219	907.178	2540.800	2552.196	2516.914	2548.397	2540.808	2540.834	
VS-24_01.mat	"P"	1611.609	1744.693	192.081	188.625	187.016	187.016	187.016	235.557	579.418	238.289	614.091	809.103	592.926	664.366	1951.743	1566.458	2111.682	2467.206	2117.339	1554.877	3147.036	2960.447	3264.026	3372.989	3253.453	2923.921	
VS-24_01.mat	"IH0"	1744.693	1800.643	218.728	237.492	220.837	213.594	212.093	210.002	357.316	318.072	394.871	404.046	358.937	318.632	1488.028	1144.130	1371.651	1621.044	1645.209	1650.954	2395.758	2379.748	2367.245	2423.307	2431.550	2379.219	
VS-24_01.mat	"TH"	1800.643	1990.000	213.095	202.427	217.981	221.109	221.109	221.109	805.013	477.210	741.032	1178.119	1088.783	564.362	1840.174	1761.314	2052.480	1960.742	1808.855	1625.930	2906.551	2696.576	3109.253	3337.987	2582.425	2815.651	
VS-24_01.mat	"HH"	1990.000	2030.000	0	0	0	0	0	0	1030.089	1461.589	1441.356	1273.574	525.632	404.005	2138.477	2578.233	2597.178	2443.794	1508.571	1520.283	3298.156	3738.611	3681.434	3564.693	2725.721	2734.854	
VS-24_01.mat	"AH0"	2030.000	2090.000	192.969	212.084	194.677	184.403	181.580	181.580	566.838	433.038	592.517	617.428	611.913	590.229	1256.436	1422.857	1305.344	1237.034	1193.896	1123.047	2772.965	3078.634	2746.530	2763.090	2677.903	2620.117	
VS-24_01.mat	"HH"	2090.000	2910.000	181.848	257.490	176.859	240.374	179.282	169.134	633.412	567.680	499.830	711.868	514.971	868.483	1506.264	1342.362	1430.537	1725.579	1206.100	1820.404	2849.005	2781.286	2616.943	2973.284	2707.768	3161.403	
VS-24_01.mat	"P"	3370.000	3440.000	209.129	209.129	209.129	209.129	209.129	209.129	1046.513	1396.677	1353.816	1268.164	793.418	447.655	2075.313	2510.330	2578.980	2359.190	1656.812	1293.935	3276.433	3656.916	3733.148	3325.983	2969.524	2690.630	
VS-24_01.mat	"AH0"	3440.000	3480.000	201.177	224.202	212.367	194.048	191.348	183.813	490.397	369.638	496.671	541.055	551.720	503.208	1095.369	934.898	1085.045	1153.572	1165.251	1149.216	2591.080	2670.741	2310.043	2597.191	2672.703	2665.603	
VS-24_01.mat	"N"	3480.000	3970.000	174.129	164.869	172.412	173.057	169.907	220.538	436.630	344.109	344.518	340.288	394.765	761.582	1251.993	1183.962	858.545	859.608	1497.439	1861.357	2814.134	2697.383	2748.440	2749.873	2782.696	3093.167	
VS-24_01.mat	"AH0"	3970.000	4010.000	173.882	188.192	177.150	171.426	166.799	165.139	415.187	462.672	458.154	425.598	379.395	351.375	1058.556	1060.428	1043.329	1068.701	1061.301	1058.919	2725.650	2754.767	2765.918	2777.574	2657.628	2672.620	
VS-24_01.mat	"N"	4010.000	4230.000	173.058	166.948	169.047	171.509	175.726	182.042	349.829	333.346	337.643	349.968	345.929	381.319	1017.326	1188.795	1038.000	888.353	809.042	1155.001	2765.431	2836.735	2745.208	2739.635	2738.674	2764.517	
VS-24_01.mat	"UH0"	4230.000	4260.000	175.779	177.239	176.499	175.871	175.104	174.196	424.122	430.134	440.251	432.390	397.475	418.797	1684.948	1860.033	2033.238	2193.110	1184.926	1209.523	2610.619	2749.282	2748.795	2575.490	2372.169	2581.050	
VS-24_01.mat	"SH"	4260.000	4550.000	173.035	173.035	173.035	173.035	173.035	173.035	1116.816	1086.338	1158.707	1230.053	1147.582	960.752	2704.249	2718.599	2787.127	2712.579	2696.901	2606.938	3223.488	3087.878	3301.650	3413.370	3310.214	3013.428	
VS-24_01.mat	"AA1"	4550.000	4780.000	72.079	72.079	72.417	71.329	71.329	71.329	662.632	585.214	673.909	637.454	729.003	689.030	1158.195	1115.572	1172.510	1159.754	1184.608	1160.204	3156.342	2521.907	3290.459	3351.147	3336.782	3290.913	
VS-24_01.mat	"N"	4780.000	4910.000	77.123	74.942	76.980	77.373	77.373	77.373	349.564	527.481	285.435	315.169	297.866	313.522	1118.757	1133.965	1159.509	1168.198	1074.735	1056.483	2782.034	2692.823	2780.217	2872.977	2779.083	2787.260	
VS-24_01.mat	"V"	4910.000	4940.000	0	0	0	0	0	0	328.140	315.881	356.721	335.649	299.752	332.484	958.484	1012.602	955.949	955.223	946.372	918.243	2838.362	2794.604	2800.892	2853.437	2933.514	2814.364	
VS-24_01.mat	"AH0"	4940.000	5020.000	183.562	183.562	183.562	189.306	187.590	179.178	317.991	352.096	347.303	291.325	302.280	295.431	883.170	900.195	886.431	824.228	760.264	1033.727	2853.412	2845.823	2809.759	2855.440	2916.121	2835.935	
VS-24_01.mat	"K"	5100.000	5180.000	234.874	234.874	234.874	234.874	234.874	234.874	817.922	866.245	1005.089	897.130	844.450	447.555	1470.045	2180.621	1880.331	1114.234	1051.001	1072.525	2867.510	3391.871	3128.885	2444.104	2555.712	2756.163	
VS-24_01.mat	"OW1"	5180.000	5740.000	124.570	177.299	159.483	159.060	80.886	46.384	354.593	413.093	361.889	332.543	339.846	326.191	747.981	827.851	740.558	708.492	818.764	645.143	2649.098	2548.965	2590.423	2604.950	2858.949	2643.806	
VS-24_01.mat	"V"	5740.000	5770.000	154.778	115.954	162.913	165.172	167.021	168.649	334.467	328.002	328.086	332.947	339.629	343.468	824.704	762.343	798.526	829.910	863.837	871.905	2522.416	2524.628	2512.138	2511.889	2529.157	2533.406	
VS-24_01.mat	"UH0"	5770.000	5880.000	172.041	172.455	173.795	172.772	173.710	167.701	368.822	354.255	358.080	366.475	379.918	385.144	1084.922	941.180	1035.546	1105.369	1205.251	1141.529	2449.852	2502.624	2489.980	2477.912	2435.795	2344.753	
VS-24_01.mat	"R"	5880.000	5910.000	160.227	158.934	159.641	160.317	160.969	161.289	395.622	400.124	392.093	384.326	394.278	405.569	1114.201	1110.644	1115.685	1115.816	1119.994	1110.225	2396.037	2349.957	2378.941	2378.759	2421.298	2451.116	
VS-24_01.mat	"AH0"	5910.000	6050.000	69.908	85.635	77.415	74.658	44.602	42.872	467.026	454.937	494.739	491.427	453.894	442.680	1216.961	1144.944	1215.222	1239.243	1240.988	1244.036	2568.956	2459.744	2554.634	2605.946	2618.764	2607.983	
VS-24_01.mat	"V"	6050.000	6170.000	186.669	186.669	189.760	172.194	172.194	172.194	353.492	387.434	346.512	355.401	345.864	329.173	1000.636	1047.718	1100.690	852.227	800.718	1192.007	2642.093	2632.230	2540.634	2607.068	2572.672	2851.589	
VS-24_01.mat	"UH0"	6170.000	6240.000	119.102	142.567	139.163	132.257	132.257	63.224	319.568	329.418	330.905	326.297	300.847	308.819	908.736	786.321	775.722	786.497	917.287	1254.749	2652.313	2532.646	2541.634	2633.251	2646.324	2891.449	
VS-24_01.mat	"R"	6240.000	6290.000	60.850	62.292	60.622	59.147	59.147	59.147	612.158	292.379	263.073	748.485	1068.796	708.344	1878.790	2205.817	1206.098	1805.764	2452.952	1644.423	3071.366	3390.658	2547.586	3202.109	3306.710	2884.756	
VS-24_01.mat	"AH0"	6290.000	6350.000	0	0	0	0	0	0	666.653	534.016	556.233	649.346	625.862	948.625	1372.166	1213.308	1231.867	1206.769	1227.360	1935.298	2873.313	2539.515	3000.975	2999.567	2824.323	3011.580	
VS-24_01.mat	"upi"	1580.593	1800.643	212.140	214.648	185.425	185.425	236.817	213.724	482.165	270.232	519.678	680.431	564.910	367.781	1704.740	1004.358	2170.954	2279.128	1524.395	1579.734	2871.523	2573.317	3307.807	3268.241	2838.726	2400.028	
VS-24_01.mat	"UH0"	1580.593	1611.609	224.438	237.885	235.844	225.446	217.835	209.797	283.346	301.609	314.463	296.868	271.840	242.647	1012.492	1215.799	1047.965	970.746	926.219	907.178	2540.800	2552.196	2516.914	2548.397	2540.808	2540.834	
VS-24_01.mat	"P"	1611.609	1744.693	192.081	188.625	187.016	187.016	187.016	235.557	579.418	238.289	614.091	809.103	592.926	664.366	1951.743	1566.458	2111.682	2467.206	2117.339	1554.877	3147.036	2960.447	3264.026	3372.989	3253.453	2923.921	
VS-24_01.mat	"IH0"	1744.693	1800.643	218.728	237.492	220.837	213.594	212.093	210.002	357.316	318.072	394.871	404.046	358.937	318.632	1488.028	1144.130	1371.651	1621.044	1645.209	1650.954	2395.758	2379.748	2367.245	2423.307	2431.550	2379.219	
VS-24_02.mat	"pananitaat"	370.000	1070.000	159.126	197.059	175.505	183.312	78.167	73.141	551.262	763.722	374.858	407.796	592.435	615.180	1602.777	1726.686	1236.071	2033.020	1652.320	1366.021	2785.586	2908.883	2574.643	2578.659	2821.764	3043.845	
VS-24_02.mat	"vura"	1070.000	1290.000	82.861	82.861	85.028	83.591	82.654	77.443	566.367	1058.649	429.577	478.168	451.649	400.961	1383.945	2083.134	1084.900	1203.385	1253.206	1277.120	2524.108	3022.370	2683.932	2118.490	2274.003	2511.779	
VS-24_02.mat	"koovura"	1290.000	1752.142	166.806	214.214	176.608	166.699	165.198	158.480	424.794	597.316	401.876	383.171	373.743	365.628	1031.832	1344.594	899.612	843.658	968.740	1101.044	2675.267	2791.712	2603.971	2714.052	2611.856	2653.616	
VS-24_02.mat	"upithxah"	1752.142	2500.000	192.620	148.732	180.271	163.397	378.643	183.620	795.908	458.326	738.914	1031.360	950.488	798.973	1759.659	1542.020	2051.707	1814.957	1726.054	1664.190	2952.546	2967.909	2954.732	2881.309	2946.539	3005.630	
VS-24_02.mat	"sil"	0.000	370.000	0	0	0	0	0	0	1319.205	1472.603	1336.566	1395.033	1367.947	1078.687	2499.869	2661.503	2624.044	2502.871	2480.882	2285.372	3578.594	3651.102	3570.089	3679.819	3556.382	3463.310	
VS-24_02.mat	"P"	370.000	450.000	223.951	223.951	223.951	223.951	223.951	223.951	967.620	1090.419	1294.037	1150.587	888.938	469.054	2033.281	2312.921	2161.007	2301.763	1979.380	1481.662	3173.691	3297.414	3350.297	3510.130	3006.528	2764.443	
VS-24_02.mat	"AH0"	450.000	500.000	197.864	220.787	200.723	191.449	188.220	187.410	502.540	418.290	528.242	533.077	522.572	516.873	1300.823	1189.581	1233.592	1299.941	1387.157	1397.903	2561.374	2565.349	2538.064	2553.164	2575.944	2572.821	
VS-24_02.mat	"N"	500.000	560.000	172.314	176.654	164.907	169.164	173.167	176.345	369.626	398.197	331.750	345.953	377.309	391.045	1316.267	1354.427	1297.480	1280.285	1310.163	1338.413	2586.842	2507.520	2620.952	2579.206	2625.080	2603.753	
VS-24_02.mat	"AH0"	560.000	610.000	178.634	178.056	178.463	179.140	179.133	178.467	385.695	384.517	385.568	386.888	382.882	388.436	1272.756	1295.464	1246.122	1253.516	1258.090	1305.215	2594.449	2596.567	2599.240	2586.043	2594.705	2595.494	
VS-24_02.mat	"N"	610.000	650.000	177.887	177.578	177.584	177.798	178.188	178.274	379.781	385.894	387.006	373.241	364.828	385.713	1105.531	1273.483	1254.486	1055.142	910.622	1015.990	2514.442	2582.929	2537.988	2484.136	2478.605	2485.402	
VS-24_02.mat	"IH0"	650.000	710.000	182.480	178.805	180.279	183.013	184.955	185.353	420.112	441.968	469.743	442.083	401.554	349.130	1971.365	1760.659	1938.456	2044.064	2068.452	2053.828	2610.779	2501.244	2539.567	2586.475	2693.381	2731.688	
VS-24_02.mat	"T"	710.000	860.000	185.123	185.123	185.123	185.123	185.123	185.123	465.070	367.568	415.681	420.958	453.653	664.921	1982.948	2096.467	2087.418	2047.696	1947.053	1744.389	2657.689	2533.560	2424.271	2763.141	2857.369	2697.868	
VS-24_02.mat	"AA1"	860.000	970.000	75.144	82.983	77.649	71.253	69.246	72.967	649.153	593.994	648.593	678.482	676.593	650.827	1391.712	1448.758	1439.101	1400.509	1358.593	1313.495	2917.778	2756.854	2737.408	3062.351	3052.423	2982.209	
VS-24_02.mat	"T"	970.000	1070.000	79.472	79.472	79.472	79.472	79.472	79.472	596.308	566.765	579.842	579.929	598.787	654.336	1379.262	1237.273	1301.837	1362.427	1373.944	1615.508	3055.659	3181.541	3234.864	3243.518	2894.210	2716.163	
VS-24_02.mat	"V"	1070.000	1100.000	0	0	0	0	0	0	1268.058	1467.721	1369.626	1214.391	1191.178	1099.635	2258.381	2187.872	2257.999	2243.244	2270.644	2336.698	3122.679	2924.937	3111.397	3218.014	3245.244	3144.624	
VS-24_02.mat	"UH0"	1100.000	1140.000	85.151	85.151	85.151	85.151	85.154	85.155	489.828	803.305	353.698	392.231	423.992	435.212	1299.968	2090.495	1248.295	1037.018	1056.008	1065.266	2723.829	2898.619	2673.767	2630.069	2711.313	2694.740	
VS-24_02.mat	"R"	1140.000	1200.000	84.018	84.866	84.963	84.295	83.450	82.512	470.838	449.146	472.024	474.372	481.172	478.000	1180.771	1114.371	1180.107	1188.897	1209.782	1212.125	2293.909	2702.479	2479.341	2073.811	2095.568	2105.203	
VS-24_02.mat	"AH0"	1200.000	1290.000	81.215	82.566	83.254	80.783	75.574	75.574	428.113	477.621	448.675	377.270	358.510	495.137	1264.172	1232.393	1250.829	1271.365	1255.534	1310.530	2387.633	2184.562	2297.996	2365.503	2403.957	2703.531	
VS-24_02.mat	"K"	1290.000	1390.000	219.569	219.569	219.569	219.569	219.569	219.569	574.715	423.012	479.183	655.484	740.345	571.124	1307.705	1295.475	1471.567	1200.111	1090.246	1458.318	2770.682	2673.330	2890.640	2628.375	2486.201	3141.725	
VS-24_02.mat	"OW1"	1390.000	1570.000	169.568	182.917	165.476	164.973	167.114	167.005	396.564	393.593	425.786	404.584	379.269	380.046	871.017	874.571	921.816	895.386	837.418	826.600	2668.628	2530.364	2646.765	2710.862	2721.973	2733.767	
VS-24_02.mat	"V"	1570.000	1600.000	163.571	163.961	163.592	163.282	163.340	163.626	379.905	401.103	386.175	373.563	366.224	370.922	839.259	852.318	825.916	814.201	820.130	876.577	2778.469	2966.493	2818.778	2700.310	2703.009	2698.059	
VS-24_02.mat	"UH0"	1600.000	1640.000	166.604	163.992	165.032	166.782	168.303	168.962	380.601	373.302	377.603	382.358	384.403	385.695	1014.647	953.012	990.503	1021.582	1039.491	1069.954	2621.596	2696.144	2678.813	2649.857	2572.577	2513.272	
VS-24_02.mat	"R"	1640.000	1670.000	162.716	168.100	167.379	162.046	157.191	158.545	336.803	365.401	329.680	350.019	321.814	313.757	1089.256	1089.156	1069.003	1098.132	1092.806	1095.900	2336.437	2423.958	2215.073	2253.088	2341.627	2426.787	
VS-24_02.mat	"AH0"	1670.000	1752.142	158.561	157.978	158.627	158.204	159.165	158.937	371.911	362.544	370.923	374.804	378.707	373.375	1101.860	1107.225	1113.419	1090.420	1105.785	1092.387	2685.046	2568.651	2659.823	2706.338	2744.469	2744.573	
VS-24_02.mat	"UH0"	1752.142	1793.756	150.644	156.766	153.481	150.871	146.993	145.508	339.693	370.725	362.542	359.495	325.606	287.010	1043.213	1065.458	1056.822	1024.496	1020.610	1043.350	2709.353	2731.347	2707.782	2653.636	2698.714	2741.679	
VS-24_02.mat	"P"	1793.756	1986.253	149.007	145.798	145.798	145.798	145.798	197.139	694.233	311.243	708.021	600.910	965.833	890.854	1970.611	1226.571	1959.111	2126.348	2381.607	2170.086	3129.589	2836.357	3182.807	3220.138	3377.039	3031.951	
VS-24_02.mat	"IH0"	1986.253	2031.145	186.692	207.174	197.936	181.162	175.499	171.501	324.499	277.650	331.096	373.080	368.144	281.180	1642.566	1527.251	1489.769	1675.819	1741.098	1773.556	2450.443	2456.286	2329.557	2385.674	2564.945	2505.807	
VS-24_02.mat	"TH"	2031.145	2180.000	164.532	164.532	166.767	166.767	166.767	166.767	962.687	763.251	832.924	758.412	1113.061	1336.864	1850.392	1913.371	1868.248	1714.879	1879.580	1880.516	2926.425	2849.206	2634.916	2636.229	3250.139	3254.688	
VS-24_02.mat	"HH"	2180.000	2210.000	0	0	0	0	0	0	1238.988	1368.497	1359.590	1253.383	1084.407	1128.831	1648.585	1856.045	2015.798	1511.372	1442.840	1431.400	2674.182	2513.166	3133.648	2419.539	2565.870	2668.166	
VS-24_02.mat	"AH0"	2210.000	2260.000	0	0	0	0	0	0	801.934	1040.001	641.345	709.229	601.049	961.489	1494.582	1377.140	1331.651	1342.967	1459.819	1921.361	2739.257	2622.082	2641.318	2666.833	2631.734	3102.452	
VS-24_02.mat	"HH"	2260.000	2500.000	231.489	231.489	378.643	183.118	185.411	170.898	886.936	1311.494	648.479	832.590	694.146	927.127	1748.039	2153.314	1543.407	2042.182	1493.218	1475.053	3042.872	3280.162	2836.263	3272.529	2895.797	2898.773	
VS-24_02.mat	"upi"	1752.142	2031.145	163.812	148.476	148.994	148.994	148.994	186.914	582.330	315.172	534.463	711.301	992.168	367.790	1778.501	1092.700	1581.386	2219.361	2343.051	1676.241	2956.276	2776.208	2944.244	3276.697	3289.361	2515.620	
VS-24_02.mat	"UH0"	1752.142	1793.756	150.644	156.766	153.481	150.871	146.993	145.508	339.693	370.725	362.542	359.495	325.606	287.010	1043.213	1065.458	1056.822	1024.496	1020.610	1043.350	2709.353	2731.347	2707.782	2653.636	2698.714	2741.679	
VS-24_02.mat	"P"	1793.756	1986.253	149.007	145.798	145.798	145.798	145.798	197.139	694.233	311.243	708.021	600.910	965.833	890.854	1970.611	1226.571	1959.111	2126.348	2381.607	2170.086	3129.589	2836.357	3182.807	3220.138	3377.039	3031.951	
VS-24_02.mat	"IH0"	1986.253	2031.145	186.692	207.174	197.936	181.162	175.499	171.501	324.499	277.650	331.096	373.080	368.144	281.180	1642.566	1527.251	1489.769	1675.819	1741.098	1773.556	2450.443	2456.286	2329.557	2385.674	2564.945	2505.807	
VS-24_03.mat	"tupithxah"	150.000	910.000	209.265	209.265	191.827	175.581	341.309	341.309	763.239	1066.369	1067.063	494.304	714.297	471.784	1847.905	2190.850	2279.248	1843.840	1566.314	1360.914	2917.048	3265.775	3318.004	2623.359	2623.423	2756.723	
VS-24_03.mat	"pakoovura"	910.000	1420.000	89.867	138.138	161.106	74.577	72.105	73.927	409.072	447.257	390.544	429.708	370.476	405.642	1113.036	1321.101	1476.794	928.173	785.705	1046.997	2666.889	2695.389	2845.015	2566.837	2604.281	2620.524	
VS-24_03.mat	"pananusaanva"	1420.000	2470.000	116.188	54.948	97.258	194.406	140.327	128.460	604.916	471.102	451.926	1188.945	609.835	302.335	1479.350	1381.181	1264.770	2522.841	1173.444	1052.547	2963.593	2731.854	2836.972	3366.201	3079.067	2804.117	
VS-24_03.mat	"koovura"	2470.000	3050.000	93.706	203.708	198.488	50.855	52.095	95.213	430.910	654.736	428.068	367.951	330.678	369.230	1062.010	1841.189	1061.885	720.389	629.130	1053.152	2671.098	2926.360	2558.853	2606.526	2703.476	2559.116	
VS-24_03.mat	"sil"	0.000	150.000	0	0	0	0	0	0	912.072	778.529	781.947	962.803	797.642	1121.178	2058.574	1627.459	1690.004	2150.310	2120.616	2354.295	3160.043	2600.374	2849.384	3144.979	3292.294	3489.980	
VS-24_03.mat	"T"	150.000	341.208	0	0	0	0	0	0	1082.301	1340.722	792.226	1240.736	880.790	1144.802	2204.165	2564.469	1859.101	2254.398	2075.279	2256.398	3261.145	3530.366	3203.402	3463.509	2874.942	3242.982	
VS-24_03.mat	"UH0"	341.208	376.095	193.141	204.137	198.626	191.531	188.637	185.856	263.274	506.050	204.461	194.754	192.840	186.153	1883.253	2051.482	1705.923	1739.480	2001.425	1880.604	2999.002	3234.675	2785.402	2826.466	3002.603	3116.557	
VS-24_03.mat	"P"	376.095	480.662	200.740	183.090	183.090	183.090	183.090	221.921	1268.576	1472.881	1278.453	1402.704	1366.052	845.065	2377.378	2505.784	2360.436	2355.557	2668.662	2027.536	3430.720	3596.637	3521.623	3382.238	3497.038	3171.918	
VS-24_03.mat	"IH0"	480.662	540.293	182.309	212.536	184.539	177.122	170.476	165.152	378.580	369.826	383.131	380.027	372.526	387.575	1732.302	1535.282	1750.203	1811.487	1826.216	1753.850	2267.592	2228.797	2288.674	2335.140	2282.506	2209.164	
VS-24_03.mat	"TH"	540.293	720.000	166.966	164.249	169.338	168.155	168.155	168.155	655.884	392.171	449.916	646.049	779.457	1016.424	1685.228	1788.285	1883.607	1693.390	1581.489	1479.630	2656.300	2612.682	2794.813	2676.877	2609.042	2595.101	
VS-24_03.mat	"HH"	720.000	760.000	481.529	464.646	474.680	485.006	495.651	495.651	461.651	806.338	743.333	446.408	154.308	147.779	1468.529	1450.786	1476.554	1456.615	1466.470	1491.884	2577.771	2525.083	2520.015	2547.386	2563.378	2728.769	
VS-24_03.mat	"AH0"	760.000	840.000	0	0	0	0	0	0	446.522	243.066	495.694	561.243	532.035	415.362	1285.538	1485.009	1384.080	1328.011	1205.673	1036.788	2478.547	2718.520	2481.159	2370.834	2348.332	2480.009	
VS-24_03.mat	"HH"	840.000	910.000	0	0	0	0	0	0	508.980	478.175	431.370	587.763	554.511	489.414	1437.221	1446.300	1218.269	1743.124	1359.894	1444.548	3070.369	2879.028	2972.823	3635.772	2821.914	3089.507	
VS-24_03.mat	"P"	910.000	970.000	0	0	0	0	0	0	463.025	323.107	527.567	583.623	441.882	446.533	1476.472	1569.105	1685.401	1662.001	1523.785	965.413	2936.646	3160.984	2911.964	3206.634	3044.888	2411.764	
VS-24_03.mat	"AH0"	970.000	1070.000	151.607	151.607	138.052	144.179	155.827	170.967	343.774	443.512	412.934	366.101	250.859	243.467	1198.295	1039.752	1136.460	1172.826	1219.277	1414.919	2497.454	2326.176	2353.732	2357.942	2813.432	2630.928	
